Sample_name,Locus,input,filtered,denoised_F,denoised_R,merged,tabled,nonchim
MiFish-0921-1Prt-Dn-2,MiFish,135813,115681,115625,115476,111886,111886,108021
MiFish-0921-1Prt-Up-3,MiFish,128077,109772,109593,109309,106990,106990,105455
MiFish-0921-2Brn-Dn-2,MiFish,126322,106716,106546,106416,104303,104303,100658
MiFish-0921-2Brn-Up-2,MiFish,104742,91004,90491,90745,86852,86852,86643
MiFish-0921-2Brn-Up-3,MiFish,131621,113266,112846,112972,109429,109429,109320
MiFish-0921-3Chk-Dn-1,MiFish,123995,108731,108586,108537,106354,106354,105632
MiFish-0921-3Chk-Dn-2,MiFish,144391,126201,125964,125879,123542,123542,122405
MiFish-0921-3Chk-Dn-3,MiFish,136290,118380,118129,118142,115942,115942,114967
MiFish-0921-3Chk-Up-1,MiFish,158897,138791,138319,138611,134422,134422,134422
MiFish-0921-3Chk-Up-3,MiFish,140891,122742,122536,122696,115866,115866,115866
MiFish-0921-4Pad-Dn-1,MiFish,149651,127791,127517,127480,124758,124758,122895
MiFish-0921-4Pad-Dn-2,MiFish,135626,117050,116629,116619,114541,114541,112459
MiFish-0921-4Pad-Up11-1,MiFish,60,57,42,45,20,20,20
MiFish-0921-4Pad-Up5-2,MiFish,167067,139804,139360,139380,136750,136750,136308
MiFish-0921-5Sqm-Dn-2,MiFish,126607,108329,108174,108061,106179,106179,106045
MiFish-0921-5Sqm-Dn-3,MiFish,139302,116745,116509,116318,113637,113637,113018
MiFish-1021-1Prt-Dn-1,MiFish,155805,135600,135545,135510,131889,131889,129128
MiFish-1021-1Prt-Dn-2,MiFish,152181,130692,130528,130357,127443,127443,125382
MiFish-1021-1Prt-Up-2,MiFish,108358,91390,91112,91038,89166,89166,89027
MiFish-1021-2Brn-Up-1,MiFish,141036,120774,120408,120472,116468,116468,116402
MiFish-1021-2Brn-Up-2,MiFish,131684,112744,112417,112466,107839,107839,107701
MiFish-1021-3Chk-Dn-1,MiFish,173826,151380,151138,151136,146581,146581,146011
MiFish-1021-3Chk-Dn-2,MiFish,150638,129192,128936,128949,126369,126369,125141
MiFish-1021-3Chk-Up-2,MiFish,145060,126293,126001,125990,122995,122995,122895
MiFish-1021-3Chk-Up-3,MiFish,136259,116826,116518,116428,114143,114143,114085
MiFish-1021-4Pad-Dn-1,MiFish,126109,105299,104994,104916,103341,103341,102984
MiFish-1021-4Pad-Dn-3,MiFish,155176,129515,129199,129077,126843,126843,126365
MiFish-1021-4Pad-Up11-3,MiFish,150054,128104,127971,127629,125501,125501,125061
MiFish-1021-4Pad-Up5-3,MiFish,109280,89780,89676,89329,88725,88725,88270
MiFish-1021-5Sqm-Dn-2,MiFish,142882,119428,119158,119039,116837,116837,116646
MiFish-1021-5Sqm-Up-2,MiFish,135205,110553,110235,110334,107436,107436,107031
MiFish-1021-5Sqm-Up-3,MiFish,174896,135396,135040,135001,131532,131532,131405
MiFish-1121-1Prt-Dn-1,MiFish,155390,133288,133044,133055,131688,131688,131185
MiFish-1121-2Brn-Dn-1,MiFish,176320,148011,147466,147575,143497,143497,142735
MiFish-1121-2Brn-Dn-2,MiFish,151645,125896,125469,125478,121447,121447,120968
MiFish-1121-2Brn-Up-1,MiFish,157608,133415,133110,133078,128734,128734,128383
MiFish-1121-2Brn-Up-3,MiFish,151585,127730,127387,127284,123296,123296,122850
MiFish-1121-3Chk-Dn-1,MiFish,145711,126394,126087,126042,123019,123019,122529
MiFish-1121-3Chk-Dn-2,MiFish,120373,101604,101079,101250,98346,98346,97747
MiFish-1121-3Chk-Dn-3,MiFish,148116,124045,123441,123543,120718,120718,120274
MiFish-1121-3Chk-Up-1,MiFish,158201,131199,130665,130701,126897,126897,125066
MiFish-1121-3Chk-Up-3,MiFish,109128,92026,91396,91468,88610,88610,88343
MiFish-1121-4Pad-Up11-1,MiFish,149476,125723,125311,125076,122165,122165,121451
MiFish-1121-4Pad-Up11-3,MiFish,128054,106645,106073,106080,102486,102486,101832
MiFish-1121-4Pad-Up5-1,MiFish,151267,124358,123819,123629,120441,120441,119416
MiFish-1121-4Pad-Up5-2,MiFish,128052,105234,104659,104779,101809,101809,101500
MiFish-1121-5Sqm-Dn-1,MiFish,135520,116526,116113,116059,114056,114056,112381
MiFish-1121-5Sqm-Dn-3,MiFish,153762,130235,130056,129909,127373,127373,124813
MiFish-1121-5Sqm-Up-1,MiFish,160426,138667,138263,138356,136279,136279,135328
MiFish-1121-5Sqm-Up-2,MiFish,149221,125113,124859,124636,121648,121648,121363
MiFish-Kangaroo,MiFish,162989,146545,146468,146469,140805,140805,140731
