Sample_name,Locus,Hash,nReads
Ac16S.PadUp11.5.0321,Ac16S,9794a0d15bfdf9d002e1564c85eb0fbf612049ed,23784
Ac16S.PadUp11.5.0321,Ac16S,3cdb756a4829bf3d077ec0af970d9f46af6963b8,7740
Ac16S.PadUp11.5.0321,Ac16S,c3dbdf346cff3c1adad46ee0962d54e90cfd75fa,150849
Ac16S.PadUp11.5.0321,Ac16S,daef6d2f7188a7be298938d3ff50ef6f7d31df43,1082
Ac16S.PadUp11.5.0321,Ac16S,538afe58ff9215120fb2a08e109127c6f2562e4e,11877
Ac16S.PadUp11.5.0321,Ac16S,bf42a5bb1ec15e8fe11e20b2b71bddfe749af866,10448
Ac16S.PadUp11.5.0321,Ac16S,4450e479e7a3b55ed4ff30101b2aa81cf02916b4,6789
Ac16S.PadUp11.5.0321,Ac16S,e78cacb282d1da13dab5b7615ffbb32b29e07c4f,318
Ac16S.PadUp11.5.0321,Ac16S,ecf469d00fac1052d28f063710713c13bf303fdd,1823
Ac16S.PadUp11.5.0321,Ac16S,ff5da03589f03bef0eb350d0f95244d5e1c57c54,3144
Ac16S.PadUp11.5.0321,Ac16S,58e45243e0f2107d52459805775bb1372b625c7e,611
Ac16S.PadUp11.5.0321,Ac16S,acf0f830a913c2ea4a2059f8bdf041d21ea2bfbd,1637
Ac16S.PadUp11.5.0321,Ac16S,f4b1baaf04a01b98da4a6deb5f74059329c5d984,1515
Ac16S.PadUp11.5.0321,Ac16S,1fa02e0f86da8b5b984394c049b4cb08140c57da,583
Ac16S.PadUp11.5.0321,Ac16S,d30ffa492e5abecf536b1b5ea47cf9d2493fc499,453
Ac16S.PadUp11.5.0321,Ac16S,14e534dd50c7463d41bd270a1216a20dc0453dfc,368
Ac16S.PadUp11.5.0321,Ac16S,e4ebdf5938035ea91b12b5d144618a5d76ba569f,313
Ac16S.PadUp11.5.0321,Ac16S,c2de4ceafc22020c24be640e90c114250e058252,211
Ac16S.PadUp11.5.0321,Ac16S,b415e58c7e62a9cd1375a85253a1d6b48aa24abf,148
Ac16S.PadUp11.5.0321,Ac16S,891f0cb27e89cd179ace51f0c7e87df7faf20900,138
Ac16S.PadUp11.5.0321,Ac16S,4706311785f737c836c81dd5c90e1e6c7a420b9f,137
Ac16S.PadUp11.5.0321,Ac16S,dc0d70cbb23b23fa88b285cd5486f28699d9b4a2,111
Ac16S.PadUp11.5.0321,Ac16S,e2d6bf7c6b5a950ebd937d267757686ec8961ce0,85
Ac16S.PadUp11.5.0321,Ac16S,f96073d2ad23168594bcafe4a214a5636f017e6a,44
Ac16S.PadUp11.5.0321,Ac16S,a7ef3b007138bfe2455710236d1ab3a2d5ac392f,20
Ac16S.PadUp11.6.0321,Ac16S,9794a0d15bfdf9d002e1564c85eb0fbf612049ed,26741
Ac16S.PadUp11.6.0321,Ac16S,3cdb756a4829bf3d077ec0af970d9f46af6963b8,47868
Ac16S.PadUp11.6.0321,Ac16S,c3dbdf346cff3c1adad46ee0962d54e90cfd75fa,5140
Ac16S.PadUp11.6.0321,Ac16S,daef6d2f7188a7be298938d3ff50ef6f7d31df43,56083
Ac16S.PadUp11.6.0321,Ac16S,538afe58ff9215120fb2a08e109127c6f2562e4e,8434
Ac16S.PadUp11.6.0321,Ac16S,bf42a5bb1ec15e8fe11e20b2b71bddfe749af866,2276
Ac16S.PadUp11.6.0321,Ac16S,4450e479e7a3b55ed4ff30101b2aa81cf02916b4,5578
Ac16S.PadUp11.6.0321,Ac16S,e78cacb282d1da13dab5b7615ffbb32b29e07c4f,995
Ac16S.PadUp11.6.0321,Ac16S,5e1cfbfbc03a5d1c27ee51babd89dbf8b8af613c,13650
Ac16S.PadUp11.6.0321,Ac16S,ecf469d00fac1052d28f063710713c13bf303fdd,680
Ac16S.PadUp11.6.0321,Ac16S,4fd0ac0a73954770ac57a3573103b795fc76880a,821
Ac16S.PadUp11.6.0321,Ac16S,e1eae85fda4f3232050e0bde65f0474923561d6c,1312
Ac16S.PadUp11.6.0321,Ac16S,cf37a5d32abe18dc80b528477ead2d9745c6a544,313
Ac16S.PadUp11.6.0321,Ac16S,b578c19af142d9f2c0bcc74357e1d35217b914d2,110
Ac16S.PadUp11.6.0321,Ac16S,6a3b9a2adfa51b89281de641689cd996dcce9296,610
Ac16S.PadUp11.6.0321,Ac16S,bf3f6ddea795a416904960db684edd87a17b11ae,502
Ac16S.PadUp11.6.0321,Ac16S,6f4067ec8e73fd16ede0c181216f4d4ec3459deb,297
Ac16S.PadUp11.6.0321,Ac16S,622c49d0a1c0e067ede976369cbaba2878c26055,271
Ac16S.PadUp11.6.0321,Ac16S,5266da87e335ae9fa447a9dbe429b98ff16a805b,233
Ac16S.PadUp11.6.0321,Ac16S,1b3d1ca2ae591a6cd2b6eb7b3e5db6fcd0dbd911,225
Ac16S.PadUp11.6.0321,Ac16S,e39f53ebe8a978bc138c29615a41d70bf3514fad,55
Ac16S.PadUp11.6.0321,Ac16S,c0d7c6e07cae6a8983afec632ddb7fb536a11192,38
Ac16S.PadUp5.4.0321,Ac16S,9794a0d15bfdf9d002e1564c85eb0fbf612049ed,13626
Ac16S.PadUp5.4.0321,Ac16S,3cdb756a4829bf3d077ec0af970d9f46af6963b8,28665
Ac16S.PadUp5.4.0321,Ac16S,c3dbdf346cff3c1adad46ee0962d54e90cfd75fa,73296
Ac16S.PadUp5.4.0321,Ac16S,538afe58ff9215120fb2a08e109127c6f2562e4e,22279
Ac16S.PadUp5.4.0321,Ac16S,bf42a5bb1ec15e8fe11e20b2b71bddfe749af866,16328
Ac16S.PadUp5.4.0321,Ac16S,4450e479e7a3b55ed4ff30101b2aa81cf02916b4,15249
Ac16S.PadUp5.4.0321,Ac16S,e78cacb282d1da13dab5b7615ffbb32b29e07c4f,1919
Ac16S.PadUp5.4.0321,Ac16S,ecf469d00fac1052d28f063710713c13bf303fdd,1470
Ac16S.PadUp5.4.0321,Ac16S,f79ac1c4f5c5d93b73ad0b29ee45664fc9a10523,3610
Ac16S.PadUp5.4.0321,Ac16S,f0ed2fb7a97ac0047fc435389ab467be084d6d00,2472
Ac16S.PadUp5.4.0321,Ac16S,4f583563618fefaec3ecde51a22085f6a3ea2808,1413
Ac16S.PadUp5.4.0321,Ac16S,f3025e17b7c6a6e22c07ef16889df00bb5b421e8,213
Ac16S.PadUp5.4.0321,Ac16S,44f169f81cb451f338ad1dc02b4136c1645616bd,1072
Ac16S.PadUp5.4.0321,Ac16S,91687d68540299c1792494461e5e54ec110dd6fa,666
Ac16S.PadUp5.4.0321,Ac16S,037e6aed904792cde67d1de9547e9d99d0157faf,532
Ac16S.PadUp5.4.0321,Ac16S,44bf5ddc6c5e47eceef05119842300b1c4f7baa1,502
Ac16S.PadUp5.4.0321,Ac16S,063707b7cdb24931c6296639fa87e85797837a0b,466
Ac16S.PadUp5.4.0321,Ac16S,03785628c8d3e0df8841468a848ab983eef458d5,369
Ac16S.PadUp5.4.0321,Ac16S,37ec9173ecd0c34b3eceeb4c43388026b02bdc61,153
Ac16S.PadUp5.4.0321,Ac16S,551a6d02e5b8b5625642572902a655d0483af865,116
Ac16S.PadUp5.4.0321,Ac16S,51585629b20469efbd229fcd57c61e6b7e29320e,77
Ac16S.PadUp5.4.0321,Ac16S,405cf5c6e24acb439cecf169d9d6f3c36d15bba0,71
Ac16S.PadUp5.4.0321,Ac16S,0ac303bd3511b3ea6dc3d670bca835c86902672d,66
Ac16S.PadUp5.4.0321,Ac16S,58e09adeb19b1f3fc19876570d1b144854a2ca7a,66
Ac16S.PadUp5.5.0321,Ac16S,9794a0d15bfdf9d002e1564c85eb0fbf612049ed,99018
Ac16S.PadUp5.5.0321,Ac16S,3cdb756a4829bf3d077ec0af970d9f46af6963b8,7998
Ac16S.PadUp5.5.0321,Ac16S,c3dbdf346cff3c1adad46ee0962d54e90cfd75fa,15583
Ac16S.PadUp5.5.0321,Ac16S,daef6d2f7188a7be298938d3ff50ef6f7d31df43,15327
Ac16S.PadUp5.5.0321,Ac16S,538afe58ff9215120fb2a08e109127c6f2562e4e,21930
Ac16S.PadUp5.5.0321,Ac16S,bf42a5bb1ec15e8fe11e20b2b71bddfe749af866,2571
Ac16S.PadUp5.5.0321,Ac16S,4450e479e7a3b55ed4ff30101b2aa81cf02916b4,2335
Ac16S.PadUp5.5.0321,Ac16S,e78cacb282d1da13dab5b7615ffbb32b29e07c4f,189
Ac16S.PadUp5.5.0321,Ac16S,ecf469d00fac1052d28f063710713c13bf303fdd,45
