Sample_name,Locus,file1,file2
Ac16S.PadUp11.5.0321,Ac16S,Locus_Ac16S_Ac16S-PadUp11-5-0321_S114_L001_R1_001.fastq,Locus_Ac16S_Ac16S-PadUp11-5-0321_S114_L001_R2_001.fastq
Ac16S.PadUp11.6.0321,Ac16S,Locus_Ac16S_Ac16S-PadUp11-6-0321_S115_L001_R1_001.fastq,Locus_Ac16S_Ac16S-PadUp11-6-0321_S115_L001_R2_001.fastq
Ac16S.PadUp5.4.0321,Ac16S,Locus_Ac16S_Ac16S-PadUp5-4-0321_S116_L001_R1_001.fastq,Locus_Ac16S_Ac16S-PadUp5-4-0321_S116_L001_R2_001.fastq
Ac16S.PadUp5.5.0321,Ac16S,Locus_Ac16S_Ac16S-PadUp5-5-0321_S117_L001_R1_001.fastq,Locus_Ac16S_Ac16S-PadUp5-5-0321_S117_L001_R2_001.fastq
Ac16S.PadUp5.6.0321,Ac16S,Locus_Ac16S_Ac16S-PadUp5-6-0321_S118_L001_R1_001.fastq,Locus_Ac16S_Ac16S-PadUp5-6-0321_S118_L001_R2_001.fastq
Ac16S.PadUp11.1.0421,Ac16S,Locus_Ac16S_Ac16S-PadUp11-1-0421_S119_L001_R1_001.fastq,Locus_Ac16S_Ac16S-PadUp11-1-0421_S119_L001_R2_001.fastq
Ac16S.PadUp11.2.0421,Ac16S,Locus_Ac16S_Ac16S-PadUp11-2-0421_S120_L001_R1_001.fastq,Locus_Ac16S_Ac16S-PadUp11-2-0421_S120_L001_R2_001.fastq
Ac16S.PadUp11.3.0421,Ac16S,Locus_Ac16S_Ac16S-PadUp11-3-0421_S121_L001_R1_001.fastq,Locus_Ac16S_Ac16S-PadUp11-3-0421_S121_L001_R2_001.fastq
Ac16S.PadUp5.1.0421,Ac16S,Locus_Ac16S_Ac16S-PadUp5-1-0421_S122_L001_R1_001.fastq,Locus_Ac16S_Ac16S-PadUp5-1-0421_S122_L001_R2_001.fastq
Ac16S.PadUp5.2.0421,Ac16S,Locus_Ac16S_Ac16S-PadUp5-2-0421_S123_L001_R1_001.fastq,Locus_Ac16S_Ac16S-PadUp5-2-0421_S123_L001_R2_001.fastq
Ac16S.PadUp5.3.0421,Ac16S,Locus_Ac16S_Ac16S-PadUp5-3-0421_S124_L001_R1_001.fastq,Locus_Ac16S_Ac16S-PadUp5-3-0421_S124_L001_R2_001.fastq
Ac16S.ChkDn1.0321,Ac16S,Locus_Ac16S_Ac16S-ChkDn1-0321_S125_L001_R1_001.fastq,Locus_Ac16S_Ac16S-ChkDn1-0321_S125_L001_R2_001.fastq
Ac16S.ChkDn2.0321,Ac16S,Locus_Ac16S_Ac16S-ChkDn2-0321_S126_L001_R1_001.fastq,Locus_Ac16S_Ac16S-ChkDn2-0321_S126_L001_R2_001.fastq
Ac16S.ChkDn3.0321,Ac16S,Locus_Ac16S_Ac16S-ChkDn3-0321_S127_L001_R1_001.fastq,Locus_Ac16S_Ac16S-ChkDn3-0321_S127_L001_R2_001.fastq
Ac16S.ChkUp1.0321,Ac16S,Locus_Ac16S_Ac16S-ChkUp1-0321_S128_L001_R1_001.fastq,Locus_Ac16S_Ac16S-ChkUp1-0321_S128_L001_R2_001.fastq
Ac16S.ChkUp2.0321,Ac16S,Locus_Ac16S_Ac16S-ChkUp2-0321_S129_L001_R1_001.fastq,Locus_Ac16S_Ac16S-ChkUp2-0321_S129_L001_R2_001.fastq
Ac16S.ChkUp3.0321,Ac16S,Locus_Ac16S_Ac16S-ChkUp3-0321_S130_L001_R1_001.fastq,Locus_Ac16S_Ac16S-ChkUp3-0321_S130_L001_R2_001.fastq
