Sample_name,Locus,file1,file2
NGN0559,COI,Locus_COI_COI_0621_1Prt_Dn_3_S64_L001_R1_001.fastq,Locus_COI_COI_0621_1Prt_Dn_3_S64_L001_R2_001.fastq
NGN0560,COI,Locus_COI_COI_0621_2Brn_Dn_1_S65_L001_R1_001.fastq,Locus_COI_COI_0621_2Brn_Dn_1_S65_L001_R2_001.fastq
NGN0561,COI,Locus_COI_COI_0621_2Brn_Dn_3_S66_L001_R1_001.fastq,Locus_COI_COI_0621_2Brn_Dn_3_S66_L001_R2_001.fastq
NGN0562,COI,Locus_COI_COI_0621_2Brn_Up_1_S67_L001_R1_001.fastq,Locus_COI_COI_0621_2Brn_Up_1_S67_L001_R2_001.fastq
NGN0563,COI,Locus_COI_COI_0621_3Chk_Up_1_S68_L001_R1_001.fastq,Locus_COI_COI_0621_3Chk_Up_1_S68_L001_R2_001.fastq
NGN0564,COI,Locus_COI_COI_0621_3Chk_Up_2_S69_L001_R1_001.fastq,Locus_COI_COI_0621_3Chk_Up_2_S69_L001_R2_001.fastq
NGN0565,COI,Locus_COI_COI_0621_3Chk_Up_3_S70_L001_R1_001.fastq,Locus_COI_COI_0621_3Chk_Up_3_S70_L001_R2_001.fastq
NGN0566,COI,Locus_COI_COI_0621_4Pad_Up11_1_S71_L001_R1_001.fastq,Locus_COI_COI_0621_4Pad_Up11_1_S71_L001_R2_001.fastq
NGN0567,COI,Locus_COI_COI_0621_4Pad_Up11_3_S72_L001_R1_001.fastq,Locus_COI_COI_0621_4Pad_Up11_3_S72_L001_R2_001.fastq
NGN0568,COI,Locus_COI_COI_0621_4Pad_Up5_1_S73_L001_R1_001.fastq,Locus_COI_COI_0621_4Pad_Up5_1_S73_L001_R2_001.fastq
NGN0569,COI,Locus_COI_COI_0621_4Pad_Up5_2_S74_L001_R1_001.fastq,Locus_COI_COI_0621_4Pad_Up5_2_S74_L001_R2_001.fastq
NGN0570,COI,Locus_COI_COI_0621_4Pad_Up5_3_S75_L001_R1_001.fastq,Locus_COI_COI_0621_4Pad_Up5_3_S75_L001_R2_001.fastq
NGN0571,COI,Locus_COI_COI_0621_5Sqm_Dn_3_S76_L001_R1_001.fastq,Locus_COI_COI_0621_5Sqm_Dn_3_S76_L001_R2_001.fastq
NGN0572,COI,Locus_COI_COI_0721_1Prt_Dn_1_S77_L001_R1_001.fastq,Locus_COI_COI_0721_1Prt_Dn_1_S77_L001_R2_001.fastq
NGN0573,COI,Locus_COI_COI_0721_1Prt_Dn_2_S78_L001_R1_001.fastq,Locus_COI_COI_0721_1Prt_Dn_2_S78_L001_R2_001.fastq
NGN0574,COI,Locus_COI_COI_0721_1Prt_Up_1_S79_L001_R1_001.fastq,Locus_COI_COI_0721_1Prt_Up_1_S79_L001_R2_001.fastq
NGN0575,COI,Locus_COI_COI_0721_1Prt_Up_2_S80_L001_R1_001.fastq,Locus_COI_COI_0721_1Prt_Up_2_S80_L001_R2_001.fastq
NGN0576,COI,Locus_COI_COI_0721_2Brn_Dn_2_S81_L001_R1_001.fastq,Locus_COI_COI_0721_2Brn_Dn_2_S81_L001_R2_001.fastq
NGN0577,COI,Locus_COI_COI_0721_2Brn_Up_3_S82_L001_R1_001.fastq,Locus_COI_COI_0721_2Brn_Up_3_S82_L001_R2_001.fastq
NGN0578,COI,Locus_COI_COI_0721_3Chk_Dn_2_S83_L001_R1_001.fastq,Locus_COI_COI_0721_3Chk_Dn_2_S83_L001_R2_001.fastq
NGN0579,COI,Locus_COI_COI_0721_3Chk_Dn_3_S84_L001_R1_001.fastq,Locus_COI_COI_0721_3Chk_Dn_3_S84_L001_R2_001.fastq
NGN0580,COI,Locus_COI_COI_0721_3Chk_Up_1_S85_L001_R1_001.fastq,Locus_COI_COI_0721_3Chk_Up_1_S85_L001_R2_001.fastq
NGN0581,COI,Locus_COI_COI_0721_3Chk_Up_3_S86_L001_R1_001.fastq,Locus_COI_COI_0721_3Chk_Up_3_S86_L001_R2_001.fastq
NGN0582,COI,Locus_COI_COI_0721_4Pad_Dn_1_S87_L001_R1_001.fastq,Locus_COI_COI_0721_4Pad_Dn_1_S87_L001_R2_001.fastq
NGN0583,COI,Locus_COI_COI_0721_4Pad_Dn_3_S88_L001_R1_001.fastq,Locus_COI_COI_0721_4Pad_Dn_3_S88_L001_R2_001.fastq
NGN0584,COI,Locus_COI_COI_0721_4Pad_Up11_3_S89_L001_R1_001.fastq,Locus_COI_COI_0721_4Pad_Up11_3_S89_L001_R2_001.fastq
NGN0585,COI,Locus_COI_COI_0721_4Pad_Up5_3_S90_L001_R1_001.fastq,Locus_COI_COI_0721_4Pad_Up5_3_S90_L001_R2_001.fastq
NGN0586,COI,Locus_COI_COI_0721_5Sqm_Dn_1_S91_L001_R1_001.fastq,Locus_COI_COI_0721_5Sqm_Dn_1_S91_L001_R2_001.fastq
NGN0587,COI,Locus_COI_COI_0721_5Sqm_Up_2_S92_L001_R1_001.fastq,Locus_COI_COI_0721_5Sqm_Up_2_S92_L001_R2_001.fastq
NGN0588,COI,Locus_COI_COI_0521_1Prt_Dn_1_S93_L001_R1_001.fastq,Locus_COI_COI_0521_1Prt_Dn_1_S93_L001_R2_001.fastq
NGN0589,COI,Locus_COI_COI_0521_1Prt_Up_1_S94_L001_R1_001.fastq,Locus_COI_COI_0521_1Prt_Up_1_S94_L001_R2_001.fastq
NGN0591,COI,Locus_COI_COI_0521_2Brn_Dn_3_S96_L001_R1_001.fastq,Locus_COI_COI_0521_2Brn_Dn_3_S96_L001_R2_001.fastq
NGN0592,COI,Locus_COI_COI_0521_2Brn_Up_1_S97_L001_R1_001.fastq,Locus_COI_COI_0521_2Brn_Up_1_S97_L001_R2_001.fastq
NGN0593,COI,Locus_COI_COI_0521_2Brn_Up_3_S98_L001_R1_001.fastq,Locus_COI_COI_0521_2Brn_Up_3_S98_L001_R2_001.fastq
NGN0594,COI,Locus_COI_COI_0521_3Chk_Up_2_S99_L001_R1_001.fastq,Locus_COI_COI_0521_3Chk_Up_2_S99_L001_R2_001.fastq
NGN0595,COI,Locus_COI_COI_0521_3Chk_Up_3_S100_L001_R1_001.fastq,Locus_COI_COI_0521_3Chk_Up_3_S100_L001_R2_001.fastq
NGN0596,COI,Locus_COI_COI_0521_4Pad_Dn_2_S101_L001_R1_001.fastq,Locus_COI_COI_0521_4Pad_Dn_2_S101_L001_R2_001.fastq
NGN0597,COI,Locus_COI_COI_0521_4Pad_Up11_2_S102_L001_R1_001.fastq,Locus_COI_COI_0521_4Pad_Up11_2_S102_L001_R2_001.fastq
NGN0598,COI,Locus_COI_COI_0521_4Pad_Up5_3_S103_L001_R1_001.fastq,Locus_COI_COI_0521_4Pad_Up5_3_S103_L001_R2_001.fastq
NGN0599,COI,Locus_COI_COI_Kangaroo_Run_6_S104_L001_R1_001.fastq,Locus_COI_COI_Kangaroo_Run_6_S104_L001_R2_001.fastq
