Sample_name,Locus,Hash,nReads
NGN0559,COI,d4364bf5744dcd57c0b4aeed034e37b8ab36d975,31
NGN0559,COI,5fb2c5b8a1da76223c3c28c406e65c8483d5fc85,512
NGN0559,COI,e9ae04a410735949efe3ed7149bb088bf3e57e70,425
NGN0559,COI,b4a254d6544f4bb2a1dd4f143fc4e4b213a18917,438
NGN0559,COI,0adf7b9444acb6f8eb10175a487eef85ba324bcc,12
NGN0559,COI,3d49f0d5a6eea73689a019c53cc7d626074e4bc5,105
NGN0559,COI,632fc231ae48a82b422d56899551151b21c9dfb1,218
NGN0559,COI,09a13a0b702d3550d7d8100040b3550264d27f64,156
NGN0559,COI,1338e833c5cc106a1a22f39c43f4ac3db7cb6270,16
NGN0559,COI,7cead4d0a3a368df94b0ec77416c5781d0e50f74,31
NGN0559,COI,9a1f6d2da9d5a1635e264c93cfc78a58df510547,149
NGN0559,COI,dd679026567fe800da003094c926fcd4622b5bf4,29
NGN0559,COI,a41903f26061e0750bea8135a7a82b66df6afd0f,29
NGN0559,COI,612767f9eab3a88ca4c2f5ed2e91dc48f4cb9606,45
NGN0559,COI,07bf7f63e4a10d109ed18d88f607eecc29f040e3,10
NGN0559,COI,e8da07052900d1394cee992be34f83aa07639f8f,21
NGN0559,COI,d5e05a4ebb57e6e0dec41aaad82823d67e83004e,35
NGN0559,COI,ad1fea252b45e23e3cde64abaa64e6b81cd7d959,71
NGN0559,COI,a3fb5ed939946640edaeb736b375c21654f9bd11,44
NGN0559,COI,9205f449f4095e0a6ad50e674a4f50039e786318,57
NGN0559,COI,5f163531b35e785031e3bef381b6a2c8e42ff7af,8
NGN0559,COI,435eb0f16dadd4497681333247b10b94fb51a30c,8
NGN0559,COI,a6e83df903fb66c9642deeaf01c3cf0d53625cce,10
NGN0559,COI,5cd48790d89c200fd38197377fd8b053c8be8217,53
NGN0559,COI,7f77a1e269b16ffd1131b86ebd9532b5c9e41301,47
NGN0559,COI,e99a9b974db01d5a6519703fd53ded634eff0144,34
NGN0559,COI,313da77f89ccfdd0f7d41ef4db6ac9b3d2f5362b,9
NGN0559,COI,44e243b439736bfac18b1bf6d92f98eb5c01247c,88
NGN0559,COI,5a4892eb908c6ce3cd6e4fa170f9f536e02f11b5,24
NGN0559,COI,461541875c8edc88051576964d02a6bdd0d8c2fe,27
NGN0559,COI,0c1db55d313817554f282936133320231ddfb417,62
NGN0559,COI,291580f0a5c0525dd318d191e58b4e4157a42017,27
NGN0559,COI,9e5f9a11911e23c80ead23b92c1cd8360835b1a5,35
NGN0559,COI,3f8d9c4c5a91d7467e8601d360d148123cac381e,4
NGN0559,COI,fbb08dc89acd9fdf5b7cc60e6dd2236788f8c4ee,36
NGN0559,COI,0dd5484138196c9ce626633bf0fc2e4af34d1645,50
NGN0559,COI,1d83734ad1508a2bc3da6c3e93043f11d6241edd,19
NGN0559,COI,22980cec2b23949826e6d1f769cba2f074ce3b8b,99
NGN0559,COI,36aac4acfdfd15dcca71a45ef9729fa8f1e720f8,52
NGN0559,COI,918ed8774668116ff9d3e8c53a6e8edc93796824,7
NGN0559,COI,8278f17acfb259439877603a23a8314c3af064f6,36
NGN0559,COI,61512ccbf7375b317126799d73e41165affa1610,9
NGN0559,COI,b17bc15b43df749b89426494c3cae5b60c394a27,6
NGN0559,COI,65b65ba4f61166d3a8975dab1d34499af3941015,24
NGN0559,COI,15d6731c795edfd49bec2a98873758cce6fbbc56,797
NGN0559,COI,526684e6c408d60162d569cabd8ed045273db964,13
NGN0559,COI,baf7e7a2d86a023affafa9b73b91ba06a2851beb,48
NGN0559,COI,3b7581d78ac1f2723c041aa35cafcabc9d5aa058,78
NGN0559,COI,16aa925c727700e5f2f6ca4485c076d2a2816269,6
NGN0559,COI,607a7652f70838e006d54823f55b86fd952e0e8e,15
NGN0559,COI,5c90c12d31c9f794ef76f65721ca0872b9870ffc,58
NGN0559,COI,a4ce800bac8d2f0b450512410b54e0e69c285584,21
NGN0559,COI,fef7f333b4a33e3b9e281b9507ae41c3ead40dae,19
NGN0559,COI,52960a619a315206b882005c2bd9ed5b18bb9e50,78
NGN0559,COI,e70735e481758caa6aca6dd0abbc2ec7ecf260e3,47
NGN0559,COI,bb9f55939bf7318cf15ee25b0a24bf13c51895e9,35
NGN0559,COI,72138a1dd3a2674ba14f4e4160b0b0205203c2e9,20
NGN0559,COI,71c13ba3b4baeb1706c3b5b2797992bc289d03c5,20
NGN0559,COI,b89d961b0621b299d09ff5470778d49147723563,23
NGN0559,COI,7ed544deb92fadbb35588c52adbc51ed437099f3,23
NGN0559,COI,2a39476fdaf89807dca76ebba3cb66ac32026783,59
NGN0559,COI,3eb468e3793fcb317c7365fdebf74f04ecf67115,68
NGN0559,COI,1e19f964e0b900bd089c2c1fe67b742f53141a3a,22
NGN0559,COI,039e0414d886942cb7fc3ae379e6c63cc09c4675,176
NGN0559,COI,db7cbd88f1b473915a637b260a59dd1d6932803a,50
NGN0559,COI,cd7bf7959fca6df1d77bda0462fdde357bb1db46,24
NGN0559,COI,7b302a35366278dbc6f5ea014d5b4b7e657d70cf,79
NGN0559,COI,1f4c45f9407a231cdcc573635462ca391a910433,15
NGN0559,COI,b7d1f56aab4e5f7e42595b00729be54224d6e1ab,62
NGN0559,COI,4e0d96ac4da8c70ad7e94270c02fd4993ad950e5,17
NGN0559,COI,8f0aba3d460e6971e873fc29b15e210f045d7aea,34
NGN0559,COI,f2874d3a74c7b348ec38b3187dcaf7972884d912,22
NGN0559,COI,ee6fa49c895e4faa4b2e35692377e896e0f4b89c,9
NGN0559,COI,d9a01f7f7f88028ba5049dc081faf9faa81aa28f,25
NGN0559,COI,db1dc509655c56d70eaf0bac60645b92b90aef60,22
NGN0559,COI,f8021852ae9cdca976b8d04c9f7e2e4e656631cb,9
NGN0559,COI,24726fd295a8a7a803cdcdcaf969bd9ecd114875,24
NGN0559,COI,f53294c90e5e8e2c8e612280d36eca25d2c66112,37
NGN0559,COI,c33b1180d07b56a01ffc0147115fb938b80c1a7f,11
NGN0559,COI,5f47a397ab54833cb91371353ee1af76b488fa01,43
NGN0559,COI,d6a63219b634712da5700a2c7f4ff7efacf9a84c,42
