Sample_name,Locus,Hash,nReads
RS-97,MiFish,76918abfaa90d218d683fdbc4f8024dd430d7d91,1294
RS-97,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,7372
RS-97,MiFish,8b14c93f1397b9332dad055f0a0fc595f3646681,11477
RS-97,MiFish,31adf9b0bfe620438b8e730fd474cc27e61c3cc4,16726
RS-97,MiFish,78c6cda8f1613447cf0cc79a3e7f659d9b9d608b,17642
RS-97,MiFish,ed5e7e50aa64ed93aa7bb93f60e0d0ec95dd2cab,9949
RS-97,MiFish,ca10abaa969662cded6eba24df2960dad3485719,6384
RS-97,MiFish,f3b1b944f738536215cd355d76bc8c2bffd66624,5619
RS-97,MiFish,49b916c007d3dbb75da7ceb655dd8cefb4e15ac4,6087
RS-97,MiFish,94b310b913e0d26c0720e1775a3f2a7f2dd6af18,2188
RS-97,MiFish,fd7d89190e5c165cf36284ea0fca46c98216328c,3327
RS-97,MiFish,98f92aa12195301ebbd47287eb23c45cffe10ffa,3699
RS-97,MiFish,02e4a86c119ca4b65e5b616135fa996aa2eb4372,3324
RS-97,MiFish,d84391b013a0c0b0f0e588766fb6a2f47f8bc81c,4390
RS-97,MiFish,7aa929fd12fc38856e105d3092ae8752af4b44da,5125
RS-97,MiFish,d15e926efd8720231adb32a8b4e6e40608827676,5902
RS-97,MiFish,e747eef0a339a503193d10c42b71ef028bca3fc0,5090
RS-97,MiFish,30742d31b3cc7a387b96133d0998ecee07c83597,898
RS-97,MiFish,e3f94823c5b562c70b6976a56b257d07f347300a,13303
RS-97,MiFish,0a3f5fde1bbb570e4705a194d016c59a57f82481,3759
RS-97,MiFish,139ff38d8eb60547dba8a13573cc4d1939382544,3297
RS-97,MiFish,dc1779e8fa382387a1bdee2fff5959c7611b90b3,4
RS-97,MiFish,2435eb1079be3ac735d5301e934ec881cf409ceb,3564
RS-97,MiFish,38e693e5c3a9002b3c7fe03ba0f5d3e6440d86ea,1407
RS-97,MiFish,71e16d364efebb9b59a08f3dd90757e3b4b13447,11669
RS-97,MiFish,311dc383535518bf3e6f854961ac2d777cc957f9,5376
RS-97,MiFish,d5f832529f6b73fadb1b9087af48bf9a8dc101c8,2155
RS-97,MiFish,5a0c3363fdff5328d9329fe07af54c881ec0fbf2,1800
RS-97,MiFish,a56843c86d60d4423f69f4836868d31ea7eadf22,699
RS-97,MiFish,631402d8ed10c8b197e1d67c208b29b9ba254a64,1599
RS-97,MiFish,bc392f2ab2d28f1c9aa2a98ebf78c0d707871993,69
RS-97,MiFish,56b85a262e73a6e60ef0c6d33c4d23a70da33cc0,5858
RS-97,MiFish,e330f6d1a7768b21c34c1d9d6814f5b48c87b05a,1161
RS-97,MiFish,d375db6821a4402acdeffb3d216d4abdc355cd48,309
RS-97,MiFish,215a1f59dbebd89ecaf8223653610b041c1e6baa,1246
RS-97,MiFish,c458bfbd8c0ac4b00203e7ac33d77c8141488906,658
RS-97,MiFish,2eb18eaf3053e4bb306b47b42bd9c34863aef20b,36
RS-97,MiFish,2888591f23daf76ef3ae53a7d4bd6ffe13361bb8,467
RS-97,MiFish,70e8e188ebdd7ea3d78d9c745f097cb48e934f95,79
RS-97,MiFish,2c79a691f61d8877b4c2f3953447d6e033680d33,437
RS-97,MiFish,1c6d757a385993942374fd4c94f562e4dda52ae5,264
RS-97,MiFish,7ac490417f5aeaf9e327657f193c8fd6a03e2585,126
RS-97,MiFish,762874ae34a100fa6212e778b2265633b7113596,416
RS-97,MiFish,6f93809b6bc63b61b0d350733addd08a6ab86f2e,113
RS-97,MiFish,06a946d5a422494c1c67a9c47b31dc42cb821da2,244
RS-97,MiFish,f3d5863f9d49fc73652ae616bd0a22b9ab62d094,21
RS-97,MiFish,8519a7f742cabfdb887dc2013feba40c4584b8db,15
RS-97,MiFish,1eacd6b8e7ccfd00e53e98c9ff9ecee454f0f29f,197
RS-97,MiFish,0af50c9e935876232e242db91bb835235691bf3a,4
RS-97,MiFish,f890c05925400fa5c31d090422bd25ffc1dbb2d2,98
RS-97,MiFish,3790a41fc458cb2fa0b80e27a79405121163ae49,24
RS-97,MiFish,bbb3bcc890abbefe2371f7ee55542ef8cb9debc9,61
RS-97,MiFish,a8ee646c188b0c06c77f16e89f7e4223df1b3ce1,307
RS-97,MiFish,5dbee979ecb7289c82f08bbf7ff5d91a3f8aae01,72
RS-97,MiFish,aa5818327c00eebaf0a1d977dfaac7e0c643c622,63
RS-97,MiFish,885a8f14568847b76f62b3ae3db8afbb23d933a8,52
RS-97,MiFish,5d6a5f2116231e5e92600d866977dda093cd30bc,64
RS-97,MiFish,7dae49817fac3bd37bd1ab61e10a98b36513016b,30
RS-97,MiFish,b05eac0ae6bebbb0f133eb32789a54e3cb90ddbe,28
RS-97,MiFish,cce45cc7e4ea0594ae1859ee98f0420718bcd348,5
RS-97,MiFish,01b6f154e9e1c96526482c6b443345d5ebd792d1,163
RS-97,MiFish,b0c4b5a8c0d0e97a0693fd3acba368d4c3b13bf1,4
RS-97,MiFish,34b95af64697c2feb0ab121d484733666197ae1f,40
RS-97,MiFish,c575a09ab860c04ce60eb07b85eb4eec0cd371aa,4
RS-97,MiFish,827f99ae61c4f9a80e1b415ff8de0c02d35659dd,21
RS-97,MiFish,c2695d603e8149b61b7a32bc7919e5ee5e76fd12,153
RS-97,MiFish,f5436371743700182fe52fb5a0d99f9c015b23d4,9
RS-97,MiFish,3fa5cad0e8bd81303eed0492a7c0dd91d85747be,21
RS-97,MiFish,afb6e29d578074f7a4ffe420bed62b2babbaa2c1,17
RS-97,MiFish,3f408945452978301205bd78deeb1457ad29c592,10
RS-97,MiFish,0d724f6b4c4d4dd0de0588ca62bd3dbda0d34ac4,2
RS-97,MiFish,cd95a9d4b4b049792bb1cf2033b33c0dc30fef5d,13
RS-97,MiFish,620431f30483fad4b62af88fd9ad3a150bfc4397,2
RS-97,MiFish,418d5ed20b679f800b258f567825c92d012bc96e,6
RS-97,MiFish,3db492f4716a04f894bceb195ec2df6c0ff627ce,11
RS-97,MiFish,31f41238b2d21ab702054de79fed82ed77bc94f2,6
RS-97,MiFish,c5e68c1be2dc61dbb94b7d82cf13341612d1617a,22
RS-97,MiFish,7cbe946625f416ad59615f0ddca7884268f33de2,9
RS-97,MiFish,bfb8f4efcd1696c7eefa51d14607287c00bdbd7c,10
RS-97,MiFish,fed2fe40f29cda89c5b4aa3df66dea6db9fbf2a2,9
RS-97,MiFish,5e1ea8292dcf869fddd3868559936f35ed0041e1,3
RS-97,MiFish,75bf5f3e496068cc6f1cca4fe1f1a2cfccdf67fe,2
