"","representative","rank","kingdom","phylum","class","order","family","genus","species","taxon","taxID","score"
"1","63283ebd575153d54e2bc0a92a096c3cae26a821","genus","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia",NA,"Puccinia","consensus","consensus"
