Sample_name,Locus,Hash,nReads
NGN0528,MiFish,fd7d89190e5c165cf36284ea0fca46c98216328c,3413
NGN0528,MiFish,02e4a86c119ca4b65e5b616135fa996aa2eb4372,1183
NGN0528,MiFish,a2f2121e42c56aa5bd2b1fca2bd1b29869d2400a,1607
NGN0528,MiFish,8e60f38730fb4e699f048060d34fd7428d1aedd4,35
NGN0528,MiFish,7e089f51d27bae47ee77946965183062d68e67d6,10
NGN0529,MiFish,fd7d89190e5c165cf36284ea0fca46c98216328c,3428
NGN0529,MiFish,02e4a86c119ca4b65e5b616135fa996aa2eb4372,3439
NGN0529,MiFish,580a64b0134da56e49bf06482ed6ee164d8a6ec5,378
NGN0529,MiFish,629aa86f569921707980e85a596cb12105791f75,17
NGN0529,MiFish,5ecd37f3afb88ae4902f1f2e64be0f85e3bdf8f4,4
NGN0529,MiFish,d292b681341fdd654e346841747c9b0985def401,3
NGN0530,MiFish,fd7d89190e5c165cf36284ea0fca46c98216328c,3281
NGN0530,MiFish,02e4a86c119ca4b65e5b616135fa996aa2eb4372,2394
NGN0530,MiFish,a2f2121e42c56aa5bd2b1fca2bd1b29869d2400a,8
NGN0530,MiFish,580a64b0134da56e49bf06482ed6ee164d8a6ec5,199
NGN0531,MiFish,580a64b0134da56e49bf06482ed6ee164d8a6ec5,4214
NGN0531,MiFish,7c3a071d9b4e988f7367ae8ae7bf3ada64fdd9af,2690
NGN0531,MiFish,76918abfaa90d218d683fdbc4f8024dd430d7d91,264
NGN0531,MiFish,2817aafa6569f8200392aa55112177131860ad70,79
NGN0531,MiFish,85a5f94d99053a097d2442541fd2c27475b53a58,38
NGN0531,MiFish,d9825d0be31a53f7f29ab8256dd9b71d0a438aa1,5
NGN0532,MiFish,580a64b0134da56e49bf06482ed6ee164d8a6ec5,1953
NGN0532,MiFish,a786ab2b4d6cd6be5394f1351bea438a7d35726e,61
NGN0532,MiFish,01f81e5831873320fc14ad36b7b54d981a04b7bf,160
NGN0532,MiFish,bb674befa7a41a448d3c3d45f4afaef922f8fd67,136
NGN0532,MiFish,5e8b344ad045adaffc652b35486e8877f2e74f77,27
NGN0532,MiFish,c8675d1b381c1c19a0084ea543db41de6a478051,23
NGN0532,MiFish,354035e61bc248a7d534cbf1b1332462aab8d51f,22
NGN0532,MiFish,2c0a99dd61f594c4347884cb3e3aa4eb8afa3882,15
NGN0532,MiFish,ee435bb17a8a67edf0fb7c119ee1b3ba9959ca52,13
NGN0533,MiFish,fd7d89190e5c165cf36284ea0fca46c98216328c,8049
NGN0533,MiFish,a56843c86d60d4423f69f4836868d31ea7eadf22,236
NGN0533,MiFish,580a64b0134da56e49bf06482ed6ee164d8a6ec5,119
NGN0533,MiFish,750a4ef330c32e1e3f479b3cba21182601d69799,255
NGN0533,MiFish,94b310b913e0d26c0720e1775a3f2a7f2dd6af18,6
NGN0534,MiFish,fd7d89190e5c165cf36284ea0fca46c98216328c,7742
NGN0534,MiFish,a56843c86d60d4423f69f4836868d31ea7eadf22,686
NGN0534,MiFish,580a64b0134da56e49bf06482ed6ee164d8a6ec5,44
NGN0534,MiFish,750a4ef330c32e1e3f479b3cba21182601d69799,257
NGN0535,MiFish,fd7d89190e5c165cf36284ea0fca46c98216328c,8375
NGN0535,MiFish,580a64b0134da56e49bf06482ed6ee164d8a6ec5,77
NGN0535,MiFish,750a4ef330c32e1e3f479b3cba21182601d69799,292
NGN0535,MiFish,94b310b913e0d26c0720e1775a3f2a7f2dd6af18,25
NGN0535,MiFish,a7517d5f93621c76c69106131eab915faa19f6b4,22
NGN0535,MiFish,7d8d284f8419abb75e2ddb771080f1475447d26c,8
NGN0535,MiFish,d2b68446993eb996338a714ba1a5828a99faed16,12
NGN0535,MiFish,0136045211815efe585d758255e71b356536a546,26
NGN0535,MiFish,95b6af00805a57ee9463f2982dad41b2afa6b44d,21
NGN0535,MiFish,f74cf42a45c5bf302e7b2233452e0cca0a14cbba,13
NGN0535,MiFish,acb132e82e2ef43f8eac6c7e5dd85c551168b718,9
NGN0535,MiFish,dd29e257cdcfd0550bf4c65011923cb56eac1296,7
NGN0535,MiFish,8347d0414310229852e49ccd8200004b65e2f703,3
NGN0536,MiFish,fd7d89190e5c165cf36284ea0fca46c98216328c,413
NGN0536,MiFish,02e4a86c119ca4b65e5b616135fa996aa2eb4372,4801
NGN0536,MiFish,a56843c86d60d4423f69f4836868d31ea7eadf22,1844
NGN0536,MiFish,49b916c007d3dbb75da7ceb655dd8cefb4e15ac4,418
NGN0536,MiFish,091608e9343c9f2c79ff64e3fcfbcdfbce8653bc,1550
NGN0536,MiFish,31adf9b0bfe620438b8e730fd474cc27e61c3cc4,399
NGN0536,MiFish,67a79a13614338b98e0a66ee967baebde967cc4c,168
NGN0537,MiFish,02e4a86c119ca4b65e5b616135fa996aa2eb4372,127
NGN0537,MiFish,a56843c86d60d4423f69f4836868d31ea7eadf22,43
NGN0537,MiFish,49b916c007d3dbb75da7ceb655dd8cefb4e15ac4,13
NGN0537,MiFish,091608e9343c9f2c79ff64e3fcfbcdfbce8653bc,51
NGN0538,MiFish,fd7d89190e5c165cf36284ea0fca46c98216328c,263
NGN0538,MiFish,02e4a86c119ca4b65e5b616135fa996aa2eb4372,3936
NGN0538,MiFish,a56843c86d60d4423f69f4836868d31ea7eadf22,1695
NGN0538,MiFish,49b916c007d3dbb75da7ceb655dd8cefb4e15ac4,288
NGN0538,MiFish,091608e9343c9f2c79ff64e3fcfbcdfbce8653bc,1227
NGN0538,MiFish,31adf9b0bfe620438b8e730fd474cc27e61c3cc4,407
NGN0538,MiFish,67a79a13614338b98e0a66ee967baebde967cc4c,147
NGN0539,MiFish,02e4a86c119ca4b65e5b616135fa996aa2eb4372,5558
NGN0539,MiFish,49b916c007d3dbb75da7ceb655dd8cefb4e15ac4,2905
NGN0539,MiFish,94b310b913e0d26c0720e1775a3f2a7f2dd6af18,28
NGN0539,MiFish,f5eff4f6cfa27ce87100f93e7674f050a7e2fdbd,55
NGN0539,MiFish,67a79a13614338b98e0a66ee967baebde967cc4c,189
NGN0539,MiFish,e330f6d1a7768b21c34c1d9d6814f5b48c87b05a,206
NGN0540,MiFish,02e4a86c119ca4b65e5b616135fa996aa2eb4372,430
NGN0540,MiFish,49b916c007d3dbb75da7ceb655dd8cefb4e15ac4,13
NGN0540,MiFish,f5eff4f6cfa27ce87100f93e7674f050a7e2fdbd,3
NGN0541,MiFish,02e4a86c119ca4b65e5b616135fa996aa2eb4372,5336
NGN0541,MiFish,49b916c007d3dbb75da7ceb655dd8cefb4e15ac4,1604
NGN0541,MiFish,94b310b913e0d26c0720e1775a3f2a7f2dd6af18,546
NGN0541,MiFish,f5eff4f6cfa27ce87100f93e7674f050a7e2fdbd,560
NGN0541,MiFish,e330f6d1a7768b21c34c1d9d6814f5b48c87b05a,204
NGN0541,MiFish,a786ab2b4d6cd6be5394f1351bea438a7d35726e,27
NGN0541,MiFish,629aa86f569921707980e85a596cb12105791f75,101
NGN0541,MiFish,8e60f38730fb4e699f048060d34fd7428d1aedd4,118
NGN0541,MiFish,a7517d5f93621c76c69106131eab915faa19f6b4,109
NGN0541,MiFish,419df96acea16e56d68cfa453e77987304ce4695,67
NGN0541,MiFish,7d8d284f8419abb75e2ddb771080f1475447d26c,8
NGN0541,MiFish,d2b68446993eb996338a714ba1a5828a99faed16,67
NGN0541,MiFish,8399a44ac9eddd3a5e70f87c08014d7e00b2f02a,56
NGN0541,MiFish,a3031e77ffa4c6cf7242a2a8f110a6689a42e882,17
NGN0541,MiFish,40afb11fe697451590dad59604a03b392d4a25ec,69
NGN0541,MiFish,e31692ff1b969276eaaeda69d89bd0730718590a,45
NGN0541,MiFish,0afe41f4e050060be08cbd12c9b992c88125e140,65
NGN0541,MiFish,48b739b82673aac5fd0b81a2214b668218132f99,20
NGN0541,MiFish,d521e47d97b5bd2d1a0349cc08f19f019c98be42,29
NGN0541,MiFish,d6644c856e461aa46885b765bc6bd318eaa9fb69,19
NGN0541,MiFish,139ff38d8eb60547dba8a13573cc4d1939382544,18
NGN0541,MiFish,ddbefdc69875ccf97bbc6a55142e78d98c1dd929,17
NGN0541,MiFish,f73739320387689fab1cffe46002dee69050de65,16
NGN0541,MiFish,f53c0268906f5a28f163439cc5235a9f5eca5af3,13
NGN0541,MiFish,a817c0856a7406f32ea0bb397d2f230a49328e43,12
NGN0541,MiFish,6812ddbdca6f8ce1e1a2000a75eb5b25ea617ab9,10
NGN0541,MiFish,955d712e295c41392b25688bf019fe24056aa901,7
NGN0541,MiFish,48f301028c360fbfd7289b08ba09b175fa526357,7
NGN0541,MiFish,07419b8564ae0facabcd2a43b23e7e61680caa24,5
NGN0541,MiFish,b7bf49b45ffc762184765334b0bd5fbf1401b720,2
NGN0542,MiFish,fd7d89190e5c165cf36284ea0fca46c98216328c,4366
NGN0542,MiFish,02e4a86c119ca4b65e5b616135fa996aa2eb4372,990
NGN0542,MiFish,a2f2121e42c56aa5bd2b1fca2bd1b29869d2400a,727
NGN0542,MiFish,94b310b913e0d26c0720e1775a3f2a7f2dd6af18,45
NGN0542,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,271
NGN0542,MiFish,8ed6e061a113f0a3323ef17b1c1e2f2fb575a043,77
NGN0542,MiFish,8e60f38730fb4e699f048060d34fd7428d1aedd4,41
NGN0542,MiFish,d15e926efd8720231adb32a8b4e6e40608827676,187
NGN0542,MiFish,449842dd489ee0db58b8808993d65371dd032711,185
NGN0542,MiFish,b2aa06b5fea074d599c5d60c2c85f06368dafb28,178
NGN0542,MiFish,7d8d284f8419abb75e2ddb771080f1475447d26c,56
NGN0542,MiFish,5d97501136b6ac70e37b2d272a5420914cf9e8c4,62
NGN0542,MiFish,406aec86258ef8821827fb46e2447a9aa2885cec,61
NGN0542,MiFish,04ff06834131cf7be882e5fa447bf2ad83c34a48,69
NGN0542,MiFish,0f393c323c7d2dcd0cb68a529747e8c4abfd9509,58
NGN0542,MiFish,5cae82a0cb623048918b4531f1689419fb7ceeac,54
