Sample_name,Locus,file1,file2
NGN0544,MiFish,Locus_MiFish_MiFish_0721_1Prt_Up_2_S49_L001_R1_001.fastq.fastq,Locus_MiFish_MiFish_0721_1Prt_Up_2_S49_L001_R2_001.fastq.fastq
NGN0545,MiFish,Locus_MiFish_MiFish_0721_2Brn_Dn_2_S50_L001_R1_001.fastq.fastq,Locus_MiFish_MiFish_0721_2Brn_Dn_2_S50_L001_R2_001.fastq.fastq
NGN0546,MiFish,Locus_MiFish_MiFish_0721_3Chk_Up_1_S51_L001_R1_001.fastq.fastq,Locus_MiFish_MiFish_0721_3Chk_Up_1_S51_L001_R2_001.fastq.fastq
NGN0547,MiFish,Locus_MiFish_MiFish_0721_3Chk_Up_2_S52_L001_R1_001.fastq.fastq,Locus_MiFish_MiFish_0721_3Chk_Up_2_S52_L001_R2_001.fastq.fastq
NGN0548,MiFish,Locus_MiFish_MiFish_0721_4Pad_Up11_3_S53_L001_R1_001.fastq.fastq,Locus_MiFish_MiFish_0721_4Pad_Up11_3_S53_L001_R2_001.fastq.fastq
NGN0549,MiFish,Locus_MiFish_MiFish_0721_5Sqm_Dn_3_S54_L001_R1_001.fastq.fastq,Locus_MiFish_MiFish_0721_5Sqm_Dn_3_S54_L001_R2_001.fastq.fastq
NGN0550,MiFish,Locus_MiFish_MiFish_0721_5Sqm_Up_2_S55_L001_R1_001.fastq.fastq,Locus_MiFish_MiFish_0721_5Sqm_Up_2_S55_L001_R2_001.fastq.fastq
NGN0551,MiFish,Locus_MiFish_MiFish_0521_1Prt_Dn_2_S56_L001_R1_001.fastq.fastq,Locus_MiFish_MiFish_0521_1Prt_Dn_2_S56_L001_R2_001.fastq.fastq
NGN0552,MiFish,Locus_MiFish_MiFish_0521_1Prt_Dn_3_S57_L001_R1_001.fastq.fastq,Locus_MiFish_MiFish_0521_1Prt_Dn_3_S57_L001_R2_001.fastq.fastq
NGN0553,MiFish,Locus_MiFish_MiFish_0521_1Prt_Up_3_S58_L001_R1_001.fastq.fastq,Locus_MiFish_MiFish_0521_1Prt_Up_3_S58_L001_R2_001.fastq.fastq
NGN0554,MiFish,Locus_MiFish_MiFish_0521_2Brn_Dn_2_S59_L001_R1_001.fastq.fastq,Locus_MiFish_MiFish_0521_2Brn_Dn_2_S59_L001_R2_001.fastq.fastq
NGN0555,MiFish,Locus_MiFish_MiFish_0521_3Chk_Up_2_S60_L001_R1_001.fastq.fastq,Locus_MiFish_MiFish_0521_3Chk_Up_2_S60_L001_R2_001.fastq.fastq
NGN0557,MiFish,Locus_MiFish_MiFish_0521_5Sqm_Dn_3_S62_L001_R1_001.fastq.fastq,Locus_MiFish_MiFish_0521_5Sqm_Dn_3_S62_L001_R2_001.fastq.fastq
NGN0558,MiFish,Locus_MiFish_MiFish_Kangaroo_Run_6_S63_L001_R1_001.fastq.fastq,Locus_MiFish_MiFish_Kangaroo_Run_6_S63_L001_R2_001.fastq.fastq
