Sample_name,Locus,file1,file2
NGN0302,MiFish,Locus_MiFish_NGN0302_S26_L001_R1_001.fastq,Locus_MiFish_NGN0302_S26_L001_R2_001.fastq
NGN0303,MiFish,Locus_MiFish_NGN0303_S27_L001_R1_001.fastq,Locus_MiFish_NGN0303_S27_L001_R2_001.fastq
NGN0304,MiFish,Locus_MiFish_NGN0304_S28_L001_R1_001.fastq,Locus_MiFish_NGN0304_S28_L001_R2_001.fastq
NGN0305,MiFish,Locus_MiFish_NGN0305_S29_L001_R1_001.fastq,Locus_MiFish_NGN0305_S29_L001_R2_001.fastq
NGN0306,MiFish,Locus_MiFish_NGN0306_S30_L001_R1_001.fastq,Locus_MiFish_NGN0306_S30_L001_R2_001.fastq
NGN0307,MiFish,Locus_MiFish_NGN0307_S31_L001_R1_001.fastq,Locus_MiFish_NGN0307_S31_L001_R2_001.fastq
NGN0308,MiFish,Locus_MiFish_NGN0308_S32_L001_R1_001.fastq,Locus_MiFish_NGN0308_S32_L001_R2_001.fastq
NGN0309,MiFish,Locus_MiFish_NGN0309_S33_L001_R1_001.fastq,Locus_MiFish_NGN0309_S33_L001_R2_001.fastq
NGN0310,MiFish,Locus_MiFish_NGN0310_S34_L001_R1_001.fastq,Locus_MiFish_NGN0310_S34_L001_R2_001.fastq
NGN0311,MiFish,Locus_MiFish_NGN0311_S35_L001_R1_001.fastq,Locus_MiFish_NGN0311_S35_L001_R2_001.fastq
NGN0312,MiFish,Locus_MiFish_NGN0312_S36_L001_R1_001.fastq,Locus_MiFish_NGN0312_S36_L001_R2_001.fastq
NGN0313,MiFish,Locus_MiFish_NGN0313_S37_L001_R1_001.fastq,Locus_MiFish_NGN0313_S37_L001_R2_001.fastq
NGN0314,MiFish,Locus_MiFish_NGN0314_S38_L001_R1_001.fastq,Locus_MiFish_NGN0314_S38_L001_R2_001.fastq
NGN0315,MiFish,Locus_MiFish_NGN0315_S39_L001_R1_001.fastq,Locus_MiFish_NGN0315_S39_L001_R2_001.fastq
NGN0316,MiFish,Locus_MiFish_NGN0316_S40_L001_R1_001.fastq,Locus_MiFish_NGN0316_S40_L001_R2_001.fastq
NGN0317,MiFish,Locus_MiFish_NGN0317_S41_L001_R1_001.fastq,Locus_MiFish_NGN0317_S41_L001_R2_001.fastq
NGN0318,MiFish,Locus_MiFish_NGN0318_S42_L001_R1_001.fastq,Locus_MiFish_NGN0318_S42_L001_R2_001.fastq
NGN0319,MiFish,Locus_MiFish_NGN0319_S43_L001_R1_001.fastq,Locus_MiFish_NGN0319_S43_L001_R2_001.fastq
NGN0320,MiFish,Locus_MiFish_NGN0320_S44_L001_R1_001.fastq,Locus_MiFish_NGN0320_S44_L001_R2_001.fastq
NGN0321,MiFish,Locus_MiFish_NGN0321_S45_L001_R1_001.fastq,Locus_MiFish_NGN0321_S45_L001_R2_001.fastq
NGN0322,MiFish,Locus_MiFish_NGN0322_S46_L001_R1_001.fastq,Locus_MiFish_NGN0322_S46_L001_R2_001.fastq
NGN0323,MiFish,Locus_MiFish_NGN0323_S47_L001_R1_001.fastq,Locus_MiFish_NGN0323_S47_L001_R2_001.fastq
NGN0324,MiFish,Locus_MiFish_NGN0324_S48_L001_R1_001.fastq,Locus_MiFish_NGN0324_S48_L001_R2_001.fastq
NGN0325,MiFish,Locus_MiFish_NGN0325_S49_L001_R1_001.fastq,Locus_MiFish_NGN0325_S49_L001_R2_001.fastq
NGN0326,MiFish,Locus_MiFish_NGN0326_S50_L001_R1_001.fastq,Locus_MiFish_NGN0326_S50_L001_R2_001.fastq
NGN0327,MiFish,Locus_MiFish_NGN0327_S51_L001_R1_001.fastq,Locus_MiFish_NGN0327_S51_L001_R2_001.fastq
NGN0328,MiFish,Locus_MiFish_NGN0328_S52_L001_R1_001.fastq,Locus_MiFish_NGN0328_S52_L001_R2_001.fastq
NGN0329,MiFish,Locus_MiFish_NGN0329_S53_L001_R1_001.fastq,Locus_MiFish_NGN0329_S53_L001_R2_001.fastq
NGN0330,MiFish,Locus_MiFish_NGN0330_S54_L001_R1_001.fastq,Locus_MiFish_NGN0330_S54_L001_R2_001.fastq
NGN0331,MiFish,Locus_MiFish_NGN0331_S55_L001_R1_001.fastq,Locus_MiFish_NGN0331_S55_L001_R2_001.fastq
NGN0332,MiFish,Locus_MiFish_NGN0332_S56_L001_R1_001.fastq,Locus_MiFish_NGN0332_S56_L001_R2_001.fastq
NGN0333,MiFish,Locus_MiFish_NGN0333_S57_L001_R1_001.fastq,Locus_MiFish_NGN0333_S57_L001_R2_001.fastq
NGN0334,MiFish,Locus_MiFish_NGN0334_S58_L001_R1_001.fastq,Locus_MiFish_NGN0334_S58_L001_R2_001.fastq
NGN0335,MiFish,Locus_MiFish_NGN0335_S59_L001_R1_001.fastq,Locus_MiFish_NGN0335_S59_L001_R2_001.fastq
NGN0336,MiFish,Locus_MiFish_NGN0336_S60_L001_R1_001.fastq,Locus_MiFish_NGN0336_S60_L001_R2_001.fastq
NGN0337,MiFish,Locus_MiFish_NGN0337_S61_L001_R1_001.fastq,Locus_MiFish_NGN0337_S61_L001_R2_001.fastq
NGN0338,MiFish,Locus_MiFish_NGN0338_S62_L001_R1_001.fastq,Locus_MiFish_NGN0338_S62_L001_R2_001.fastq
NGN0339,MiFish,Locus_MiFish_NGN0339_S63_L001_R1_001.fastq,Locus_MiFish_NGN0339_S63_L001_R2_001.fastq
