Sample_name,Locus,input,filtered,denoised_F,denoised_R,merged,tabled,nonchim
COI-0621-1Prt-Dn-1,COI,127150,117205,113417,113982,109047,109047,108577
COI-0621-1Prt-Up-3,COI,162323,148715,140442,141907,131607,131607,130934
COI-0621-2Brn-Dn-2,COI,264220,242658,235866,237133,228634,228634,225522
COI-0621-2Brn-Up-2,COI,325324,296116,281107,286533,269144,269144,266369
COI-0621-2Brn-Up-3,COI,333196,303500,297753,298752,290703,290703,289779
COI-0621-3Chk-Dn-1,COI,149773,134779,118825,130118,115317,115317,107101
COI-0621-4Pad-Dn-3,COI,234297,214371,205498,208042,198229,198229,195177
COI-0621-5Sqm-Dn-2,COI,154425,140849,131826,136658,129072,129072,128686
COI-0621-5Sqm-Up-2,COI,122541,110991,102329,106730,99411,99411,99226
COI-0721-1Prt-Dn-3,COI,73799,67695,61915,62834,58376,58376,58161
COI-0721-2Brn-Dn-1,COI,3,3,1,1,0,0,0
COI-0721-2Brn-Up-2,COI,131915,120335,114078,114948,109041,109041,108809
COI-0721-3Chk-Dn-1,COI,120270,109270,103271,104739,99137,99137,96814
COI-0721-4Pad-Up5-2,COI,149331,136800,131145,131776,126473,126473,126050
COI-0721-5Sqm-Dn-2,COI,143610,130534,128528,128793,126668,126668,119881
COI-0721-5Sqm-Dn-3,COI,117991,106685,104716,104983,103142,103142,97581
COI-0721-5Sqm-Up-1,COI,132025,120846,117756,118414,113650,113650,109072
COI-0521-1Prt-Dn-2,COI,60390,54475,49719,50545,47415,47415,47345
COI-0521-1Prt-Dn-3,COI,137285,125260,119054,120344,114991,114991,114844
COI-0521-2Brn-Dn-2,COI,187404,172634,170910,170986,168197,168197,166992
COI-0521-2Brn-Up-2,COI,150230,136512,131224,132093,127415,127415,127295
COI-0521-3Chk-Dn-1,COI,139076,127565,118706,122114,112828,112828,111105
COI-0521-3Chk-Dn-2,COI,129170,118678,108906,112308,102332,102332,100333
COI-0521-3Chk-Dn-3,COI,128338,111735,101416,105396,95800,95800,93869
COI-0521-4Pad-Dn-1,COI,183481,170066,164757,165189,162004,162004,161728
COI-0521-4Pad-Dn-3,COI,155015,143021,138061,138499,135851,135851,134940
COI-0521-4Pad-Up11-3,COI,143067,131735,126192,127903,123807,123807,122636
COI-0521-4Pad-Up5-1,COI,158565,145399,138693,141162,135555,135555,133671
COI-0521-4Pad-Up5-2,COI,141036,128279,122761,124263,119341,119341,118300
COI-0521-5Sqm-Up-2,COI,150883,140209,129786,134404,125215,125215,123088
COI-0521-5Sqm-Up-3,COI,135604,125512,115307,120216,111229,111229,108184
COI-Kangaroo-Run-7,COI,63,51,51,51,51,51,51
