Sample_name,Locus,file1,file2
MiMammal.0321.2Brn.Dn.3,MiMammal,Locus_MiMammal_NGN0187_S1_L001_R1_001.fastq,Locus_MiMammal_NGN0187_S1_L001_R2_001.fastq
MiMammal.0321.4Pad.Dn.2,MiMammal,Locus_MiMammal_NGN0188_S2_L001_R1_001.fastq,Locus_MiMammal_NGN0188_S2_L001_R2_001.fastq
MiMammal.0321.2Brn.Up.1,MiMammal,Locus_MiMammal_NGN0189_S3_L001_R1_001.fastq,Locus_MiMammal_NGN0189_S3_L001_R2_001.fastq
MiMammal.0321.4Pad.Up11.2,MiMammal,Locus_MiMammal_NGN0190_S4_L001_R1_001.fastq,Locus_MiMammal_NGN0190_S4_L001_R2_001.fastq
MiMammal.0321.5Sqm.Dn.2,MiMammal,Locus_MiMammal_NGN0191_S5_L001_R1_001.fastq,Locus_MiMammal_NGN0191_S5_L001_R2_001.fastq
MiMammal.0321.5Sqm.Up.3,MiMammal,Locus_MiMammal_NGN0192_S6_L001_R1_001.fastq,Locus_MiMammal_NGN0192_S6_L001_R2_001.fastq
MiMammal.0421.1Prt.Dn.1,MiMammal,Locus_MiMammal_NGN0193_S7_L001_R1_001.fastq,Locus_MiMammal_NGN0193_S7_L001_R2_001.fastq
MiMammal.0421.1Prt.Dn.2,MiMammal,Locus_MiMammal_NGN0194_S8_L001_R1_001.fastq,Locus_MiMammal_NGN0194_S8_L001_R2_001.fastq
MiMammal.0421.1Prt.Up.3,MiMammal,Locus_MiMammal_NGN0195_S9_L001_R1_001.fastq,Locus_MiMammal_NGN0195_S9_L001_R2_001.fastq
MiMammal.0421.2Brn.Dn.1,MiMammal,Locus_MiMammal_NGN0196_S10_L001_R1_001.fastq,Locus_MiMammal_NGN0196_S10_L001_R2_001.fastq
MiMammal.0421.2Brn.Up.1,MiMammal,Locus_MiMammal_NGN0197_S11_L001_R1_001.fastq,Locus_MiMammal_NGN0197_S11_L001_R2_001.fastq
MiMammal.0421.3Chk.Dn.3,MiMammal,Locus_MiMammal_NGN0198_S12_L001_R1_001.fastq,Locus_MiMammal_NGN0198_S12_L001_R2_001.fastq
MiMammal.0421.4Pad.Dn.1,MiMammal,Locus_MiMammal_NGN0199_S13_L001_R1_001.fastq,Locus_MiMammal_NGN0199_S13_L001_R2_001.fastq
MiMammal.0421.4Pad.Dn.3,MiMammal,Locus_MiMammal_NGN0200_S14_L001_R1_001.fastq,Locus_MiMammal_NGN0200_S14_L001_R2_001.fastq
MiMammal.0421.5Sqm.Dn.1,MiMammal,Locus_MiMammal_NGN0201_S15_L001_R1_001.fastq,Locus_MiMammal_NGN0201_S15_L001_R2_001.fastq
MiMammal.0821.1Prt.Up.3,MiMammal,Locus_MiMammal_NGN0202_S16_L001_R1_001.fastq,Locus_MiMammal_NGN0202_S16_L001_R2_001.fastq
MiMammal.0821.2Brn.Up.2,MiMammal,Locus_MiMammal_NGN0203_S17_L001_R1_001.fastq,Locus_MiMammal_NGN0203_S17_L001_R2_001.fastq
MiMammal.0821.3Chk.Up.1,MiMammal,Locus_MiMammal_NGN0204_S18_L001_R1_001.fastq,Locus_MiMammal_NGN0204_S18_L001_R2_001.fastq
MiMammal.0821.4Pad.Dn.1,MiMammal,Locus_MiMammal_NGN0205_S19_L001_R1_001.fastq,Locus_MiMammal_NGN0205_S19_L001_R2_001.fastq
MiMammal.0821.4Pad.Up11.1,MiMammal,Locus_MiMammal_NGN0206_S20_L001_R1_001.fastq,Locus_MiMammal_NGN0206_S20_L001_R2_001.fastq
MiMammal.0821.4Pad.Up5.1,MiMammal,Locus_MiMammal_NGN0207_S21_L001_R1_001.fastq,Locus_MiMammal_NGN0207_S21_L001_R2_001.fastq
MiMammal.0821.5Sqm.Dn.1,MiMammal,Locus_MiMammal_NGN0208_S22_L001_R1_001.fastq,Locus_MiMammal_NGN0208_S22_L001_R2_001.fastq
MiMammal.0821.5Sqm.Up.2,MiMammal,Locus_MiMammal_NGN0209_S23_L001_R1_001.fastq,Locus_MiMammal_NGN0209_S23_L001_R2_001.fastq
MiMammal.0821.Kangaroo,MiMammal,Locus_MiMammal_NGN0210_S24_L001_R1_001.fastq,Locus_MiMammal_NGN0210_S24_L001_R2_001.fastq
MiMammal.0321.1Prt.Up.1,MiMammal,Locus_MiMammal_NGN0275_S95_L001_R1_001.fastq,Locus_MiMammal_NGN0275_S95_L001_R2_001.fastq
MiMammal.0321.2Brn.Dn.2,MiMammal,Locus_MiMammal_NGN0276_S96_L001_R1_001.fastq,Locus_MiMammal_NGN0276_S96_L001_R2_001.fastq
