Sample_name,Locus,file1,file2
MiMammal-0621-1Prt-Dn-1,MiMammal,Locus_MiMammal_MiMammal-0621-1Prt-Dn-1_S1_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0621-1Prt-Dn-1_S1_L001_R2_001.fastq
MiMammal-0621-1Prt-Dn-2,MiMammal,Locus_MiMammal_MiMammal-0621-1Prt-Dn-2_S2_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0621-1Prt-Dn-2_S2_L001_R2_001.fastq
MiMammal-0621-1Prt-Up-2,MiMammal,Locus_MiMammal_MiMammal-0621-1Prt-Up-2_S3_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0621-1Prt-Up-2_S3_L001_R2_001.fastq
MiMammal-0621-2Brn-Dn-1,MiMammal,Locus_MiMammal_MiMammal-0621-2Brn-Dn-1_S4_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0621-2Brn-Dn-1_S4_L001_R2_001.fastq
MiMammal-0621-2Brn-Dn-2,MiMammal,Locus_MiMammal_MiMammal-0621-2Brn-Dn-2_S5_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0621-2Brn-Dn-2_S5_L001_R2_001.fastq
MiMammal-0621-3Chk-Dn-3,MiMammal,Locus_MiMammal_MiMammal-0621-3Chk-Dn-3_S6_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0621-3Chk-Dn-3_S6_L001_R2_001.fastq
MiMammal-0621-3Chk-Up-1,MiMammal,Locus_MiMammal_MiMammal-0621-3Chk-Up-1_S7_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0621-3Chk-Up-1_S7_L001_R2_001.fastq
MiMammal-0621-4Pad-Dn-2,MiMammal,Locus_MiMammal_MiMammal-0621-4Pad-Dn-2_S8_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0621-4Pad-Dn-2_S8_L001_R2_001.fastq
MiMammal-0621-4Pad-Up5-1,MiMammal,Locus_MiMammal_MiMammal-0621-4Pad-Up5-1_S9_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0621-4Pad-Up5-1_S9_L001_R2_001.fastq
MiMammal-0621-5Sqm-Up-2,MiMammal,Locus_MiMammal_MiMammal-0621-5Sqm-Up-2_S10_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0621-5Sqm-Up-2_S10_L001_R2_001.fastq
MiMammal-0721-1Prt-Dn-1,MiMammal,Locus_MiMammal_MiMammal-0721-1Prt-Dn-1_S11_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0721-1Prt-Dn-1_S11_L001_R2_001.fastq
MiMammal-0721-1Prt-Up-1,MiMammal,Locus_MiMammal_MiMammal-0721-1Prt-Up-1_S12_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0721-1Prt-Up-1_S12_L001_R2_001.fastq
MiMammal-0721-2Brn-Dn-1,MiMammal,Locus_MiMammal_MiMammal-0721-2Brn-Dn-1_S13_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0721-2Brn-Dn-1_S13_L001_R2_001.fastq
MiMammal-0721-2Brn-Up-2,MiMammal,Locus_MiMammal_MiMammal-0721-2Brn-Up-2_S14_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0721-2Brn-Up-2_S14_L001_R2_001.fastq
