Sample_name,Locus,file1,file2
MiMammal-0721-3Chk-Dn-1,MiMammal,Locus_MiMammal_MiMammal-0721-3Chk-Dn-1_S15_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0721-3Chk-Dn-1_S15_L001_R2_001.fastq
MiMammal-0721-4Pad-Dn-2,MiMammal,Locus_MiMammal_MiMammal-0721-4Pad-Dn-2_S16_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0721-4Pad-Dn-2_S16_L001_R2_001.fastq
MiMammal-0721-4Pad-Up5-1,MiMammal,Locus_MiMammal_MiMammal-0721-4Pad-Up5-1_S17_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0721-4Pad-Up5-1_S17_L001_R2_001.fastq
MiMammal-0721-4Pad-Up5-3,MiMammal,Locus_MiMammal_MiMammal-0721-4Pad-Up5-3_S18_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0721-4Pad-Up5-3_S18_L001_R2_001.fastq
MiMammal-0721-5Sqm-Dn-1,MiMammal,Locus_MiMammal_MiMammal-0721-5Sqm-Dn-1_S19_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0721-5Sqm-Dn-1_S19_L001_R2_001.fastq
MiMammal-0521-1Prt-Dn-2,MiMammal,Locus_MiMammal_MiMammal-0521-1Prt-Dn-2_S20_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0521-1Prt-Dn-2_S20_L001_R2_001.fastq
MiMammal-0521-1Prt-Dn-3,MiMammal,Locus_MiMammal_MiMammal-0521-1Prt-Dn-3_S21_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0521-1Prt-Dn-3_S21_L001_R2_001.fastq
MiMammal-0521-1Prt-Up-2,MiMammal,Locus_MiMammal_MiMammal-0521-1Prt-Up-2_S22_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0521-1Prt-Up-2_S22_L001_R2_001.fastq
MiMammal-0521-2Brn-Dn-1,MiMammal,Locus_MiMammal_MiMammal-0521-2Brn-Dn-1_S23_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0521-2Brn-Dn-1_S23_L001_R2_001.fastq
MiMammal-0521-2Brn-Up-1,MiMammal,Locus_MiMammal_MiMammal-0521-2Brn-Up-1_S24_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0521-2Brn-Up-1_S24_L001_R2_001.fastq
MiMammal-0521-3Chk-Dn-2,MiMammal,Locus_MiMammal_MiMammal-0521-3Chk-Dn-2_S25_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0521-3Chk-Dn-2_S25_L001_R2_001.fastq
MiMammal-0521-3Chk-Dn-3,MiMammal,Locus_MiMammal_MiMammal-0521-3Chk-Dn-3_S26_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0521-3Chk-Dn-3_S26_L001_R2_001.fastq
MiMammal-0521-4Pad-Dn-1,MiMammal,Locus_MiMammal_MiMammal-0521-4Pad-Dn-1_S27_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0521-4Pad-Dn-1_S27_L001_R2_001.fastq
MiMammal-0521-4Pad-Dn-2,MiMammal,Locus_MiMammal_MiMammal-0521-4Pad-Dn-2_S28_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0521-4Pad-Dn-2_S28_L001_R2_001.fastq
MiMammal-0521-4Pad-Up11-1,MiMammal,Locus_MiMammal_MiMammal-0521-4Pad-Up11-1_S29_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0521-4Pad-Up11-1_S29_L001_R2_001.fastq
MiMammal-0521-4Pad-Up5-1,MiMammal,Locus_MiMammal_MiMammal-0521-4Pad-Up5-1_S30_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0521-4Pad-Up5-1_S30_L001_R2_001.fastq
MiMammal-0521-4Pad-Up5-3,MiMammal,Locus_MiMammal_MiMammal-0521-4Pad-Up5-3_S31_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0521-4Pad-Up5-3_S31_L001_R2_001.fastq
MiMammal-0521-5Sqm-Dn-3,MiMammal,Locus_MiMammal_MiMammal-0521-5Sqm-Dn-3_S32_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0521-5Sqm-Dn-3_S32_L001_R2_001.fastq
MiMammal-0521-5Sqm-Up-1,MiMammal,Locus_MiMammal_MiMammal-0521-5Sqm-Up-1_S33_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0521-5Sqm-Up-1_S33_L001_R2_001.fastq
MiMammal-0521-4Pad-Dn-2-TR2,MiMammal,Locus_MiMammal_MiMammal-0521-4Pad-Dn-2-TR2_S34_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0521-4Pad-Dn-2-TR2_S34_L001_R2_001.fastq
MiMammal-0521-4Pad-Dn-2-TR3,MiMammal,Locus_MiMammal_MiMammal-0521-4Pad-Dn-2-TR3_S35_L001_R1_001.fastq,Locus_MiMammal_MiMammal-0521-4Pad-Dn-2-TR3_S35_L001_R2_001.fastq
MiMammal-Kangaroo-Run-7,MiMammal,Locus_MiMammal_MiMammal-Kangaroo-Run-7_S36_L001_R1_001.fastq,Locus_MiMammal_MiMammal-Kangaroo-Run-7_S36_L001_R2_001.fastq
