Sample_name,Locus,input,filtered,denoised_F,denoised_R,merged,tabled,nonchim
MiMammal-0621-1Prt-Dn-1,MiMammal,62796,60117,60067,59996,59332,59332,59332
MiMammal-0621-1Prt-Dn-2,MiMammal,49847,47627,47603,47610,47242,47242,46986
MiMammal-0621-1Prt-Up-2,MiMammal,53377,50707,50660,50638,50306,50306,50279
MiMammal-0621-2Brn-Dn-1,MiMammal,52560,50697,50690,50684,50600,50600,50600
MiMammal-0621-2Brn-Dn-2,MiMammal,70811,67874,67842,67836,67782,67782,67664
MiMammal-0621-3Chk-Dn-3,MiMammal,47016,44804,44755,44765,44722,44722,44698
MiMammal-0621-3Chk-Up-1,MiMammal,57621,54962,54927,54909,54828,54828,54705
MiMammal-0621-4Pad-Dn-2,MiMammal,142531,135819,135592,135743,135350,135350,133630
MiMammal-0621-4Pad-Up5-1,MiMammal,81840,78870,78866,78859,78198,78198,78197
MiMammal-0621-5Sqm-Up-2,MiMammal,43155,40859,40833,40831,40665,40665,40657
MiMammal-0721-1Prt-Dn-1,MiMammal,111717,107419,107392,107391,106948,106948,106262
MiMammal-0721-1Prt-Up-1,MiMammal,92203,89243,89214,89144,88349,88349,88315
MiMammal-0721-2Brn-Dn-1,MiMammal,128417,123035,123010,122997,122374,122374,122334
MiMammal-0721-2Brn-Up-2,MiMammal,133042,126550,126278,126259,124929,124929,124770
MiMammal-0721-3Chk-Dn-1,MiMammal,129693,123660,123582,123541,123284,123284,122720
MiMammal-0721-4Pad-Dn-2,MiMammal,99306,94077,94005,93892,93419,93419,90726
MiMammal-0721-4Pad-Up5-1,MiMammal,47861,45300,45244,45095,44931,44931,44711
MiMammal-0721-4Pad-Up5-3,MiMammal,71190,68136,68125,68113,67763,67763,66897
MiMammal-0721-5Sqm-Dn-1,MiMammal,49982,47454,47426,47428,47318,47318,47064
MiMammal-0521-1Prt-Dn-2,MiMammal,61584,58971,58954,58955,58890,58890,58879
MiMammal-0521-1Prt-Dn-3,MiMammal,61562,58984,58961,58966,58944,58944,58944
MiMammal-0521-1Prt-Up-2,MiMammal,60479,57557,57489,57513,57342,57342,57342
MiMammal-0521-2Brn-Dn-1,MiMammal,132906,126699,126687,126676,126458,126458,126314
MiMammal-0521-2Brn-Up-1,MiMammal,57239,54841,54749,54824,54336,54336,54329
MiMammal-0521-3Chk-Dn-2,MiMammal,147770,141253,141085,140971,139578,139578,139320
MiMammal-0521-3Chk-Dn-3,MiMammal,113209,108217,107947,108056,107033,107033,106300
MiMammal-0521-4Pad-Dn-1,MiMammal,175781,165454,165432,164912,164065,164065,163611
MiMammal-0521-4Pad-Dn-2,MiMammal,66791,63088,62966,63068,62550,62550,62403
MiMammal-0521-4Pad-Up11-1,MiMammal,146576,139543,139235,139463,137723,137723,137596
MiMammal-0521-4Pad-Up5-1,MiMammal,131629,125598,125564,125462,125041,125041,123950
MiMammal-0521-4Pad-Up5-3,MiMammal,214199,204426,204285,204202,201074,201074,200303
MiMammal-0521-5Sqm-Dn-3,MiMammal,59218,56014,55958,55964,55824,55824,55785
MiMammal-0521-5Sqm-Up-1,MiMammal,61825,58766,58730,58715,58515,58515,58473
MiMammal-0521-4Pad-Dn-2-TR2,MiMammal,74983,70932,70856,70841,70419,70419,70313
MiMammal-0521-4Pad-Dn-2-TR3,MiMammal,64837,61149,61134,61088,60813,60813,60806
MiMammal-Kangaroo-Run-7,MiMammal,193246,187617,187158,187588,179626,179626,179626
