Sample_name,Locus,file1,file2
COI.0621.1Prt.Dn.2,COI,Locus_COI_COI-0621-1Prt-Dn-2_S80_L001_R1_001.fastq,Locus_COI_COI-0621-1Prt-Dn-2_S80_L001_R2_001.fastq
COI.0621.1Prt.Up.1,COI,Locus_COI_COI-0621-1Prt-Up-1_S81_L001_R1_001.fastq,Locus_COI_COI-0621-1Prt-Up-1_S81_L001_R2_001.fastq
COI.0621.1Prt.Up.2,COI,Locus_COI_COI-0621-1Prt-Up-2_S82_L001_R1_001.fastq,Locus_COI_COI-0621-1Prt-Up-2_S82_L001_R2_001.fastq
COI.0621.3Chk.Dn.2,COI,Locus_COI_COI-0621-3Chk-Dn-2_S83_L001_R1_001.fastq,Locus_COI_COI-0621-3Chk-Dn-2_S83_L001_R2_001.fastq
COI.0621.3Chk.Dn.3,COI,Locus_COI_COI-0621-3Chk-Dn-3_S84_L001_R1_001.fastq,Locus_COI_COI-0621-3Chk-Dn-3_S84_L001_R2_001.fastq
COI.0621.4Pad.Dn.1,COI,Locus_COI_COI-0621-4Pad-Dn-1_S85_L001_R1_001.fastq,Locus_COI_COI-0621-4Pad-Dn-1_S85_L001_R2_001.fastq
COI.0621.4Pad.Dn.2,COI,Locus_COI_COI-0621-4Pad-Dn-2_S86_L001_R1_001.fastq,Locus_COI_COI-0621-4Pad-Dn-2_S86_L001_R2_001.fastq
COI.0621.4Pad.Up11.2,COI,Locus_COI_COI-0621-4Pad-Up11-2_S87_L001_R1_001.fastq,Locus_COI_COI-0621-4Pad-Up11-2_S87_L001_R2_001.fastq
COI.0621.5Sqm.Dn.1,COI,Locus_COI_COI-0621-5Sqm-Dn-1_S88_L001_R1_001.fastq,Locus_COI_COI-0621-5Sqm-Dn-1_S88_L001_R2_001.fastq
COI.0621.5Sqm.Up.1,COI,Locus_COI_COI-0621-5Sqm-Up-1_S89_L001_R1_001.fastq,Locus_COI_COI-0621-5Sqm-Up-1_S89_L001_R2_001.fastq
COI.0621.5Sqm.Up.3,COI,Locus_COI_COI-0621-5Sqm-Up-3_S90_L001_R1_001.fastq,Locus_COI_COI-0621-5Sqm-Up-3_S90_L001_R2_001.fastq
COI.0621.4Pad.Dn.1.TR2,COI,Locus_COI_COI-0621-4Pad-Dn-1-TR2_S91_L001_R1_001.fastq,Locus_COI_COI-0621-4Pad-Dn-1-TR2_S91_L001_R2_001.fastq
COI.0621.4Pad.Dn.1.TR3,COI,Locus_COI_COI-0621-4Pad-Dn-1-TR3_S92_L001_R1_001.fastq,Locus_COI_COI-0621-4Pad-Dn-1-TR3_S92_L001_R2_001.fastq
COI.0721.1Prt.Up.3,COI,Locus_COI_COI-0721-1Prt-Up-3_S93_L001_R1_001.fastq,Locus_COI_COI-0721-1Prt-Up-3_S93_L001_R2_001.fastq
COI.0721.2Brn.Dn.3,COI,Locus_COI_COI-0721-2Brn-Dn-3_S94_L001_R1_001.fastq,Locus_COI_COI-0721-2Brn-Dn-3_S94_L001_R2_001.fastq
COI.0721.2Brn.Up.1,COI,Locus_COI_COI-0721-2Brn-Up-1_S95_L001_R1_001.fastq,Locus_COI_COI-0721-2Brn-Up-1_S95_L001_R2_001.fastq
COI.0721.3Chk.Up.2,COI,Locus_COI_COI-0721-3Chk-Up-2_S96_L001_R1_001.fastq,Locus_COI_COI-0721-3Chk-Up-2_S96_L001_R2_001.fastq
COI.0721.4Pad.Dn.2,COI,Locus_COI_COI-0721-4Pad-Dn-2_S97_L001_R1_001.fastq,Locus_COI_COI-0721-4Pad-Dn-2_S97_L001_R2_001.fastq
COI.0721.4Pad.Up11.1,COI,Locus_COI_COI-0721-4Pad-Up11-1_S98_L001_R1_001.fastq,Locus_COI_COI-0721-4Pad-Up11-1_S98_L001_R2_001.fastq
COI.0721.4Pad.Up5.1,COI,Locus_COI_COI-0721-4Pad-Up5-1_S99_L001_R1_001.fastq,Locus_COI_COI-0721-4Pad-Up5-1_S99_L001_R2_001.fastq
COI.0721.5Sqm.Up.3,COI,Locus_COI_COI-0721-5Sqm-Up-3_S100_L001_R1_001.fastq,Locus_COI_COI-0721-5Sqm-Up-3_S100_L001_R2_001.fastq
COI.0721.2Brn.Dn.3.TR2,COI,Locus_COI_COI-0721-2Brn-Dn-3-TR2_S101_L001_R1_001.fastq,Locus_COI_COI-0721-2Brn-Dn-3-TR2_S101_L001_R2_001.fastq
COI.0721.2Brn.Dn.3.TR3,COI,Locus_COI_COI-0721-2Brn-Dn-3-TR3_S102_L001_R1_001.fastq,Locus_COI_COI-0721-2Brn-Dn-3-TR3_S102_L001_R2_001.fastq
COI.0521.2Brn.Dn.1,COI,Locus_COI_COI-0521-2Brn-Dn-1_S103_L001_R1_001.fastq,Locus_COI_COI-0521-2Brn-Dn-1_S103_L001_R2_001.fastq
COI.0521.3Chk.Up.1,COI,Locus_COI_COI-0521-3Chk-Up-1_S104_L001_R1_001.fastq,Locus_COI_COI-0521-3Chk-Up-1_S104_L001_R2_001.fastq
COI.0521.4Pad.Up11.1,COI,Locus_COI_COI-0521-4Pad-Up11-1_S105_L001_R1_001.fastq,Locus_COI_COI-0521-4Pad-Up11-1_S105_L001_R2_001.fastq
COI.0521.5Sqm.Dn.1,COI,Locus_COI_COI-0521-5Sqm-Dn-1_S106_L001_R1_001.fastq,Locus_COI_COI-0521-5Sqm-Dn-1_S106_L001_R2_001.fastq
COI.0521.5Sqm.Dn.2,COI,Locus_COI_COI-0521-5Sqm-Dn-2_S107_L001_R1_001.fastq,Locus_COI_COI-0521-5Sqm-Dn-2_S107_L001_R2_001.fastq
COI.0521.5Sqm.Dn.3,COI,Locus_COI_COI-0521-5Sqm-Dn-3_S108_L001_R1_001.fastq,Locus_COI_COI-0521-5Sqm-Dn-3_S108_L001_R2_001.fastq
COI.0521.5Sqm.Up.1,COI,Locus_COI_COI-0521-5Sqm-Up-1_S109_L001_R1_001.fastq,Locus_COI_COI-0521-5Sqm-Up-1_S109_L001_R2_001.fastq
COI.Kangaroo.Run.5,COI,Locus_COI_COI-Kangaroo-Run-5_S110_L001_R1_001.fastq,Locus_COI_COI-Kangaroo-Run-5_S110_L001_R2_001.fastq
COI.0521.5Sqm.Up.2.TR2,COI,Locus_COI_COI-0521-5Sqm-Up-2-TR2_S111_L001_R1_001.fastq,Locus_COI_COI-0521-5Sqm-Up-2-TR2_S111_L001_R2_001.fastq
COI.0521.5Sqm.Up.2.TR3,COI,Locus_COI_COI-0521-5Sqm-Up-2-TR3_S112_L001_R1_001.fastq,Locus_COI_COI-0521-5Sqm-Up-2-TR3_S112_L001_R2_001.fastq
