Sample_name,Locus,input,filtered,denoised_F,denoised_R,merged,tabled,nonchim
COI.0621.1Prt.Dn.2,COI,122729,108628,106592,106829,103976,103976,103662
COI.0621.1Prt.Up.1,COI,114912,101079,92733,95388,86516,86516,85900
COI.0621.1Prt.Up.2,COI,616296,546338,540504,541199,529876,529876,525556
COI.0621.3Chk.Dn.2,COI,355111,301533,275781,295207,270014,270014,248430
COI.0621.3Chk.Dn.3,COI,111253,96559,85993,92373,82792,82792,74661
COI.0621.4Pad.Dn.1,COI,123035,110344,94721,105659,91046,91046,90436
COI.0621.4Pad.Dn.2,COI,129284,116749,108963,111806,104307,104307,102921
COI.0621.4Pad.Up11.2,COI,122618,108814,102074,104773,98838,98838,98628
COI.0621.5Sqm.Dn.1,COI,89649,79137,71755,75299,69483,69483,69343
COI.0621.5Sqm.Up.1,COI,232624,211132,202075,204809,194071,194071,189324
COI.0621.5Sqm.Up.3,COI,173083,154627,143958,149715,139960,139960,139536
COI.0621.4Pad.Dn.1.TR2,COI,131862,118804,104187,112974,99325,99325,97967
COI.0621.4Pad.Dn.1.TR3,COI,116812,104865,90133,99505,86260,86260,85104
COI.0721.1Prt.Up.3,COI,146498,129085,123391,124062,117042,117042,116797
COI.0721.2Brn.Dn.3,COI,32,27,2,2,2,2,2
COI.0721.2Brn.Up.1,COI,149852,132272,126627,127373,122208,122208,121710
COI.0721.3Chk.Up.2,COI,139611,123453,115351,117476,110272,110272,109902
COI.0721.4Pad.Dn.2,COI,196530,177070,173013,173032,169876,169876,167002
COI.0721.4Pad.Up11.1,COI,154777,139928,133842,134902,129108,129108,128509
COI.0721.4Pad.Up5.1,COI,134266,119709,113743,114787,109158,109158,108879
COI.0721.5Sqm.Up.3,COI,111194,94205,91762,92180,88673,88673,85358
COI.0721.2Brn.Dn.3.TR2,COI,7,6,1,1,0,0,0
COI.0721.2Brn.Dn.3.TR3,COI,1,1,1,1,0,0,0
COI.0521.2Brn.Dn.1,COI,127976,112343,108176,108453,104229,104229,104056
COI.0521.3Chk.Up.1,COI,143284,127719,120481,122734,114294,114294,112774
COI.0521.4Pad.Up11.1,COI,115223,100988,96471,97712,92760,92760,92067
COI.0521.5Sqm.Dn.1,COI,216802,195371,189986,190442,184839,184839,182335
COI.0521.5Sqm.Dn.2,COI,169079,150954,138826,145313,134406,134406,133167
COI.0521.5Sqm.Dn.3,COI,132245,118457,104344,113373,101360,101360,99722
COI.0521.5Sqm.Up.1,COI,148982,133491,122449,128091,118134,118134,115021
COI.Kangaroo.Run.5,COI,118809,97905,97905,97904,97871,97871,97871
COI.0521.5Sqm.Up.2.TR2,COI,146866,131941,122297,127489,118919,118919,117653
COI.0521.5Sqm.Up.2.TR3,COI,229639,202642,197143,197439,191753,191753,189208
