"","representative","taxID","taxon","rank","score","kingdom","phylum","class","order","family","genus","species"
"1","6666721eae42fcc70157266782136a10e19f633d",182677,"Neurotrichus gibbsii","species",NA,"Metazoa","Chordata","Mammalia","Eulipotyphla","Talpidae","Neurotrichus","Neurotrichus gibbsii"
"2","5760723c6e28c8e3422ee285d0f778f5923b74fb",30427,"Haemorhous mexicanus","species",NA,"Metazoa","Chordata","Aves","Passeriformes","Fringillidae","Haemorhous","Haemorhous mexicanus"
"3","26470fe2a0190a46adf18aa10cbadb375c913f20",9643,"Ursus americanus","species",NA,"Metazoa","Chordata","Mammalia","Carnivora","Ursidae","Ursus","Ursus americanus"
"4","199e257a656754c51df04d3fccc696275d10a201",30962,"Oncorhynchus clarkii","species",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus clarkii"
"5","c656f261d4e638f79a7aa9b60ea021de58850ca6",9913,"Bos taurus","species",NA,"Metazoa","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus"
"6","62ab1045b2aca6e72979d0bee0bcd083f1bffea7",9319,"Osphranter robustus","species",NA,"Metazoa","Chordata","Mammalia","Diprotodontia","Macropodidae","Osphranter","Osphranter robustus"
"7","bd4b9c9245a692142f393fe905f4f5d7d75bc4e7",8023,"Oncorhynchus nerka","species",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka"
"8","a96026fba9c68a55562cc048b5269a5bee703358",9874,"Odocoileus virginianus","species",NA,"Metazoa","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus virginianus"
"9","225917b837be520c6a7896857030d3b2925f1e52",9612,"Canis lupus","species",NA,"Metazoa","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"10","6ba007dcc2136383a1156d1bf7b733c13ce12311",10090,"Mus musculus","species",NA,"Metazoa","Chordata","Mammalia","Rodentia","Muridae","Mus","Mus musculus"
