Sample_name,Locus,input,filtered,denoised_F,denoised_R,merged,tabled,nonchim
NGN0528,MiFish,34292,31617,31604,31580,30604,30604,30604
NGN0529,MiFish,41981,38417,38361,38321,37125,37125,36004
NGN0530,MiFish,40363,36612,36511,36319,35005,35005,34475
NGN0531,MiFish,32203,29846,29843,29838,29569,29569,29569
NGN0532,MiFish,12462,11146,11143,11139,11108,11108,11074
NGN0533,MiFish,37396,35300,35296,35296,34304,34304,34304
NGN0534,MiFish,43796,40861,40853,40851,39755,39755,39755
NGN0535,MiFish,47071,43524,43380,43330,41958,41958,41233
NGN0536,MiFish,49330,45713,45708,45701,44226,44226,43698
NGN0537,MiFish,1156,1054,1053,1053,1053,1053,1011
NGN0538,MiFish,39747,36779,36764,36770,35746,35746,33783
NGN0539,MiFish,44411,41129,41066,41113,39708,39708,39662
NGN0540,MiFish,1476,1358,1354,1354,1354,1354,1354
NGN0541,MiFish,38236,34960,34806,34870,33740,33740,33692
NGN0542,MiFish,68344,60908,60637,60691,58844,58844,58276
NGN0543,MiFish,36533,33147,33088,33044,32134,32134,32018
NGN0544,MiFish,80311,73640,73533,73522,70728,70728,70384
NGN0545,MiFish,57097,53657,53653,53646,51880,51880,48377
NGN0546,MiFish,43435,40402,40325,40322,39219,39219,39219
NGN0547,MiFish,35601,32730,32580,32512,31500,31500,31500
NGN0548,MiFish,38726,36231,36083,36069,34764,34764,32941
NGN0549,MiFish,48173,45037,45034,45006,43660,43660,40212
NGN0550,MiFish,49720,46253,46208,46202,44818,44818,39807
NGN0551,MiFish,39810,36577,36564,36539,35408,35408,35408
NGN0552,MiFish,103173,92854,92749,92663,88543,88543,87456
NGN0553,MiFish,39275,36450,36410,36342,35308,35308,34998
NGN0554,MiFish,40427,37321,37163,37302,36126,36126,35921
NGN0555,MiFish,45470,42038,42027,42021,40624,40624,39889
NGN0557,MiFish,44744,41555,41554,41551,40368,40368,39520
NGN0558,MiFish,60290,57021,57021,57018,55363,55363,55363
