Sample_name,Locus,Hash,nReads
MiFish.0621.1Prt.Dn.2,MiFish,fd7d89190e5c165cf36284ea0fca46c98216328c,53796
MiFish.0621.1Prt.Dn.2,MiFish,02e4a86c119ca4b65e5b616135fa996aa2eb4372,21979
MiFish.0621.1Prt.Dn.2,MiFish,a2f2121e42c56aa5bd2b1fca2bd1b29869d2400a,18636
MiFish.0621.1Prt.Dn.2,MiFish,580a64b0134da56e49bf06482ed6ee164d8a6ec5,1622
MiFish.0621.1Prt.Dn.2,MiFish,629aa86f569921707980e85a596cb12105791f75,75
MiFish.0621.1Prt.Dn.2,MiFish,8399a44ac9eddd3a5e70f87c08014d7e00b2f02a,742
MiFish.0621.1Prt.Dn.2,MiFish,419df96acea16e56d68cfa453e77987304ce4695,30
MiFish.0621.1Prt.Dn.2,MiFish,8ed6e061a113f0a3323ef17b1c1e2f2fb575a043,34
MiFish.0621.1Prt.Dn.2,MiFish,a786ab2b4d6cd6be5394f1351bea438a7d35726e,504
MiFish.0621.1Prt.Dn.2,MiFish,600f8d01e38d6e657c5a610597899e2aab89db09,1095
MiFish.0621.1Prt.Dn.2,MiFish,d7c8c5285726c11c0afce962142d6d774de8a029,27
MiFish.0621.1Prt.Dn.2,MiFish,79a0a307f2b621a93c11acb25d21633f054b4d15,55
MiFish.0621.1Prt.Dn.2,MiFish,dc4eb804dfbe72c55e6b94aacd8640b6cec25907,410
MiFish.0621.1Prt.Dn.2,MiFish,7196a6f41bb6b36510a9616be8d5007ee88c9108,697
MiFish.0621.1Prt.Dn.2,MiFish,a2b7fece79c7ab965dca6a5152dfee4964bb8432,157
MiFish.0621.1Prt.Dn.2,MiFish,ad6053ef8b9c7ececb1449fbd7937cc28583b1eb,44
MiFish.0621.1Prt.Dn.2,MiFish,9c94ba083a52d4995e5bcfae6ea41aa5c0431be8,66
MiFish.0621.1Prt.Dn.2,MiFish,6b87e945a2839297c22e3c3b12df5c76d4e8ceef,505
MiFish.0621.1Prt.Dn.2,MiFish,93a08621cefddb36afa51968b00f31c0067a0816,51
MiFish.0621.1Prt.Dn.2,MiFish,fff6ed8e8c6c080d6bc49200fc0f8090257204a4,23
MiFish.0621.1Prt.Dn.2,MiFish,c54ad49653fe7e6cc57ef6e4ef30176db1611ee8,1094
MiFish.0621.1Prt.Dn.2,MiFish,d521e47d97b5bd2d1a0349cc08f19f019c98be42,11
MiFish.0621.1Prt.Dn.2,MiFish,4a74ec3b8392ddc8db433f692560f727291c0e87,957
MiFish.0621.1Prt.Dn.2,MiFish,53595a062ea92929d4d1ced4f6f3aedff758bbcb,947
MiFish.0621.1Prt.Dn.2,MiFish,0f393c323c7d2dcd0cb68a529747e8c4abfd9509,31
MiFish.0621.1Prt.Dn.2,MiFish,29c5193eb0e4e364b7127ff7590e8eb751d24740,854
MiFish.0621.1Prt.Dn.2,MiFish,697a6fed459e4a4aee637d8c9ddf92c39ce05b18,167
MiFish.0621.1Prt.Dn.2,MiFish,3e49e9c07d24693646a88eb49764795f20c5f2c0,29
MiFish.0621.1Prt.Dn.2,MiFish,bb674befa7a41a448d3c3d45f4afaef922f8fd67,80
MiFish.0621.1Prt.Dn.2,MiFish,be528d433204153a9b5e1af0f1dd069d8804408c,96
MiFish.0621.1Prt.Dn.2,MiFish,b6cbcd4dae31619bb232e9f09443c11691428fc1,9
MiFish.0621.1Prt.Dn.2,MiFish,690ce9f05ded7d56e2a5416636a07d3d5dbe141d,93
