Sample_name,Locus,input,filtered,denoised_F,denoised_R,merged,tabled,nonchim
52,COI,173469,160542,158344,158446,154368,154368,153592
53,COI,190161,174267,171878,171934,168740,168740,168412
54,COI,147591,135626,132396,132662,128079,128079,127741
55,COI,193406,178018,173215,173639,166986,166986,166186
56,COI,204963,189460,184966,185031,178459,178459,177929
57,COI,183610,168635,165149,165209,159742,159742,159154
58,COI,200068,189270,183050,183510,179135,179135,178147
59,COI,152655,140885,134865,133020,127149,127149,126686
60,COI,198449,185279,178270,178622,171388,171388,170879
61,COI,152460,144432,138462,138979,135065,135065,134364
62,COI,172863,161195,154473,154812,148968,148968,148190
63,COI,194458,180881,174211,174646,167666,167666,167079
64,COI,151037,140598,134889,135349,130928,130928,129131
65,COI,179943,170548,164327,164802,158816,158816,156042
66,COI,168422,155400,148751,149708,143719,143719,142889
67,COI,78310,72151,68642,69028,66207,66207,65891
68,COI,181597,168924,163277,163800,157845,157845,156714
69,COI,157794,145723,140332,140822,135500,135500,134311
70,COI,181634,167014,156902,157827,145203,145203,144508
71,COI,181509,168577,162250,162516,154080,154080,153409
72,COI,203570,189455,183884,184420,176336,176336,175303
73,COI,204216,189469,181733,182056,172247,172247,171563
74,COI,135340,125867,120256,120918,114296,114296,113959
75,COI,203902,190892,184326,184965,175607,175607,174872
76,COI,174268,161565,156126,156534,150010,150010,148946
77,COI,208774,193950,189717,190047,184042,184042,181233
78,COI,142835,131931,126928,127111,121473,121473,121162
79,COI,181582,168103,163491,163696,159056,159056,158697
80,COI,175477,160512,157849,157873,156712,156712,156562
81,COI,214096,197997,192864,193229,187764,187764,186683
82,COI,171962,159439,154151,154453,149115,149115,142696
83,COI,158746,148186,142993,143571,138713,138713,134744
84,COI,143076,134424,129808,129337,125674,125674,122187
85,COI,214407,199446,193985,194604,189129,189129,179276
86,COI,185084,170853,165716,166099,161235,161235,153506
87,COI,137154,127883,123564,123793,120252,120252,115482
88,COI,179439,165417,160084,160232,154880,154880,150956
89,COI,116497,107342,102431,102675,98741,98741,98085
90,COI,107747,99857,94525,95251,91139,91139,90540
91,COI,197851,185327,178485,178861,173603,173603,172982
92,COI,202636,187364,180732,181136,173744,173744,173186
93,COI,210635,195776,188097,188542,180247,180247,179689
94,COI,192377,177245,177031,176886,176071,176071,175828
