Sample_name,Locus,file1,file2
52,COI,Locus_COI_52_S52_L001_R1_001.fastq,Locus_COI_52_S52_L001_R2_001.fastq
53,COI,Locus_COI_53_S53_L001_R1_001.fastq,Locus_COI_53_S53_L001_R2_001.fastq
54,COI,Locus_COI_54_S54_L001_R1_001.fastq,Locus_COI_54_S54_L001_R2_001.fastq
55,COI,Locus_COI_55_S55_L001_R1_001.fastq,Locus_COI_55_S55_L001_R2_001.fastq
56,COI,Locus_COI_56_S56_L001_R1_001.fastq,Locus_COI_56_S56_L001_R2_001.fastq
57,COI,Locus_COI_57_S57_L001_R1_001.fastq,Locus_COI_57_S57_L001_R2_001.fastq
58,COI,Locus_COI_58_S58_L001_R1_001.fastq,Locus_COI_58_S58_L001_R2_001.fastq
59,COI,Locus_COI_59_S59_L001_R1_001.fastq,Locus_COI_59_S59_L001_R2_001.fastq
60,COI,Locus_COI_60_S60_L001_R1_001.fastq,Locus_COI_60_S60_L001_R2_001.fastq
61,COI,Locus_COI_61_S61_L001_R1_001.fastq,Locus_COI_61_S61_L001_R2_001.fastq
62,COI,Locus_COI_62_S62_L001_R1_001.fastq,Locus_COI_62_S62_L001_R2_001.fastq
63,COI,Locus_COI_63_S63_L001_R1_001.fastq,Locus_COI_63_S63_L001_R2_001.fastq
64,COI,Locus_COI_64_S64_L001_R1_001.fastq,Locus_COI_64_S64_L001_R2_001.fastq
65,COI,Locus_COI_65_S65_L001_R1_001.fastq,Locus_COI_65_S65_L001_R2_001.fastq
66,COI,Locus_COI_66_S66_L001_R1_001.fastq,Locus_COI_66_S66_L001_R2_001.fastq
67,COI,Locus_COI_67_S67_L001_R1_001.fastq,Locus_COI_67_S67_L001_R2_001.fastq
68,COI,Locus_COI_68_S68_L001_R1_001.fastq,Locus_COI_68_S68_L001_R2_001.fastq
69,COI,Locus_COI_69_S69_L001_R1_001.fastq,Locus_COI_69_S69_L001_R2_001.fastq
70,COI,Locus_COI_70_S70_L001_R1_001.fastq,Locus_COI_70_S70_L001_R2_001.fastq
71,COI,Locus_COI_71_S71_L001_R1_001.fastq,Locus_COI_71_S71_L001_R2_001.fastq
72,COI,Locus_COI_72_S72_L001_R1_001.fastq,Locus_COI_72_S72_L001_R2_001.fastq
73,COI,Locus_COI_73_S73_L001_R1_001.fastq,Locus_COI_73_S73_L001_R2_001.fastq
74,COI,Locus_COI_74_S74_L001_R1_001.fastq,Locus_COI_74_S74_L001_R2_001.fastq
75,COI,Locus_COI_75_S75_L001_R1_001.fastq,Locus_COI_75_S75_L001_R2_001.fastq
76,COI,Locus_COI_76_S76_L001_R1_001.fastq,Locus_COI_76_S76_L001_R2_001.fastq
77,COI,Locus_COI_77_S77_L001_R1_001.fastq,Locus_COI_77_S77_L001_R2_001.fastq
78,COI,Locus_COI_78_S78_L001_R1_001.fastq,Locus_COI_78_S78_L001_R2_001.fastq
79,COI,Locus_COI_79_S79_L001_R1_001.fastq,Locus_COI_79_S79_L001_R2_001.fastq
80,COI,Locus_COI_80_S80_L001_R1_001.fastq,Locus_COI_80_S80_L001_R2_001.fastq
81,COI,Locus_COI_81_S81_L001_R1_001.fastq,Locus_COI_81_S81_L001_R2_001.fastq
82,COI,Locus_COI_82_S82_L001_R1_001.fastq,Locus_COI_82_S82_L001_R2_001.fastq
83,COI,Locus_COI_83_S83_L001_R1_001.fastq,Locus_COI_83_S83_L001_R2_001.fastq
84,COI,Locus_COI_84_S84_L001_R1_001.fastq,Locus_COI_84_S84_L001_R2_001.fastq
85,COI,Locus_COI_85_S85_L001_R1_001.fastq,Locus_COI_85_S85_L001_R2_001.fastq
86,COI,Locus_COI_86_S86_L001_R1_001.fastq,Locus_COI_86_S86_L001_R2_001.fastq
87,COI,Locus_COI_87_S87_L001_R1_001.fastq,Locus_COI_87_S87_L001_R2_001.fastq
88,COI,Locus_COI_88_S88_L001_R1_001.fastq,Locus_COI_88_S88_L001_R2_001.fastq
89,COI,Locus_COI_89_S89_L001_R1_001.fastq,Locus_COI_89_S89_L001_R2_001.fastq
90,COI,Locus_COI_90_S90_L001_R1_001.fastq,Locus_COI_90_S90_L001_R2_001.fastq
91,COI,Locus_COI_91_S91_L001_R1_001.fastq,Locus_COI_91_S91_L001_R2_001.fastq
92,COI,Locus_COI_92_S92_L001_R1_001.fastq,Locus_COI_92_S92_L001_R2_001.fastq
93,COI,Locus_COI_93_S93_L001_R1_001.fastq,Locus_COI_93_S93_L001_R2_001.fastq
94,COI,Locus_COI_94_S94_L001_R1_001.fastq,Locus_COI_94_S94_L001_R2_001.fastq
