"","representative","rank","kingdom","phylum","class","order","family","genus","species","taxon","taxID","score"
"29","a6e0cd0d7886ce25565e66c9c9d86f207a0e4c1f","species","Metazoa","Rotifera","Eurotatoria","Ploima","Brachionidae","Keratella","Keratella cochlearis","Keratella cochlearis","consensus","consensus"
"30","a142c0e8a3adae6e03d7a8323acfd367bc129c10","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"31","be5fa0eddff9c5e99bf4148fca04a0902ab5586f","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"32","ff7782e863fbf9824db9e5cf94fb2dc307a338c5","class","Metazoa","Arthropoda","Insecta",NA,NA,NA,NA,"Insecta","consensus","consensus"
"33","ca4778ec05d21b63a33e49971e9c5fd8c9eefbdc","species",NA,NA,NA,NA,NA,NA,"uncultured bacterium","uncultured bacterium","consensus","consensus"
"34","f0f94c11ce9a3b4613603b0077058a66affea762","genus","Metazoa","Gastrotricha",NA,"Chaetonotida","Chaetonotidae","Chaetonotus",NA,"Chaetonotus","consensus","consensus"
"35","6065bb05e705c0a00719f66b393f8bdbc4b5ff7f","family","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,"Parmeliaceae","consensus","consensus"
"36","db19041f7b94129731ae47c0f6bc6f08b2ca71b2","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"37","742a43e70b33f33b5dcd85708fb7dc600ad7d7d7","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"38","d6a5290d62e0505f0c0db053afb1962a1bc9b621","family","Metazoa","Gastrotricha",NA,"Chaetonotida","Chaetonotidae",NA,NA,"Chaetonotidae","consensus","consensus"
"39","032ad21a574e023096b519a229221a9099aa06a2","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria","consensus","consensus"
"40","fd87984cb8f8442c499824353722f1c4ec64924d","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"41","f8ed355c93a230eae9a648605d6b288bf73ed5af","family",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"Flavobacteriaceae","consensus","consensus"
"42","83532ee31251c457f2659a7a13ce6ea4baab1603","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"43","97ca1cd7f4825b7b8e5b9b6358d4e04bb9426536","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"44","ac0bc5247413c9c6f0cf2b86d7d27716c3fc79a0","family",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"Flavobacteriaceae","consensus","consensus"
"45","181d04ffbed78afa7aba5533c98f78430f7db5c0","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae","consensus","consensus"
"46","f56854dc1d34f496effc987df174792a1b895754","family",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"Flavobacteriaceae","consensus","consensus"
"47","a3ee8bf543b7d26602051ce4ccc36ede48db8331","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"48","2287856c7bcc6726615edf278f62be26e51797a8","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"49","5825e524543efb69d72fd59bbfa5235dbc26dc38","genus","Metazoa","Mollusca","Gastropoda","Stylommatophora","Arionidae","Arion",NA,"Arion","consensus","consensus"
"50","3ba9c2d01077da5a4cd983b560eb52639e0104dc","order",NA,"Evosea","Eumycetozoa","Physariida",NA,NA,NA,"Physariida","consensus","consensus"
"51","5372860959cb995f764f9b150fcbc886d1cb0860","family",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"Flavobacteriaceae","consensus","consensus"
"52","3ffd39c7ec31399a6001fa23d0f88a11c1461dd4","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"53","372d97f0b7e0c2e70303eb07c4aa684b7f9c2ed6","family",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"Flavobacteriaceae","consensus","consensus"
"54","31ee192bc4950ca8e4e91092378a2f829dbeaadf","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"55","0ac21ea1d2f1c080bcf65855a2340acfb118f4b3","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes","consensus","consensus"
"56","7b54648c3d9e4ab01a7a4fe486d4a916196fbf6b","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"57","dc165cdcb7fd2f2a1d7d83031e4b95323099fdf4","genus","Metazoa","Gastrotricha",NA,"Chaetonotida","Chaetonotidae","Chaetonotus",NA,"Chaetonotus","consensus","consensus"
"58","2f4ebc4238cb893c50643321a6a87b1ca4d4067f","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"59","35a693217566186c419940a2bf53e66c805c35ab","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"60","69e2cd53f8726c109ad7b4db6e3f65e7da78c916","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"61","7857c0861b5605350e6f69cadc59968e05d0d17f","species","Metazoa","Chordata","Aves","Struthioniformes","Struthionidae","Struthio","Struthio camelus","Struthio camelus","consensus","consensus"
"62","bd2ebb2b87e235753249d9f732e8932ef4ad1806","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"63","d260c0796b3d96678f6d00f1c35d7975c77f89c6","family",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"Flavobacteriaceae","consensus","consensus"
"64","99b2c14021a6586921a05fcfa58fe251af05245a","genus","Metazoa","Gastrotricha",NA,"Chaetonotida","Chaetonotidae","Chaetonotus",NA,"Chaetonotus","consensus","consensus"
"65","1ff24a7779d0820cb221ccf88ef2e6d821edac2e","family",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"Flavobacteriaceae","consensus","consensus"
"66","834dd25c2ef3d6902497991eaab26ae9e0cd41db","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"67","d93e3168d6e7c4c63d7fcdcc87db188404ef0f10","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"68","d588f3e1fefa461034f934225cc8ed568026b752","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"69","236fd079fb38f56288adaba5963357d302296955","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"70","dd679026567fe800da003094c926fcd4622b5bf4","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"71","046ac5d1776f9ef80960ced9c966f7714b298025","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"72","578fd655fc70e4ba860a1d2d68983348849da73b","class",NA,"Proteobacteria","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria","consensus","consensus"
"73","386892538334015e0971716ef4dd2ac57bdd0466","genus","Metazoa","Gastrotricha",NA,"Chaetonotida","Chaetonotidae","Chaetonotus",NA,"Chaetonotus","consensus","consensus"
"74","a7a00084f79c3a3e02005df768dab2d955c203a5","species",NA,"Discosea","Flabellinia",NA,"Vannellidae","Vannella","Vannella simplex","Vannella simplex","consensus","consensus"
"75","c92168b793c1078d0cfff5b76f59960994b38769","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"76","b21f27c0af1f609a666dfd352ef6f2faf3da2038","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"77","2b0a792d1a5b3581f209bda79276747579a12519","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"78","3295ba4eb5eb10cb8d80473aa602c97fadc136a6","class",NA,NA,"Dinophyceae",NA,NA,NA,NA,"Dinophyceae","consensus","consensus"
"79","0d6546b201a50f0237b84bc1b512483eedbfb374","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"80","4c8fb07ebc670dd7e3be6f79cbf0fe62658c5a35","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa","consensus","consensus"
"81","af2bed39b004bc570afd6f7e1c84f7be737341f5","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"82","c441b5b92bf107eb29e3b3a5eaa890fd17d004c6","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"83","ad601169a31e7e55a94f9508ca6dbdbca5dd9654","family",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"Flavobacteriaceae","consensus","consensus"
"84","984216354c892e1db891d145acf98dd0c79bb99e","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"85","7aaf351f778783ba6a798b6f6fb23681abfac958","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"86","bcf1b450f5f749972f727bed47bd6e9defc8a411","genus",NA,"Discosea","Flabellinia",NA,"Vannellidae","Vannella",NA,"Vannella","consensus","consensus"
"87","95d714cee520565bf73d2b103c6e0632d50eec69","family",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"Flavobacteriaceae","consensus","consensus"
"88","c14d36f8ab3221fb19547715be08d172054997a9","species",NA,"Discosea","Flabellinia",NA,"Vannellidae","Vannella","Vannella simplex","Vannella simplex","consensus","consensus"
"89","1ef36355ac8c69f92f3e0df4d7761d7467253b89","genus","Metazoa","Gastrotricha",NA,"Chaetonotida","Chaetonotidae","Lepidodermella",NA,"Lepidodermella","consensus","consensus"
"90","99ac53a9c96154b22f40239cbdb404523c2a581f","species",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium psychrophilum","Flavobacterium psychrophilum","consensus","consensus"
"91","54a4fe4f9b721515ff96e2f7923947b3227dd156","species","Metazoa","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Parapsyche","Parapsyche almota","Parapsyche almota","consensus","consensus"
"92","0ea97ba8bd93856df38d1b8162ba7da99acfa22c","species",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium psychrophilum","Flavobacterium psychrophilum","consensus","consensus"
"93","dc9632dd9bdafa071e38e58be5651613883a460c","species",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium psychrophilum","Flavobacterium psychrophilum","consensus","consensus"
"94","6e69b05e759d57bad3456eb5c1c76f7c24b0e14f","genus","Metazoa","Gastrotricha",NA,"Chaetonotida","Chaetonotidae","Chaetonotus",NA,"Chaetonotus","consensus","consensus"
"95","3c7938fc824a11eb5094cc71efa287ed8a9b9b5d","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"96","c1fa803b0e6ab0cc0e1e45df62d88ac527bd490f","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"97","936fc7f83b4aea1c0f9a18de7632133197130b29","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"98","982bd0de31139d98ae8a384c7d80d2f00c014131","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"99","8ea715ce07d63f105e14144fbae56151bc3ed39a","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"100","e19ea4883179eaf1edc043745225433af5e701e9","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"101","e47a37cce0b9e723533666f942ad5c810c4043da","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"102","10d1a4eda45e5af8395b94c7ed7cdd96239ff949","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"103","ae7043b3caaee5654a09bea30d755d79cda36375","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"104","e560ab99ef88a1ea517f8d7506cbd60385bbc00a","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"105","f2cd7c172bfd856c09ab6688a0450ae36807d2cb","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"106","934cf4334b99857cd52fde912e2786769fa9044f","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"107","a01f1e9edd10b9c9628b55aa563811008e9ddf9a","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"108","22d2fa1939426528169c08e6e0fd05c3038aaa53","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"109","46edbd990768113ab47b1ce1beb5192e0fa7f5ad","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"110","5e7221693077a84de97c8a07b99a534cf48908c2","family",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"Flavobacteriaceae","consensus","consensus"
"111","6df3de5628e780a9e37902a20f8ebc0f02757810","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"112","329c45b999edea8de9ccce8414e6eaf9f3777dac","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"113","26eaa4e3d446dbd11e1a9e55f2561e916cd3cc6f","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"114","c4a44467bae37984a77fd5512f20b09aba9da1d1","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"115","c223f0aa1a32b8b704ddaa8529705585e2c80a64","family",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"Flavobacteriaceae","consensus","consensus"
"116","af36fad52fd1f96214f3ab12d9d5171680694573","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"117","b5ffbf6bf2966a1f5b2be8a6c51e5472261aeb61","family",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"Flavobacteriaceae","consensus","consensus"
"118","4c2e676544d36d00a0f3b371af841ac59266a084","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"119","b4a9f64d4a471ac2736153626a1df0490122cfc7","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"120","ff5c489759ffe15d068c63fb2a55dc010bb63a70","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"121","6398b97f6d0d72898b29fbe419459c3b9ce62ddf","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"122","94ae895c93c6b30795c2882e15a785beb4104065","species",NA,NA,NA,NA,NA,NA,"uncultured bacterium","uncultured bacterium","consensus","consensus"
"123","678922b1ef9fd05513984a04a1fe497a5f41608b","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"124","c594dc805e4a78a93b852b392c3576e31fdcdbd0","genus","Metazoa","Gastrotricha",NA,"Chaetonotida","Chaetonotidae","Chaetonotus",NA,"Chaetonotus","consensus","consensus"
"125","4ec7700c72e7c63b2621d73c79b96358ffb5878f","species",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium psychrophilum","Flavobacterium psychrophilum","consensus","consensus"
"126","ebe398369f5dd19d1e37da8c684be843ec1ff628","family","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,"Chironomidae","consensus","consensus"
"127","955582ed64bd3605f377539a69b902120b0a0440","species","Fungi","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","Cladosporium sphaerospermum","Cladosporium sphaerospermum","consensus","consensus"
"128","d2106780bc4a572a75ac00f7e6f9d15c85d6a710","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"129","84283db1201229985fe15553d5b00d0a9408c96c","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"130","13a614b06b8495ee462cfb5354751c545a82b34b","family",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"Flavobacteriaceae","consensus","consensus"
"131","76610ade5cf17e1b228de911528471fd3a9a4759","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"132","cb6ac4aac87135a16bdc84c3e3d86a50d2bb3174","order","Metazoa","Arthropoda","Insecta","Diptera",NA,NA,NA,"Diptera","consensus","consensus"
"133","b75e8c875f2b44abff70435804657414463c28e4","genus",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium","consensus","consensus"
"134","dfd4b9b63f37f8395e70f6c21a78f79cea2edab9","genus",NA,"Discosea","Flabellinia",NA,"Vannellidae","Vannella",NA,"Vannella","consensus","consensus"
"135","07bc38c34907d256f56bfe7b2475ccf27cb094a1","species",NA,"Discosea","Flabellinia",NA,"Vannellidae","Vannella","Vannella simplex","Vannella simplex","consensus","consensus"
"136","7753d4f904216bd9168217e17fb3fcae7afe849e","genus","Metazoa","Gastrotricha",NA,"Chaetonotida","Chaetonotidae","Chaetonotus",NA,"Chaetonotus","consensus","consensus"
"137","a90e068adb5ae806a20bacae6bb0105abf8d0fc6","species",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium psychrophilum","Flavobacterium psychrophilum","consensus","consensus"
