Sample_name,Locus,file1,file2
NGN0496,MiMammal,Locus_MiMammal_MiMammal_0621_1Prt_Dn_3_S1_L001_R1_001.fastq,Locus_MiMammal_MiMammal_0621_1Prt_Dn_3_S1_L001_R2_001.fastq
NGN0497,MiMammal,Locus_MiMammal_MiMammal_0621_1Prt_Up_1_S2_L001_R1_001.fastq,Locus_MiMammal_MiMammal_0621_1Prt_Up_1_S2_L001_R2_001.fastq
NGN0498,MiMammal,Locus_MiMammal_MiMammal_0621_1Prt_Up_3_S3_L001_R1_001.fastq,Locus_MiMammal_MiMammal_0621_1Prt_Up_3_S3_L001_R2_001.fastq
NGN0499,MiMammal,Locus_MiMammal_MiMammal_0621_2Brn_Up_2_S4_L001_R1_001.fastq,Locus_MiMammal_MiMammal_0621_2Brn_Up_2_S4_L001_R2_001.fastq
NGN0500,MiMammal,Locus_MiMammal_MiMammal_0621_2Brn_Up_3_S5_L001_R1_001.fastq,Locus_MiMammal_MiMammal_0621_2Brn_Up_3_S5_L001_R2_001.fastq
NGN0501,MiMammal,Locus_MiMammal_MiMammal_0621_3Chk_Dn_1_S6_L001_R1_001.fastq,Locus_MiMammal_MiMammal_0621_3Chk_Dn_1_S6_L001_R2_001.fastq
NGN0502,MiMammal,Locus_MiMammal_MiMammal_0621_3Chk_Up_2_S7_L001_R1_001.fastq,Locus_MiMammal_MiMammal_0621_3Chk_Up_2_S7_L001_R2_001.fastq
NGN0503,MiMammal,Locus_MiMammal_MiMammal_0621_3Chk_Up_3_S8_L001_R1_001.fastq,Locus_MiMammal_MiMammal_0621_3Chk_Up_3_S8_L001_R2_001.fastq
NGN0504,MiMammal,Locus_MiMammal_MiMammal_0621_4Pad_Up5_2_S9_L001_R1_001.fastq,Locus_MiMammal_MiMammal_0621_4Pad_Up5_2_S9_L001_R2_001.fastq
NGN0505,MiMammal,Locus_MiMammal_MiMammal_0621_4Pad_Up5_3_S10_L001_R1_001.fastq,Locus_MiMammal_MiMammal_0621_4Pad_Up5_3_S10_L001_R2_001.fastq
NGN0506,MiMammal,Locus_MiMammal_MiMammal_0621_5Sqm_Dn_1_S11_L001_R1_001.fastq,Locus_MiMammal_MiMammal_0621_5Sqm_Dn_1_S11_L001_R2_001.fastq
NGN0507,MiMammal,Locus_MiMammal_MiMammal_0621_5Sqm_Dn_3_S12_L001_R1_001.fastq,Locus_MiMammal_MiMammal_0621_5Sqm_Dn_3_S12_L001_R2_001.fastq
NGN0508,MiMammal,Locus_MiMammal_MiMammal_0621_1Prt_Up_3_TR2_S13_L001_R1_001.fastq,Locus_MiMammal_MiMammal_0621_1Prt_Up_3_TR2_S13_L001_R2_001.fastq
NGN0509,MiMammal,Locus_MiMammal_MiMammal_0621_1Prt_Up_3_TR3_S14_L001_R1_001.fastq,Locus_MiMammal_MiMammal_0621_1Prt_Up_3_TR3_S14_L001_R2_001.fastq
