Sample_name,Locus,file1,file2
MiFish.0321.1Prt.Dn.1,MiFish,Locus_MiFish_NGN0211_S25_L001_R1_001.fastq,Locus_MiFish_NGN0211_S25_L001_R2_001.fastq
MiFish.0321.1Prt.Dn.2,MiFish,Locus_MiFish_NGN0212_S26_L001_R1_001.fastq,Locus_MiFish_NGN0212_S26_L001_R2_001.fastq
MiFish.0321.1Prt.Up.2,MiFish,Locus_MiFish_NGN0213_S27_L001_R1_001.fastq,Locus_MiFish_NGN0213_S27_L001_R2_001.fastq
MiFish.0321.2Brn.Dn.1,MiFish,Locus_MiFish_NGN0214_S28_L001_R1_001.fastq,Locus_MiFish_NGN0214_S28_L001_R2_001.fastq
MiFish.0321.2Brn.Up.1,MiFish,Locus_MiFish_NGN0215_S29_L001_R1_001.fastq,Locus_MiFish_NGN0215_S29_L001_R2_001.fastq
MiFish.0321.2Brn.Up.2,MiFish,Locus_MiFish_NGN0216_S30_L001_R1_001.fastq,Locus_MiFish_NGN0216_S30_L001_R2_001.fastq
MiFish.0321.2Brn.Up.3,MiFish,Locus_MiFish_NGN0217_S31_L001_R1_001.fastq,Locus_MiFish_NGN0217_S31_L001_R2_001.fastq
MiFish.0321.4Pad.Dn.1,MiFish,Locus_MiFish_NGN0218_S32_L001_R1_001.fastq,Locus_MiFish_NGN0218_S32_L001_R2_001.fastq
MiFish.0321.5Sqm.Up.2,MiFish,Locus_MiFish_NGN0219_S33_L001_R1_001.fastq,Locus_MiFish_NGN0219_S33_L001_R2_001.fastq
MiFish.0321.1Prt.Dn.1TR2,MiFish,Locus_MiFish_NGN0220_S34_L001_R1_001.fastq,Locus_MiFish_NGN0220_S34_L001_R2_001.fastq
MiFish.0321.1Prt.Dn.1TR3,MiFish,Locus_MiFish_NGN0221_S35_L001_R1_001.fastq,Locus_MiFish_NGN0221_S35_L001_R2_001.fastq
MiFish.0421.1Prt.Dn.2,MiFish,Locus_MiFish_NGN0222_S36_L001_R1_001.fastq,Locus_MiFish_NGN0222_S36_L001_R2_001.fastq
MiFish.0421.3Chk.Dn.3,MiFish,Locus_MiFish_NGN0224_S38_L001_R1_001.fastq,Locus_MiFish_NGN0224_S38_L001_R2_001.fastq
MiFish.0421.4Pad.Dn.1,MiFish,Locus_MiFish_NGN0225_S39_L001_R1_001.fastq,Locus_MiFish_NGN0225_S39_L001_R2_001.fastq
MiFish.0421.4Pad.Up11.3,MiFish,Locus_MiFish_NGN0226_S40_L001_R1_001.fastq,Locus_MiFish_NGN0226_S40_L001_R2_001.fastq
MiFish.0421.5Sqm.Up.1,MiFish,Locus_MiFish_NGN0227_S41_L001_R1_001.fastq,Locus_MiFish_NGN0227_S41_L001_R2_001.fastq
MiFish.0421.3Chk.Dn.3TR2,MiFish,Locus_MiFish_NGN0228_S42_L001_R1_001.fastq,Locus_MiFish_NGN0228_S42_L001_R2_001.fastq
MiFish.0421.3Chk.Dn.3TR3,MiFish,Locus_MiFish_NGN0229_S43_L001_R1_001.fastq,Locus_MiFish_NGN0229_S43_L001_R2_001.fastq
MiFish.0821.1Prt.Dn.1,MiFish,Locus_MiFish_NGN0230_S44_L001_R1_001.fastq,Locus_MiFish_NGN0230_S44_L001_R2_001.fastq
MiFish.0821.1Prt.Up.1,MiFish,Locus_MiFish_NGN0231_S45_L001_R1_001.fastq,Locus_MiFish_NGN0231_S45_L001_R2_001.fastq
MiFish.0821.2Brn.Up.2,MiFish,Locus_MiFish_NGN0232_S46_L001_R1_001.fastq,Locus_MiFish_NGN0232_S46_L001_R2_001.fastq
MiFish.0821.3Chk.Dn.2,MiFish,Locus_MiFish_NGN0233_S47_L001_R1_001.fastq,Locus_MiFish_NGN0233_S47_L001_R2_001.fastq
MiFish.0821.4Pad.Dn.2,MiFish,Locus_MiFish_NGN0234_S48_L001_R1_001.fastq,Locus_MiFish_NGN0234_S48_L001_R2_001.fastq
MiFish.0821.4Pad.Up11.3,MiFish,Locus_MiFish_NGN0235_S49_L001_R1_001.fastq,Locus_MiFish_NGN0235_S49_L001_R2_001.fastq
MiFish.0821.4Pad.Up5.3,MiFish,Locus_MiFish_NGN0236_S50_L001_R1_001.fastq,Locus_MiFish_NGN0236_S50_L001_R2_001.fastq
MiFish.0821.5Sqm.Dn.2,MiFish,Locus_MiFish_NGN0237_S51_L001_R1_001.fastq,Locus_MiFish_NGN0237_S51_L001_R2_001.fastq
MiFish.Kangaroo.Run.3,MiFish,Locus_MiFish_NGN0238_S52_L001_R1_001.fastq,Locus_MiFish_NGN0238_S52_L001_R2_001.fastq
