"Sample_name","class","species","tot"
"MiMammal.0521.3Chk.Up.3","Actinopteri","Oncorhynchus clarkii",28356
"MiMammal.0521.3Chk.Up.3","Mammalia","Didelphis virginiana",21380
"MiMammal.0521.4Pad.Dn.1","Actinopteri","Oncorhynchus kisutch",4
"MiMammal.0521.4Pad.Dn.1","Amphibia","Taricha granulosa",25
"MiMammal.0521.4Pad.Dn.1","Mammalia","Didelphis virginiana",21
"MiMammal.0521.4Pad.Dn.2","Actinopteri","Oncorhynchus mykiss",11400
"MiMammal.0521.4Pad.Dn.2","Mammalia","Sus scrofa",22
"MiMammal.0521.4Pad.Dn.3","Actinopteri","Oncorhynchus clarkii",11
"MiMammal.0521.4Pad.Dn.3","Amphibia","Taricha granulosa",4
"MiMammal.0521.4Pad.Dn.3","Mammalia","Mus musculus",5
"MiMammal.0521.4Pad.Dn.3","Mammalia","Sus scrofa",14
"MiMammal.0521.4Pad.Up11.1","Actinopteri","Oncorhynchus clarkii",7622
"MiMammal.0521.4Pad.Up11.1","Actinopteri","Oncorhynchus kisutch",6813
"MiMammal.0521.4Pad.Up11.1","Actinopteri","Oncorhynchus mykiss",4257
"MiMammal.0521.4Pad.Up11.2","Actinopteri","Oncorhynchus clarkii",611
"MiMammal.0521.4Pad.Up11.2","Actinopteri","Oncorhynchus kisutch",319
"MiMammal.0521.4Pad.Up11.2","Actinopteri","Oncorhynchus mykiss",388
"MiMammal.0521.4Pad.Up11.2","Actinopteri","Perca flavescens",137
"MiMammal.0521.4Pad.Up11.2","Aves","Melospiza melodia",274
"MiMammal.0521.4Pad.Up11.2","Aves","Piranga ludoviciana",175
"MiMammal.0521.4Pad.Up11.2","Aves","Zonotrichia leucophrys",241
"MiMammal.0521.4Pad.Up11.2","Mammalia","Canis lupus",5309
"MiMammal.0521.4Pad.Up11.3","Actinopteri","Oncorhynchus clarkii",224
"MiMammal.0521.4Pad.Up11.3","Actinopteri","Oncorhynchus kisutch",127
"MiMammal.0521.4Pad.Up11.3","Actinopteri","Oncorhynchus mykiss",454
"MiMammal.0521.4Pad.Up11.3","Actinopteri","Perca flavescens",26
"MiMammal.0521.4Pad.Up11.3","Aves","Melospiza melodia",6
"MiMammal.0521.4Pad.Up5.1","Actinopteri","Oncorhynchus clarkii",267
"MiMammal.0521.4Pad.Up5.1","Actinopteri","Oncorhynchus mykiss",6416
"MiMammal.0521.4Pad.Up5.1","Aves","Meleagris gallopavo",57449
"MiMammal.0521.4Pad.Up5.2","Actinopteri","Oncorhynchus clarkii",1012
"MiMammal.0521.4Pad.Up5.2","Actinopteri","Oncorhynchus mykiss",11889
"MiMammal.0521.4Pad.Up5.2","Mammalia","Canis lupus",96
"MiMammal.0521.4Pad.Up5.3","Actinopteri","Oncorhynchus clarkii",360
"MiMammal.0521.4Pad.Up5.3","Actinopteri","Oncorhynchus mykiss",4157
"MiMammal.0521.4Pad.Up5.3","Actinopteri","Perca flavescens",277
"MiMammal.0521.5Sqm.Dn.1","Actinopteri","Oncorhynchus clarkii",6108
"MiMammal.0521.5Sqm.Dn.1","Actinopteri","Oncorhynchus kisutch",1981
"MiMammal.0521.5Sqm.Dn.1","Aves","Melospiza melodia",1726
"MiMammal.0521.5Sqm.Dn.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",1892
"MiMammal.0521.5Sqm.Dn.1","Mammalia","Bos taurus",418
"MiMammal.0521.5Sqm.Dn.1","Mammalia","Sus scrofa",746
"MiMammal.0521.5Sqm.Dn.2","Actinopteri","Oncorhynchus clarkii",3577
"MiMammal.0521.5Sqm.Dn.2","Actinopteri","Oncorhynchus kisutch",1147
"MiMammal.0521.5Sqm.Dn.2","Actinopteri","Pimephales promelas",185
"MiMammal.0521.5Sqm.Dn.2","Aves","Melospiza melodia",921
"MiMammal.0521.5Sqm.Dn.2","Aves","Pheucticus melanocephalus",367
"MiMammal.0521.5Sqm.Dn.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",905
"MiMammal.0521.5Sqm.Dn.2","Mammalia","Neurotrichus gibbsii",2252
"MiMammal.0521.5Sqm.Dn.3","Actinopteri","Oncorhynchus clarkii",3153
"MiMammal.0521.5Sqm.Dn.3","Actinopteri","Oncorhynchus kisutch",1340
"MiMammal.0521.5Sqm.Dn.3","Actinopteri","Oncorhynchus mykiss",101
"MiMammal.0521.5Sqm.Dn.3","Actinopteri","Pimephales promelas",187
"MiMammal.0521.5Sqm.Dn.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",1101
"MiMammal.0521.5Sqm.Dn.3","Mammalia","Didelphis virginiana",2173
"MiMammal.0521.5Sqm.Dn.3","Mammalia","Neurotrichus gibbsii",439
"MiMammal.0521.5Sqm.Up.1","Actinopteri","Oncorhynchus clarkii",3454
"MiMammal.0521.5Sqm.Up.1","Actinopteri","Oncorhynchus kisutch",1014
"MiMammal.0521.5Sqm.Up.1","Actinopteri","Oncorhynchus mykiss",33
"MiMammal.0521.5Sqm.Up.1","Actinopteri","Pimephales promelas",161
"MiMammal.0521.5Sqm.Up.1","Aves","Melospiza melodia",587
"MiMammal.0521.5Sqm.Up.1","Aves","Turdus migratorius",17
"MiMammal.0521.5Sqm.Up.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",1367
"MiMammal.0521.5Sqm.Up.2","Actinopteri","Oncorhynchus clarkii",16285
"MiMammal.0521.5Sqm.Up.2","Actinopteri","Oncorhynchus kisutch",2326
"MiMammal.0521.5Sqm.Up.2","Actinopteri","Oncorhynchus mykiss",41
"MiMammal.0521.5Sqm.Up.2","Actinopteri","Pimephales promelas",873
"MiMammal.0521.5Sqm.Up.2","Aves","Melospiza melodia",1572
"MiMammal.0521.5Sqm.Up.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",5325
"MiMammal.0521.5Sqm.Up.2","Mammalia","Neurotrichus gibbsii",1735
"MiMammal.0521.5Sqm.Up.3","Actinopteri","Oncorhynchus clarkii",3521
"MiMammal.0521.5Sqm.Up.3","Actinopteri","Oncorhynchus kisutch",1605
"MiMammal.0521.5Sqm.Up.3","Actinopteri","Pimephales promelas",305
"MiMammal.0521.5Sqm.Up.3","Aves","Melospiza melodia",308
"MiMammal.0521.5Sqm.Up.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",861
"MiMammal.0621.1Prt.Dn.1","Actinopteri","Oncorhynchus clarkii",4441
"MiMammal.0621.1Prt.Dn.1","Actinopteri","Oncorhynchus kisutch",883
"MiMammal.0621.1Prt.Dn.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",1309
"MiMammal.0621.1Prt.Dn.1","Mammalia","Didelphis virginiana",7648
"MiMammal.0621.1Prt.Dn.2","Actinopteri","Oncorhynchus clarkii",5472
"MiMammal.0621.1Prt.Dn.2","Actinopteri","Oncorhynchus kisutch",2055
"MiMammal.0621.1Prt.Dn.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",3361
"MiMammal.0621.1Prt.Dn.3","Actinopteri","Oncorhynchus clarkii",3701
"MiMammal.0621.1Prt.Dn.3","Actinopteri","Oncorhynchus kisutch",690
"MiMammal.0621.1Prt.Dn.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",3858
"MiMammal.0621.1Prt.Up.1","Actinopteri","Oncorhynchus clarkii",3189
"MiMammal.0621.1Prt.Up.1","Actinopteri","Oncorhynchus kisutch",2338
"MiMammal.0621.1Prt.Up.1","Aves","Pheucticus melanocephalus",1601
"MiMammal.0621.1Prt.Up.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",2086
"MiMammal.0621.1Prt.Up.2","Actinopteri","Oncorhynchus clarkii",5235
"MiMammal.0621.1Prt.Up.2","Actinopteri","Oncorhynchus kisutch",1630
"MiMammal.0621.1Prt.Up.2","Aves","Aix sponsa",894
"MiMammal.0621.1Prt.Up.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",831
"MiMammal.0621.1Prt.Up.2","Mammalia","Didelphis virginiana",6284
"MiMammal.0621.1Prt.Up.3","Actinopteri","Oncorhynchus clarkii",7906
"MiMammal.0621.1Prt.Up.3","Actinopteri","Oncorhynchus kisutch",1344
"MiMammal.0621.1Prt.Up.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",2427
"MiMammal.0621.1Prt.Up.3.TR2","Actinopteri","Oncorhynchus clarkii",7928
"MiMammal.0621.1Prt.Up.3.TR2","Actinopteri","Oncorhynchus kisutch",3085
"MiMammal.0621.1Prt.Up.3.TR2","Hyperoartia","Lampetra sp. CBM:ZF:17561",381
"MiMammal.0621.1Prt.Up.3.TR3","Actinopteri","Oncorhynchus clarkii",9528
"MiMammal.0621.1Prt.Up.3.TR3","Actinopteri","Oncorhynchus kisutch",2532
"MiMammal.0621.1Prt.Up.3.TR3","Hyperoartia","Lampetra sp. CBM:ZF:17561",1747
"MiMammal.0621.2Brn.Dn.1","Actinopteri","Oncorhynchus clarkii",2275
"MiMammal.0621.2Brn.Dn.1","Actinopteri","Oncorhynchus kisutch",3293
"MiMammal.0621.2Brn.Dn.1","Mammalia","Didelphis virginiana",4403
"MiMammal.0621.2Brn.Dn.2","Actinopteri","Oncorhynchus clarkii",12416
"MiMammal.0621.2Brn.Dn.2","Actinopteri","Oncorhynchus kisutch",9212
"MiMammal.0621.2Brn.Dn.2","Mammalia","Didelphis virginiana",1976
"MiMammal.0621.2Brn.Dn.2","Mammalia","Neurotrichus gibbsii",470
"MiMammal.0621.2Brn.Dn.3","Actinopteri","Oncorhynchus clarkii",4711
"MiMammal.0621.2Brn.Dn.3","Actinopteri","Oncorhynchus kisutch",5588
"MiMammal.0621.2Brn.Dn.3","Aves","Melospiza melodia",87
"MiMammal.0621.2Brn.Dn.3","Mammalia","Didelphis virginiana",3646
"MiMammal.0621.2Brn.Up.1","Aves","Turdus migratorius",57
"MiMammal.0621.2Brn.Up.1","Mammalia","Aplodontia rufa",4
"MiMammal.0621.3Chk.Dn.1","Actinopteri","Oncorhynchus clarkii",16956
"MiMammal.0621.3Chk.Dn.1","Actinopteri","Oncorhynchus mykiss",638
"MiMammal.0621.3Chk.Dn.2","Actinopteri","Oncorhynchus clarkii",57391
"MiMammal.0621.3Chk.Dn.2","Actinopteri","Oncorhynchus mykiss",5893
"MiMammal.0621.3Chk.Dn.2","Mammalia","Didelphis virginiana",400
"MiMammal.0621.3Chk.Dn.3","Actinopteri","Oncorhynchus clarkii",34584
"MiMammal.0621.3Chk.Dn.3","Actinopteri","Oncorhynchus mykiss",2667
"MiMammal.0621.3Chk.Dn.3","Mammalia","Sus scrofa",962
"MiMammal.0621.3Chk.Up.1","Actinopteri","Oncorhynchus clarkii",42859
"MiMammal.0621.3Chk.Up.1","Aves","Turdus migratorius",9
"MiMammal.0621.3Chk.Up.1","Mammalia","Scapanus orarius",514
"MiMammal.0621.3Chk.Up.2","Actinopteri","Oncorhynchus clarkii",23537
"MiMammal.0621.3Chk.Up.2","Aves","Pheucticus melanocephalus",286
"MiMammal.0621.3Chk.Up.2","Mammalia","Scapanus orarius",343
"MiMammal.0621.3Chk.Up.2","Mammalia","Tamiasciurus hudsonicus",327
"MiMammal.0621.3Chk.Up.3","Actinopteri","Oncorhynchus clarkii",37454
"MiMammal.0621.3Chk.Up.3","Mammalia","Tamiasciurus hudsonicus",228
"MiMammal.0621.4Pad.Dn.1","Actinopteri","Gasterosteus aculeatus",780
"MiMammal.0621.4Pad.Dn.1","Actinopteri","Oncorhynchus clarkii",1297
"MiMammal.0621.4Pad.Dn.1","Actinopteri","Oncorhynchus kisutch",10936
"MiMammal.0621.4Pad.Dn.1","Actinopteri","Oncorhynchus mykiss",7982
"MiMammal.0621.4Pad.Dn.1","Aves","Melospiza melodia",107
"MiMammal.0621.4Pad.Dn.1","Mammalia","Canis lupus",422
"MiMammal.0621.4Pad.Dn.2","Actinopteri","Gasterosteus aculeatus",2354
"MiMammal.0621.4Pad.Dn.2","Actinopteri","Oncorhynchus clarkii",2911
"MiMammal.0621.4Pad.Dn.2","Actinopteri","Oncorhynchus kisutch",16739
"MiMammal.0621.4Pad.Dn.2","Actinopteri","Oncorhynchus mykiss",11634
"MiMammal.0621.4Pad.Dn.2","Aves","Melospiza melodia",238
"MiMammal.0621.4Pad.Dn.2","Mammalia","Sus scrofa",173
"MiMammal.0621.4Pad.Dn.3","Actinopteri","Gasterosteus aculeatus",1229
"MiMammal.0621.4Pad.Dn.3","Actinopteri","Oncorhynchus clarkii",1301
"MiMammal.0621.4Pad.Dn.3","Actinopteri","Oncorhynchus kisutch",11292
"MiMammal.0621.4Pad.Dn.3","Actinopteri","Oncorhynchus mykiss",7018
"MiMammal.0621.4Pad.Dn.3","Aves","Meleagris gallopavo",1786
"MiMammal.0621.4Pad.Dn.3","Aves","Melospiza melodia",112
"MiMammal.0621.4Pad.Dn.3","Mammalia","Odocoileus virginianus",138
"MiMammal.0621.4Pad.Dn.3","Mammalia","Sus scrofa",120
"MiMammal.0621.4Pad.Up11.1","Actinopteri","Oncorhynchus clarkii",6832
"MiMammal.0621.4Pad.Up11.1","Actinopteri","Oncorhynchus kisutch",18840
"MiMammal.0621.4Pad.Up11.1","Actinopteri","Oncorhynchus mykiss",7324
"MiMammal.0621.4Pad.Up11.2","Actinopteri","Oncorhynchus clarkii",6952
"MiMammal.0621.4Pad.Up11.2","Actinopteri","Oncorhynchus kisutch",24411
"MiMammal.0621.4Pad.Up11.2","Actinopteri","Oncorhynchus mykiss",8908
"MiMammal.0621.4Pad.Up11.2","Actinopteri","Perca flavescens",343
"MiMammal.0621.4Pad.Up11.2","Aves","Pipilo maculatus",782
"MiMammal.0621.4Pad.Up11.2","Aves","Turdus migratorius",6
"MiMammal.0621.4Pad.Up11.3","Actinopteri","Oncorhynchus clarkii",2438
"MiMammal.0621.4Pad.Up11.3","Actinopteri","Oncorhynchus kisutch",8398
"MiMammal.0621.4Pad.Up11.3","Actinopteri","Oncorhynchus mykiss",2744
"MiMammal.0621.4Pad.Up11.3","Actinopteri","Perca flavescens",282
"MiMammal.0621.4Pad.Up11.3","Aves","Junco hyemalis",104
"MiMammal.0621.4Pad.Up11.3","Mammalia","Sus scrofa",365
"MiMammal.0621.4Pad.Up5.1","Actinopteri","Oncorhynchus kisutch",56
"MiMammal.0621.4Pad.Up5.1","Aves","Haemorhous mexicanus",17
"MiMammal.0621.4Pad.Up5.1","Mammalia","Felis catus",93
"MiMammal.0621.4Pad.Up5.2","Actinopteri","Oncorhynchus kisutch",29
"MiMammal.0621.4Pad.Up5.2","Aves","Melospiza melodia",12
"MiMammal.0621.4Pad.Up5.2","Aves","Pheucticus melanocephalus",10
"MiMammal.0621.4Pad.Up5.2","Mammalia","Canis lupus",24
"MiMammal.0621.4Pad.Up5.3","Actinopteri","Oncorhynchus kisutch",3
"MiMammal.0621.5Sqm.Dn.1","Actinopteri","Ameiurus nebulosus",1546
"MiMammal.0621.5Sqm.Dn.1","Actinopteri","Oncorhynchus clarkii",17666
"MiMammal.0621.5Sqm.Dn.1","Actinopteri","Oncorhynchus kisutch",4806
"MiMammal.0621.5Sqm.Dn.1","Actinopteri","Oncorhynchus mykiss",69
"MiMammal.0621.5Sqm.Dn.1","Actinopteri","Pimephales promelas",306
"MiMammal.0621.5Sqm.Dn.1","Aves","Bombycilla cedrorum",21
"MiMammal.0621.5Sqm.Dn.1","Aves","Haemorhous mexicanus",528
"MiMammal.0621.5Sqm.Dn.1","Aves","Junco hyemalis",766
"MiMammal.0621.5Sqm.Dn.1","Aves","Melospiza melodia",14184
"MiMammal.0621.5Sqm.Dn.1","Aves","Poecile atricapillus",66
"MiMammal.0621.5Sqm.Dn.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",2275
"MiMammal.0621.5Sqm.Dn.2","Actinopteri","Ameiurus nebulosus",7005
"MiMammal.0621.5Sqm.Dn.2","Actinopteri","Oncorhynchus clarkii",35388
"MiMammal.0621.5Sqm.Dn.2","Actinopteri","Oncorhynchus kisutch",6429
"MiMammal.0621.5Sqm.Dn.2","Actinopteri","Pimephales promelas",130
"MiMammal.0621.5Sqm.Dn.2","Aves","Haemorhous mexicanus",2010
"MiMammal.0621.5Sqm.Dn.2","Aves","Junco hyemalis",2340
"MiMammal.0621.5Sqm.Dn.2","Aves","Melospiza melodia",16918
"MiMammal.0621.5Sqm.Dn.2","Aves","Pipilo maculatus",1168
"MiMammal.0621.5Sqm.Dn.2","Aves","Poecile atricapillus",421
"MiMammal.0621.5Sqm.Dn.2","Aves","Turdus migratorius",230
"MiMammal.0621.5Sqm.Dn.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",2717
"MiMammal.0621.5Sqm.Dn.3","Actinopteri","Ameiurus nebulosus",306
"MiMammal.0621.5Sqm.Dn.3","Actinopteri","Oncorhynchus clarkii",9922
"MiMammal.0621.5Sqm.Dn.3","Actinopteri","Oncorhynchus kisutch",1238
"MiMammal.0621.5Sqm.Dn.3","Actinopteri","Oncorhynchus mykiss",146
"MiMammal.0621.5Sqm.Dn.3","Actinopteri","Pimephales promelas",39
"MiMammal.0621.5Sqm.Dn.3","Aves","Haemorhous mexicanus",507
"MiMammal.0621.5Sqm.Dn.3","Aves","Junco hyemalis",508
"MiMammal.0621.5Sqm.Dn.3","Aves","Melospiza melodia",3598
"MiMammal.0621.5Sqm.Dn.3","Aves","Pheucticus melanocephalus",73
"MiMammal.0621.5Sqm.Dn.3","Aves","Poecile atricapillus",120
"MiMammal.0621.5Sqm.Dn.3","Aves","Turdus migratorius",28
"MiMammal.0621.5Sqm.Dn.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",472
"MiMammal.0621.5Sqm.Up.1","Actinopteri","Ameiurus nebulosus",1131
"MiMammal.0621.5Sqm.Up.1","Actinopteri","Oncorhynchus clarkii",15842
"MiMammal.0621.5Sqm.Up.1","Actinopteri","Oncorhynchus kisutch",5652
"MiMammal.0621.5Sqm.Up.1","Actinopteri","Oncorhynchus mykiss",217
"MiMammal.0621.5Sqm.Up.1","Actinopteri","Pimephales promelas",1036
"MiMammal.0621.5Sqm.Up.1","Aves","Bombycilla cedrorum",441
"MiMammal.0621.5Sqm.Up.1","Aves","Haemorhous mexicanus",53
"MiMammal.0621.5Sqm.Up.1","Aves","Junco hyemalis",749
"MiMammal.0621.5Sqm.Up.1","Aves","Melospiza melodia",10290
"MiMammal.0621.5Sqm.Up.1","Aves","Pipilo maculatus",184
"MiMammal.0621.5Sqm.Up.1","Aves","Turdus migratorius",133
"MiMammal.0621.5Sqm.Up.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",702
"MiMammal.0621.5Sqm.Up.2","Actinopteri","Ameiurus nebulosus",418
"MiMammal.0621.5Sqm.Up.2","Actinopteri","Oncorhynchus clarkii",9462
"MiMammal.0621.5Sqm.Up.2","Actinopteri","Oncorhynchus kisutch",2749
"MiMammal.0621.5Sqm.Up.2","Actinopteri","Pimephales promelas",31
"MiMammal.0621.5Sqm.Up.2","Aves","Bombycilla cedrorum",285
"MiMammal.0621.5Sqm.Up.2","Aves","Junco hyemalis",1444
"MiMammal.0621.5Sqm.Up.2","Aves","Melospiza melodia",6896
"MiMammal.0621.5Sqm.Up.2","Aves","Pipilo maculatus",377
"MiMammal.0621.5Sqm.Up.2","Aves","Piranga ludoviciana",167
"MiMammal.0621.5Sqm.Up.2","Aves","Poecile atricapillus",57
"MiMammal.0621.5Sqm.Up.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",814
"MiMammal.0621.5Sqm.Up.3","Actinopteri","Ameiurus nebulosus",635
"MiMammal.0621.5Sqm.Up.3","Actinopteri","Oncorhynchus clarkii",25720
"MiMammal.0621.5Sqm.Up.3","Actinopteri","Oncorhynchus kisutch",5728
"MiMammal.0621.5Sqm.Up.3","Actinopteri","Pimephales promelas",276
"MiMammal.0621.5Sqm.Up.3","Aves","Bombycilla cedrorum",942
"MiMammal.0621.5Sqm.Up.3","Aves","Junco hyemalis",1133
"MiMammal.0621.5Sqm.Up.3","Aves","Melospiza melodia",18533
"MiMammal.0621.5Sqm.Up.3","Aves","Pheucticus melanocephalus",314
"MiMammal.0621.5Sqm.Up.3","Aves","Pipilo maculatus",938
"MiMammal.0621.5Sqm.Up.3","Aves","Poecile atricapillus",396
"MiMammal.0621.5Sqm.Up.3","Aves","Turdus migratorius",504
"MiMammal.0621.5Sqm.Up.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",2960
"MiMammal.0721.1Prt.Dn.1","Actinopteri","Oncorhynchus clarkii",5796
"MiMammal.0721.1Prt.Dn.1","Actinopteri","Oncorhynchus kisutch",1141
"MiMammal.0721.1Prt.Dn.1","Aves","Turdus migratorius",14
"MiMammal.0721.1Prt.Dn.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",1161
"MiMammal.0721.1Prt.Dn.1","Mammalia","Didelphis virginiana",72686
"MiMammal.0721.1Prt.Dn.2","Actinopteri","Oncorhynchus clarkii",4437
"MiMammal.0721.1Prt.Dn.2","Actinopteri","Oncorhynchus kisutch",1313
"MiMammal.0721.1Prt.Dn.2","Aves","Melospiza melodia",200
"MiMammal.0721.1Prt.Dn.2","Aves","Sturnus vulgaris",22
"MiMammal.0721.1Prt.Dn.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",248
"MiMammal.0721.1Prt.Dn.2","Mammalia","Didelphis virginiana",29271
"MiMammal.0721.1Prt.Dn.2","Mammalia","Sus scrofa",514
"MiMammal.0721.1Prt.Dn.3","Actinopteri","Oncorhynchus clarkii",3490
"MiMammal.0721.1Prt.Dn.3","Actinopteri","Oncorhynchus kisutch",1577
"MiMammal.0721.1Prt.Dn.3","Aves","Melospiza melodia",116
"MiMammal.0721.1Prt.Dn.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",1026
"MiMammal.0721.1Prt.Dn.3","Mammalia","Didelphis virginiana",35610
"MiMammal.0721.1Prt.Up.1","Actinopteri","Oncorhynchus clarkii",9884
"MiMammal.0721.1Prt.Up.1","Actinopteri","Oncorhynchus kisutch",3003
"MiMammal.0721.1Prt.Up.1","Aves","Pipilo maculatus",1913
"MiMammal.0721.1Prt.Up.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",1347
"MiMammal.0721.1Prt.Up.1","Mammalia","Didelphis virginiana",60135
"MiMammal.0721.1Prt.Up.2","Actinopteri","Oncorhynchus clarkii",12880
"MiMammal.0721.1Prt.Up.2","Actinopteri","Oncorhynchus kisutch",2708
"MiMammal.0721.1Prt.Up.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",3588
"MiMammal.0721.1Prt.Up.2","Mammalia","Didelphis virginiana",34084
"MiMammal.0721.1Prt.Up.3","Actinopteri","Oncorhynchus clarkii",6836
"MiMammal.0721.1Prt.Up.3","Actinopteri","Oncorhynchus kisutch",3049
"MiMammal.0721.1Prt.Up.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",1686
"MiMammal.0721.1Prt.Up.3","Mammalia","Didelphis virginiana",88063
"MiMammal.0721.2Brn.Dn.1","Actinopteri","Oncorhynchus clarkii",25038
"MiMammal.0721.2Brn.Dn.1","Actinopteri","Oncorhynchus kisutch",11009
"MiMammal.0721.2Brn.Dn.1","Mammalia","Didelphis virginiana",21234
"MiMammal.0721.2Brn.Dn.2","Actinopteri","Oncorhynchus clarkii",3682
"MiMammal.0721.2Brn.Dn.2","Actinopteri","Oncorhynchus kisutch",1454
"MiMammal.0721.2Brn.Dn.2","Mammalia","Didelphis virginiana",26212
"MiMammal.0721.2Brn.Dn.3","Actinopteri","Oncorhynchus clarkii",2775
"MiMammal.0721.2Brn.Dn.3","Actinopteri","Oncorhynchus kisutch",458
"MiMammal.0721.2Brn.Dn.3","Mammalia","Didelphis virginiana",73745
"MiMammal.0721.3Chk.Dn.1","Actinopteri","Oncorhynchus clarkii",66625
"MiMammal.0721.3Chk.Dn.1","Actinopteri","Oncorhynchus mykiss",3610
"MiMammal.0721.3Chk.Dn.1","Mammalia","Didelphis virginiana",946
"MiMammal.0721.3Chk.Dn.2","Actinopteri","Oncorhynchus clarkii",50727
"MiMammal.0721.3Chk.Dn.2","Actinopteri","Oncorhynchus mykiss",2969
"MiMammal.0721.3Chk.Dn.2","Mammalia","Scapanus orarius",586
"MiMammal.0721.3Chk.Dn.3","Actinopteri","Oncorhynchus clarkii",33086
"MiMammal.0721.3Chk.Dn.3","Actinopteri","Oncorhynchus mykiss",983
"MiMammal.0721.3Chk.Dn.3","Mammalia","Didelphis virginiana",274
"MiMammal.0721.3Chk.Dn.3","Mammalia","Scapanus orarius",129
"MiMammal.0721.3Chk.Up.1","Actinopteri","Oncorhynchus clarkii",84916
"MiMammal.0721.3Chk.Up.1","Actinopteri","Oncorhynchus mykiss",1482
"MiMammal.0721.3Chk.Up.1","Aves","Melospiza melodia",421
"MiMammal.0721.3Chk.Up.1","Mammalia","Didelphis virginiana",66336
"MiMammal.0721.3Chk.Up.2","Actinopteri","Oncorhynchus clarkii",17098
"MiMammal.0721.3Chk.Up.2","Actinopteri","Oncorhynchus mykiss",221
"MiMammal.0721.3Chk.Up.2","Aves","Melospiza melodia",196
"MiMammal.0721.3Chk.Up.2","Mammalia","Didelphis virginiana",10503
"MiMammal.0721.3Chk.Up.3","Actinopteri","Oncorhynchus clarkii",14012
"MiMammal.0721.3Chk.Up.3","Actinopteri","Oncorhynchus mykiss",459
"MiMammal.0721.3Chk.Up.3","Aves","Megaceryle alcyon",45
"MiMammal.0721.3Chk.Up.3","Mammalia","Canis lupus",77
"MiMammal.0721.3Chk.Up.3","Mammalia","Didelphis virginiana",10089
"MiMammal.0721.4Pad.Dn.1","Actinopteri","Gasterosteus aculeatus",4753
"MiMammal.0721.4Pad.Dn.1","Actinopteri","Oncorhynchus clarkii",2191
"MiMammal.0721.4Pad.Dn.1","Actinopteri","Oncorhynchus kisutch",41
"MiMammal.0721.4Pad.Dn.1","Actinopteri","Oncorhynchus mykiss",9605
"MiMammal.0721.4Pad.Dn.1","Aves","Melospiza melodia",1477
"MiMammal.0721.4Pad.Dn.2","Actinopteri","Gasterosteus aculeatus",1095
"MiMammal.0721.4Pad.Dn.2","Actinopteri","Oncorhynchus clarkii",3615
"MiMammal.0721.4Pad.Dn.2","Actinopteri","Oncorhynchus mykiss",3962
"MiMammal.0721.4Pad.Dn.2","Aves","Melospiza melodia",337
"MiMammal.0721.4Pad.Dn.3","Actinopteri","Gasterosteus aculeatus",1024
"MiMammal.0721.4Pad.Dn.3","Actinopteri","Oncorhynchus clarkii",801
"MiMammal.0721.4Pad.Dn.3","Actinopteri","Oncorhynchus kisutch",117
"MiMammal.0721.4Pad.Dn.3","Actinopteri","Oncorhynchus mykiss",2284
"MiMammal.0721.4Pad.Up11.1","Actinopteri","Oncorhynchus clarkii",2867
"MiMammal.0721.4Pad.Up11.1","Actinopteri","Oncorhynchus kisutch",2859
"MiMammal.0721.4Pad.Up11.1","Actinopteri","Oncorhynchus mykiss",12324
"MiMammal.0721.4Pad.Up11.1","Actinopteri","Perca flavescens",125
"MiMammal.0721.4Pad.Up11.1","Aves","Melospiza melodia",1370
"MiMammal.0721.4Pad.Up11.1","Aves","Pipilo maculatus",226
"MiMammal.0721.4Pad.Up11.3","Actinopteri","Oncorhynchus clarkii",5057
"MiMammal.0721.4Pad.Up11.3","Actinopteri","Oncorhynchus kisutch",5445
"MiMammal.0721.4Pad.Up11.3","Actinopteri","Oncorhynchus mykiss",25749
"MiMammal.0721.4Pad.Up11.3","Actinopteri","Perca flavescens",133
"MiMammal.0721.4Pad.Up11.3","Aves","Melospiza melodia",3502
"MiMammal.0721.4Pad.Up11.3","Aves","Pipilo maculatus",655
"MiMammal.0721.4Pad.Up5.1","Actinopteri","Oncorhynchus kisutch",5418
"MiMammal.0721.4Pad.Up5.1","Aves","Melospiza melodia",3043
