"","Sample_name","species","tot"
"379","MiMammal.0821.4Pad.Up5.3","Oncorhynchus clarkii",917
"380","MiMammal.0821.4Pad.Up5.3","Oncorhynchus kisutch",8481
"381","MiMammal.0821.4Pad.Up5.3","Perca flavescens",460
"382","MiMammal.0821.4Pad.Up5.3","Poecile atricapillus",238
"383","MiMammal.0821.5Sqm.Dn.1","Lampetra sp. CBM:ZF:17561",39
"384","MiMammal.0821.5Sqm.Dn.1","Melospiza melodia",135
"385","MiMammal.0821.5Sqm.Dn.1","Oncorhynchus clarkii",9820
"386","MiMammal.0821.5Sqm.Dn.1","Oncorhynchus kisutch",525
"387","MiMammal.0821.5Sqm.Dn.1","Pipilo maculatus",81
"388","MiMammal.0821.5Sqm.Dn.1","Piranga ludoviciana",9
"389","MiMammal.0821.5Sqm.Dn.2","Canis lupus",986
"390","MiMammal.0821.5Sqm.Dn.2","Lampetra sp. CBM:ZF:17561",314
"391","MiMammal.0821.5Sqm.Dn.2","Oncorhynchus clarkii",38634
"392","MiMammal.0821.5Sqm.Dn.2","Oncorhynchus kisutch",1923
"393","MiMammal.0821.5Sqm.Dn.2","Pipilo maculatus",622
"394","MiMammal.0821.5Sqm.Up.1","Lampetra sp. CBM:ZF:17561",4465
"395","MiMammal.0821.5Sqm.Up.1","Melospiza melodia",5547
"396","MiMammal.0821.5Sqm.Up.1","Oncorhynchus clarkii",41463
"397","MiMammal.0821.5Sqm.Up.1","Oncorhynchus kisutch",17306
"398","MiMammal.0821.5Sqm.Up.1","Pheucticus melanocephalus",43
"399","MiMammal.0821.5Sqm.Up.1","Poecile atricapillus",62
"400","MiMammal.0821.5Sqm.Up.1","Turdus migratorius",45
"401","MiMammal.0821.5Sqm.Up.2","Lampetra sp. CBM:ZF:17561",1985
"402","MiMammal.0821.5Sqm.Up.2","Melospiza melodia",823
"403","MiMammal.0821.5Sqm.Up.2","Oncorhynchus clarkii",13478
"404","MiMammal.0821.5Sqm.Up.2","Oncorhynchus kisutch",5675
"405","MiMammal.0821.5Sqm.Up.2","Sus scrofa",16
"406","MiMammal.0821.5Sqm.Up.3","Lampetra sp. CBM:ZF:17561",3688
"407","MiMammal.0821.5Sqm.Up.3","Melospiza melodia",3482
"408","MiMammal.0821.5Sqm.Up.3","Oncorhynchus clarkii",48390
"409","MiMammal.0821.5Sqm.Up.3","Oncorhynchus kisutch",22157
"410","MiMammal.0821.Kangaroo","Didelphis virginiana",3
"411","MiMammal.0821.Kangaroo","Osphranter rufus",146576
