"","Sample_name","species","tot"
"401","MiFish.0821.1Prt.Up.2","",976
"402","MiFish.0821.1Prt.Up.2","Didelphis virginiana",145
"403","MiFish.0821.1Prt.Up.2","Lampetra sp. CBM:ZF:17561",4532
"404","MiFish.0821.1Prt.Up.2","Oncorhynchus clarkii",18341
"405","MiFish.0821.1Prt.Up.2","Oncorhynchus kisutch",7871
"406","MiFish.0821.1Prt.Up.2","Pipilo maculatus",8
"407","MiFish.0821.1Prt.Up.2","Turdus migratorius",3063
"408","MiFish.0821.1Prt.Up.3","",1650
"409","MiFish.0821.1Prt.Up.3","Didelphis virginiana",16
"410","MiFish.0821.1Prt.Up.3","Lampetra sp. CBM:ZF:17561",6396
"411","MiFish.0821.1Prt.Up.3","Oncorhynchus clarkii",61744
"412","MiFish.0821.1Prt.Up.3","Oncorhynchus kisutch",27220
"413","MiFish.0821.2Brn.Dn.1","",12
"414","MiFish.0821.2Brn.Dn.1","Oncorhynchus clarkii",32568
"415","MiFish.0821.2Brn.Dn.1","Oncorhynchus kisutch",8742
"416","MiFish.0821.2Brn.Dn.2","",68
"417","MiFish.0821.2Brn.Dn.2","Oncorhynchus clarkii",94002
"418","MiFish.0821.2Brn.Dn.2","Oncorhynchus kisutch",33770
"419","MiFish.0821.2Brn.Dn.2TR2","",36
"420","MiFish.0821.2Brn.Dn.2TR2","Canis lupus",127
"421","MiFish.0821.2Brn.Dn.2TR2","Oncorhynchus clarkii",51348
"422","MiFish.0821.2Brn.Dn.2TR2","Oncorhynchus kisutch",16839
"423","MiFish.0821.2Brn.Dn.2TR2","Oncorhynchus mykiss",163
"424","MiFish.0821.2Brn.Dn.2TR2","Sus scrofa",24
"425","MiFish.0821.2Brn.Dn.2TR3","",33
"426","MiFish.0821.2Brn.Dn.2TR3","Oncorhynchus clarkii",64537
"427","MiFish.0821.2Brn.Dn.2TR3","Oncorhynchus kisutch",20488
"428","MiFish.0821.2Brn.Dn.3","",138
"429","MiFish.0821.2Brn.Dn.3","Oncorhynchus clarkii",26859
"430","MiFish.0821.2Brn.Dn.3","Oncorhynchus kisutch",9983
"431","MiFish.0821.2Brn.Up.1","",103
"432","MiFish.0821.2Brn.Up.1","Oncorhynchus mykiss",1782
"433","MiFish.0821.2Brn.Up.2","",15
"434","MiFish.0821.2Brn.Up.2","Turdus migratorius",188
"435","MiFish.0821.2Brn.Up.3","",859
"436","MiFish.0821.2Brn.Up.3","Turdus migratorius",3742
"437","MiFish.0821.3Chk.Dn.1","",17
"438","MiFish.0821.3Chk.Dn.1","Oncorhynchus clarkii",9584
"439","MiFish.0821.3Chk.Dn.1","Oncorhynchus mykiss",173
"440","MiFish.0821.3Chk.Dn.2","",5
"441","MiFish.0821.3Chk.Dn.2","Oncorhynchus clarkii",15983
"442","MiFish.0821.3Chk.Dn.2","Oncorhynchus mykiss",397
"443","MiFish.0821.3Chk.Dn.3","",288
"444","MiFish.0821.3Chk.Dn.3","Oncorhynchus clarkii",25280
"445","MiFish.0821.3Chk.Up.1","Oncorhynchus clarkii",14211
"446","MiFish.0821.3Chk.Up.2","Oncorhynchus clarkii",45329
"447","MiFish.0821.3Chk.Up.3","",7
"448","MiFish.0821.3Chk.Up.3","Oncorhynchus clarkii",47251
"449","MiFish.0821.4Pad.Dn.1","",72362
"450","MiFish.0821.4Pad.Dn.1","Gasterosteus aculeatus",2956
"451","MiFish.0821.4Pad.Dn.1","Oncorhynchus clarkii",1651
"452","MiFish.0821.4Pad.Dn.1","Oncorhynchus mykiss",845
"453","MiFish.0821.4Pad.Dn.2","",24120
"454","MiFish.0821.4Pad.Dn.2","Gasterosteus aculeatus",1317
"455","MiFish.0821.4Pad.Dn.2","Oncorhynchus clarkii",1175
"456","MiFish.0821.4Pad.Dn.2","Oncorhynchus kisutch",176
"457","MiFish.0821.4Pad.Dn.2","Oncorhynchus mykiss",686
"458","MiFish.0821.4Pad.Dn.3","",36999
"459","MiFish.0821.4Pad.Dn.3","Gasterosteus aculeatus",1720
"460","MiFish.0821.4Pad.Dn.3","Oncorhynchus clarkii",1264
"461","MiFish.0821.4Pad.Dn.3","Oncorhynchus kisutch",69
"462","MiFish.0821.4Pad.Dn.3","Oncorhynchus mykiss",1067
"463","MiFish.0821.4Pad.Dn.3","Sus scrofa",12
"464","MiFish.0821.4Pad.Up11.1","",3968
"465","MiFish.0821.4Pad.Up11.1","Oncorhynchus clarkii",1356
"466","MiFish.0821.4Pad.Up11.1","Oncorhynchus kisutch",2217
"467","MiFish.0821.4Pad.Up11.1","Oncorhynchus mykiss",25905
"468","MiFish.0821.4Pad.Up11.2","",2642
"469","MiFish.0821.4Pad.Up11.2","Oncorhynchus clarkii",1760
"470","MiFish.0821.4Pad.Up11.2","Oncorhynchus kisutch",1905
"471","MiFish.0821.4Pad.Up11.2","Oncorhynchus mykiss",18423
"472","MiFish.0821.4Pad.Up11.3","",2312
"473","MiFish.0821.4Pad.Up11.3","Oncorhynchus clarkii",1637
"474","MiFish.0821.4Pad.Up11.3","Oncorhynchus kisutch",1951
"475","MiFish.0821.4Pad.Up11.3","Oncorhynchus mykiss",19624
"476","MiFish.0821.4Pad.Up11.3","Pimephales promelas",7
"477","MiFish.0821.4Pad.Up11.3","Sus scrofa",897
"478","MiFish.0821.4Pad.Up11.3","Turdus migratorius",61
"479","MiFish.0821.4Pad.Up5.1","",2176
"480","MiFish.0821.4Pad.Up5.1","Melospiza melodia",40
"481","MiFish.0821.4Pad.Up5.1","Oncorhynchus kisutch",8727
"482","MiFish.0821.4Pad.Up5.1","Perca flavescens",1612
"483","MiFish.0821.4Pad.Up5.1","Poecile atricapillus",32
"484","MiFish.0821.4Pad.Up5.2","",4357
"485","MiFish.0821.4Pad.Up5.2","Melospiza melodia",10
"486","MiFish.0821.4Pad.Up5.2","Oncorhynchus kisutch",4729
"487","MiFish.0821.4Pad.Up5.3","",447
"488","MiFish.0821.4Pad.Up5.3","Oncorhynchus kisutch",3938
"489","MiFish.0821.4Pad.Up5.3","Perca flavescens",949
"490","MiFish.0821.4Pad.Up5.3","Pimephales promelas",18
"491","MiFish.0821.5Sqm.Dn.1","",471
"492","MiFish.0821.5Sqm.Dn.1","Lampetra sp. CBM:ZF:17561",960
"493","MiFish.0821.5Sqm.Dn.1","Oncorhynchus clarkii",142817
"494","MiFish.0821.5Sqm.Dn.1","Oncorhynchus kisutch",4437
"495","MiFish.0821.5Sqm.Dn.1","Turdus migratorius",146
"496","MiFish.0821.5Sqm.Dn.2","Lampetra sp. CBM:ZF:17561",294
"497","MiFish.0821.5Sqm.Dn.2","Oncorhynchus clarkii",21446
"498","MiFish.0821.5Sqm.Dn.2","Oncorhynchus kisutch",702
"499","MiFish.0821.5Sqm.Dn.2","Turdus migratorius",85
"500","MiFish.0821.5Sqm.Dn.3","Lampetra sp. CBM:ZF:17561",92
"501","MiFish.0821.5Sqm.Dn.3","Oncorhynchus clarkii",47824
"502","MiFish.0821.5Sqm.Dn.3","Oncorhynchus kisutch",1565
"503","MiFish.0821.5Sqm.Dn.3","Turdus migratorius",28
"504","MiFish.0821.5Sqm.Up.1","Lampetra sp. CBM:ZF:17561",6678
"505","MiFish.0821.5Sqm.Up.1","Oncorhynchus clarkii",29361
"506","MiFish.0821.5Sqm.Up.1","Oncorhynchus kisutch",11248
"507","MiFish.0821.5Sqm.Up.1","Turdus migratorius",200
"508","MiFish.0821.5Sqm.Up.2","",5
"509","MiFish.0821.5Sqm.Up.2","Lampetra sp. CBM:ZF:17561",8670
"510","MiFish.0821.5Sqm.Up.2","Oncorhynchus clarkii",29964
"511","MiFish.0821.5Sqm.Up.2","Oncorhynchus kisutch",10498
"512","MiFish.0821.5Sqm.Up.2","Turdus migratorius",155
"513","MiFish.0821.5Sqm.Up.3","Lampetra sp. CBM:ZF:17561",6555
"514","MiFish.0821.5Sqm.Up.3","Oncorhynchus clarkii",26118
"515","MiFish.0821.5Sqm.Up.3","Oncorhynchus kisutch",10050
"516","MiFish.0821.5Sqm.Up.3","Turdus migratorius",161
"517","MiFish.Kangaroo.Run.2","",723
"518","MiFish.Kangaroo.Run.2","Osphranter rufus",128818
"519","MiFish.Kangaroo.Run.3","",160
"520","MiFish.Kangaroo.Run.3","Lampetra sp. CBM:ZF:17561",4
"521","MiFish.Kangaroo.Run.3","Oncorhynchus clarkii",10
"522","MiFish.Kangaroo.Run.3","Oncorhynchus kisutch",8
"523","MiFish.Kangaroo.Run.3","Osphranter rufus",36682
"524","MiFish.Kangaroo.Run.4","",617
"525","MiFish.Kangaroo.Run.4","Osphranter rufus",48396
"526","MiFish.Kangaroo.Run.6","",231
"527","MiFish.Kangaroo.Run.6","Osphranter rufus",53345
