"Sample_name","class","species","tot"
"MiFish.0621.2Brn.Dn.1","Actinopteri","Oncorhynchus clarkii",16450
"MiFish.0621.2Brn.Dn.1","Actinopteri","Oncorhynchus kisutch",17342
"MiFish.0621.2Brn.Dn.2","Actinopteri","Oncorhynchus clarkii",18865
"MiFish.0621.2Brn.Dn.2","Actinopteri","Oncorhynchus kisutch",14449
"MiFish.0621.2Brn.Dn.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",27
"MiFish.0621.2Brn.Dn.3","Actinopteri","Oncorhynchus clarkii",67682
"MiFish.0621.2Brn.Dn.3","Actinopteri","Oncorhynchus kisutch",80740
"MiFish.0621.2Brn.Dn.3","Aves","Turdus migratorius",17
"MiFish.0621.3Chk.Dn.1","Actinopteri","Oncorhynchus clarkii",32767
"MiFish.0621.3Chk.Dn.1","Actinopteri","Oncorhynchus mykiss",1038
"MiFish.0621.3Chk.Dn.1","Aves","Turdus migratorius",45
"MiFish.0621.3Chk.Dn.2","Actinopteri","Oncorhynchus clarkii",36295
"MiFish.0621.3Chk.Dn.2","Actinopteri","Oncorhynchus mykiss",3293
"MiFish.0621.3Chk.Dn.2","Actinopteri","Perca flavescens",11
"MiFish.0621.3Chk.Dn.2","Aves","Turdus migratorius",17
"MiFish.0621.3Chk.Dn.3","Actinopteri","Oncorhynchus clarkii",149678
"MiFish.0621.3Chk.Dn.3","Actinopteri","Oncorhynchus mykiss",10208
"MiFish.0621.3Chk.Dn.3","Aves","Turdus migratorius",448
"MiFish.0621.3Chk.Dn.3","Mammalia","Sus scrofa",286
"MiFish.0621.3Chk.Up.1","Actinopteri","Oncorhynchus clarkii",92996
"MiFish.0621.3Chk.Up.1","Aves","Turdus migratorius",70
"MiFish.0621.3Chk.Up.2","Actinopteri","Oncorhynchus clarkii",158769
"MiFish.0621.3Chk.Up.2","Aves","Turdus migratorius",871
"MiFish.0621.3Chk.Up.3","Actinopteri","Oncorhynchus clarkii",39758
"MiFish.0621.3Chk.Up.3","Actinopteri","Oncorhynchus mykiss",77
"MiFish.0621.3Chk.Up.3","Aves","Turdus migratorius",167
"MiFish.0621.4Pad.Dn.1","Actinopteri","Gasterosteus aculeatus",1849
"MiFish.0621.4Pad.Dn.1","Actinopteri","Oncorhynchus clarkii",1859
"MiFish.0621.4Pad.Dn.1","Actinopteri","Oncorhynchus kisutch",22989
"MiFish.0621.4Pad.Dn.1","Actinopteri","Oncorhynchus mykiss",8239
"MiFish.0621.4Pad.Dn.2","Actinopteri","Gasterosteus aculeatus",61
"MiFish.0621.4Pad.Dn.2","Actinopteri","Oncorhynchus clarkii",47
"MiFish.0621.4Pad.Dn.2","Actinopteri","Oncorhynchus kisutch",473
"MiFish.0621.4Pad.Dn.2","Actinopteri","Oncorhynchus mykiss",209
"MiFish.0621.4Pad.Dn.3","Actinopteri","Gasterosteus aculeatus",1699
"MiFish.0621.4Pad.Dn.3","Actinopteri","Oncorhynchus clarkii",1171
"MiFish.0621.4Pad.Dn.3","Actinopteri","Oncorhynchus kisutch",17329
"MiFish.0621.4Pad.Dn.3","Actinopteri","Oncorhynchus mykiss",6844
"MiFish.0621.4Pad.Dn.3","Aves","Sturnus vulgaris",12
"MiFish.0621.4Pad.Up11.1","Actinopteri","Oncorhynchus clarkii",12532
"MiFish.0621.4Pad.Up11.1","Actinopteri","Oncorhynchus kisutch",31582
"MiFish.0621.4Pad.Up11.1","Actinopteri","Oncorhynchus mykiss",15948
"MiFish.0621.4Pad.Up11.1","Aves","Turdus migratorius",17
"MiFish.0621.4Pad.Up11.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",2
"MiFish.0621.4Pad.Up11.2","Actinopteri","Oncorhynchus clarkii",7858
"MiFish.0621.4Pad.Up11.2","Actinopteri","Oncorhynchus kisutch",43567
"MiFish.0621.4Pad.Up11.2","Actinopteri","Oncorhynchus mykiss",9241
"MiFish.0621.4Pad.Up11.2","Actinopteri","Perca flavescens",1636
"MiFish.0621.4Pad.Up11.2","Aves","Sturnus vulgaris",104
"MiFish.0621.4Pad.Up11.2","Aves","Turdus migratorius",15
"MiFish.0621.4Pad.Up5.1","Actinopteri","Oncorhynchus kisutch",26474
"MiFish.0621.4Pad.Up5.1","Actinopteri","Perca flavescens",1045
"MiFish.0621.4Pad.Up5.1","Aves","Turdus migratorius",135
"MiFish.0621.4Pad.Up5.2","Actinopteri","Oncorhynchus kisutch",1262
"MiFish.0621.4Pad.Up5.2","Aves","Turdus migratorius",31
"MiFish.0621.4Pad.Up5.3","Actinopteri","Oncorhynchus kisutch",19176
"MiFish.0621.4Pad.Up5.3","Actinopteri","Perca flavescens",654
"MiFish.0621.4Pad.Up5.3","Aves","Turdus migratorius",1897
"MiFish.0621.4Pad.Up5.3","Mammalia","Sus scrofa",45
"MiFish.0621.5Sqm.Dn.1","Actinopteri","Oncorhynchus clarkii",40456
"MiFish.0621.5Sqm.Dn.1","Actinopteri","Oncorhynchus kisutch",11420
"MiFish.0621.5Sqm.Dn.1","Actinopteri","Pimephales promelas",541
"MiFish.0621.5Sqm.Dn.1","Aves","Melospiza melodia",332
"MiFish.0621.5Sqm.Dn.1","Aves","Turdus migratorius",1297
"MiFish.0621.5Sqm.Dn.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",3410
"MiFish.0621.5Sqm.Dn.2","Actinopteri","Ameiurus nebulosus",1396
"MiFish.0621.5Sqm.Dn.2","Actinopteri","Oncorhynchus clarkii",23839
"MiFish.0621.5Sqm.Dn.2","Actinopteri","Oncorhynchus kisutch",5703
"MiFish.0621.5Sqm.Dn.2","Aves","Melospiza melodia",23
"MiFish.0621.5Sqm.Dn.2","Aves","Turdus migratorius",246
"MiFish.0621.5Sqm.Dn.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",3808
"MiFish.0621.5Sqm.Dn.3","Actinopteri","Ameiurus nebulosus",2179
"MiFish.0621.5Sqm.Dn.3","Actinopteri","Oncorhynchus clarkii",89797
"MiFish.0621.5Sqm.Dn.3","Actinopteri","Oncorhynchus kisutch",11446
"MiFish.0621.5Sqm.Dn.3","Actinopteri","Oncorhynchus mykiss",1843
"MiFish.0621.5Sqm.Dn.3","Actinopteri","Pimephales promelas",2719
"MiFish.0621.5Sqm.Dn.3","Aves","Melospiza melodia",247
"MiFish.0621.5Sqm.Dn.3","Aves","Poecile atricapillus",38
"MiFish.0621.5Sqm.Dn.3","Aves","Turdus migratorius",2864
"MiFish.0621.5Sqm.Dn.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",5266
"MiFish.0621.5Sqm.Up.1","Actinopteri","Oncorhynchus clarkii",19777
"MiFish.0621.5Sqm.Up.1","Actinopteri","Oncorhynchus kisutch",5061
"MiFish.0621.5Sqm.Up.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",953
"MiFish.0621.5Sqm.Up.2","Actinopteri","Oncorhynchus clarkii",73780
"MiFish.0621.5Sqm.Up.2","Actinopteri","Oncorhynchus kisutch",21753
"MiFish.0621.5Sqm.Up.2","Aves","Bombycilla cedrorum",9
"MiFish.0621.5Sqm.Up.2","Aves","Melospiza melodia",397
"MiFish.0621.5Sqm.Up.2","Aves","Turdus migratorius",9163
"MiFish.0621.5Sqm.Up.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",16383
"MiFish.0621.5Sqm.Up.3","Actinopteri","Ameiurus nebulosus",1696
"MiFish.0621.5Sqm.Up.3","Actinopteri","Oncorhynchus clarkii",167271
"MiFish.0621.5Sqm.Up.3","Actinopteri","Oncorhynchus kisutch",42921
"MiFish.0621.5Sqm.Up.3","Actinopteri","Pimephales promelas",4260
"MiFish.0621.5Sqm.Up.3","Aves","Melospiza melodia",123
"MiFish.0621.5Sqm.Up.3","Aves","Turdus migratorius",1845
"MiFish.0621.5Sqm.Up.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",38079
"MiFish.0721.1Prt.Dn.1","Actinopteri","Oncorhynchus clarkii",57130
"MiFish.0721.1Prt.Dn.1","Actinopteri","Oncorhynchus kisutch",20335
"MiFish.0721.1Prt.Dn.1","Aves","Turdus migratorius",139
"MiFish.0721.1Prt.Dn.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",12901
"MiFish.0721.1Prt.Dn.1","Mammalia","Didelphis virginiana",5
"MiFish.0721.1Prt.Dn.2","Actinopteri","Oncorhynchus clarkii",55422
"MiFish.0721.1Prt.Dn.2","Actinopteri","Oncorhynchus kisutch",23071
"MiFish.0721.1Prt.Dn.2","Aves","Turdus migratorius",240
"MiFish.0721.1Prt.Dn.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",10696
"MiFish.0721.1Prt.Dn.3","Actinopteri","Oncorhynchus clarkii",35816
"MiFish.0721.1Prt.Dn.3","Actinopteri","Oncorhynchus kisutch",12839
"MiFish.0721.1Prt.Dn.3","Aves","Turdus migratorius",243
"MiFish.0721.1Prt.Dn.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",10886
"MiFish.0721.1Prt.Up.1","Actinopteri","Oncorhynchus clarkii",27435
"MiFish.0721.1Prt.Up.1","Actinopteri","Oncorhynchus kisutch",12880
"MiFish.0721.1Prt.Up.1","Aves","Turdus migratorius",96
"MiFish.0721.1Prt.Up.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",15623
"MiFish.0721.1Prt.Up.1","Mammalia","Didelphis virginiana",15
"MiFish.0721.1Prt.Up.2","Actinopteri","Oncorhynchus clarkii",35701
"MiFish.0721.1Prt.Up.2","Actinopteri","Oncorhynchus kisutch",13027
"MiFish.0721.1Prt.Up.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",10983
"MiFish.0721.1Prt.Up.2","Mammalia","Didelphis virginiana",386
"MiFish.0721.1Prt.Up.3","Actinopteri","Oncorhynchus clarkii",100923
"MiFish.0721.1Prt.Up.3","Actinopteri","Oncorhynchus kisutch",27362
"MiFish.0721.1Prt.Up.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",45047
"MiFish.0721.1Prt.Up.3","Mammalia","Didelphis virginiana",281
"MiFish.0721.2Brn.Dn.1","Actinopteri","Oncorhynchus clarkii",49895
"MiFish.0721.2Brn.Dn.1","Actinopteri","Oncorhynchus kisutch",17290
"MiFish.0721.2Brn.Dn.1","Mammalia","Didelphis virginiana",164
"MiFish.0721.2Brn.Dn.2","Actinopteri","Oncorhynchus clarkii",36398
"MiFish.0721.2Brn.Dn.2","Actinopteri","Oncorhynchus kisutch",11916
"MiFish.0721.2Brn.Dn.3","Actinopteri","Oncorhynchus clarkii",48002
"MiFish.0721.2Brn.Dn.3","Actinopteri","Oncorhynchus kisutch",15461
"MiFish.0721.2Brn.Up.1","Aves","Turdus migratorius",220
"MiFish.0721.2Brn.Up.2","Aves","Turdus migratorius",212
"MiFish.0721.3Chk.Dn.1","Actinopteri","Oncorhynchus clarkii",81936
"MiFish.0721.3Chk.Dn.1","Actinopteri","Oncorhynchus mykiss",3460
"MiFish.0721.3Chk.Dn.1","Mammalia","Didelphis virginiana",5
"MiFish.0721.3Chk.Dn.2","Actinopteri","Oncorhynchus clarkii",82421
"MiFish.0721.3Chk.Dn.2","Actinopteri","Oncorhynchus mykiss",3741
"MiFish.0721.3Chk.Dn.2","Mammalia","Scapanus orarius",6
"MiFish.0721.3Chk.Dn.3","Actinopteri","Oncorhynchus clarkii",87286
"MiFish.0721.3Chk.Dn.3","Actinopteri","Oncorhynchus mykiss",2387
"MiFish.0721.3Chk.Up.1","Actinopteri","Oncorhynchus clarkii",38178
"MiFish.0721.3Chk.Up.1","Actinopteri","Oncorhynchus mykiss",528
"MiFish.0721.3Chk.Up.1","Mammalia","Didelphis virginiana",48
"MiFish.0721.3Chk.Up.2","Actinopteri","Oncorhynchus clarkii",29624
"MiFish.0721.3Chk.Up.2","Actinopteri","Oncorhynchus mykiss",452
"MiFish.0721.3Chk.Up.2","Aves","Turdus migratorius",29
"MiFish.0721.3Chk.Up.2","Mammalia","Didelphis virginiana",132
"MiFish.0721.3Chk.Up.3","Actinopteri","Oncorhynchus clarkii",101266
"MiFish.0721.3Chk.Up.3","Actinopteri","Oncorhynchus mykiss",2615
"MiFish.0721.3Chk.Up.3","Aves","Turdus migratorius",58
"MiFish.0721.3Chk.Up.3","Mammalia","Didelphis virginiana",84
"MiFish.0721.4Pad.Dn.1","Actinopteri","Gasterosteus aculeatus",8529
"MiFish.0721.4Pad.Dn.1","Actinopteri","Oncorhynchus clarkii",9612
"MiFish.0721.4Pad.Dn.1","Actinopteri","Oncorhynchus kisutch",1218
"MiFish.0721.4Pad.Dn.1","Actinopteri","Oncorhynchus mykiss",20104
"MiFish.0721.4Pad.Dn.2","Actinopteri","Gasterosteus aculeatus",4572
"MiFish.0721.4Pad.Dn.2","Actinopteri","Oncorhynchus clarkii",6535
"MiFish.0721.4Pad.Dn.2","Actinopteri","Oncorhynchus kisutch",229
"MiFish.0721.4Pad.Dn.2","Actinopteri","Oncorhynchus mykiss",18023
"MiFish.0721.4Pad.Dn.3","Actinopteri","Gasterosteus aculeatus",4351
"MiFish.0721.4Pad.Dn.3","Actinopteri","Oncorhynchus clarkii",3079
"MiFish.0721.4Pad.Dn.3","Actinopteri","Oncorhynchus kisutch",87
"MiFish.0721.4Pad.Dn.3","Actinopteri","Oncorhynchus mykiss",11115
"MiFish.0721.4Pad.Up11.1","Actinopteri","Oncorhynchus clarkii",13368
"MiFish.0721.4Pad.Up11.1","Actinopteri","Oncorhynchus kisutch",15729
"MiFish.0721.4Pad.Up11.1","Actinopteri","Oncorhynchus mykiss",68957
"MiFish.0721.4Pad.Up11.1","Actinopteri","Perca flavescens",626
"MiFish.0721.4Pad.Up11.1","Aves","Melospiza melodia",10
"MiFish.0721.4Pad.Up11.1","Aves","Turdus migratorius",887
"MiFish.0721.4Pad.Up11.1","Mammalia","Sus scrofa",54
"MiFish.0721.4Pad.Up11.2","Actinopteri","Oncorhynchus clarkii",10382
"MiFish.0721.4Pad.Up11.2","Actinopteri","Oncorhynchus kisutch",20710
"MiFish.0721.4Pad.Up11.2","Actinopteri","Oncorhynchus mykiss",75253
"MiFish.0721.4Pad.Up11.3","Actinopteri","Oncorhynchus clarkii",4775
"MiFish.0721.4Pad.Up11.3","Actinopteri","Oncorhynchus kisutch",4318
"MiFish.0721.4Pad.Up11.3","Actinopteri","Oncorhynchus mykiss",19978
"MiFish.0721.4Pad.Up11.3","Actinopteri","Perca flavescens",234
"MiFish.0721.4Pad.Up11.3","Aves","Melospiza melodia",10
"MiFish.0721.4Pad.Up5.1","Actinopteri","Oncorhynchus kisutch",44157
"MiFish.0721.4Pad.Up5.1","Aves","Turdus migratorius",7929
"MiFish.0721.4Pad.Up5.1.TR2","Actinopteri","Oncorhynchus kisutch",29972
"MiFish.0721.4Pad.Up5.1.TR2","Aves","Turdus migratorius",6668
"MiFish.0721.4Pad.Up5.1.TR3","Actinopteri","Oncorhynchus kisutch",60849
"MiFish.0721.4Pad.Up5.1.TR3","Aves","Turdus migratorius",10903
"MiFish.0721.4Pad.Up5.1.TR3","Mammalia","Sus scrofa",68
"MiFish.0721.4Pad.Up5.2","Actinopteri","Oncorhynchus kisutch",54694
"MiFish.0721.4Pad.Up5.2","Actinopteri","Perca flavescens",1932
"MiFish.0721.4Pad.Up5.2","Aves","Turdus migratorius",7297
"MiFish.0721.4Pad.Up5.3","Actinopteri","Oncorhynchus kisutch",17333
"MiFish.0721.4Pad.Up5.3","Aves","Turdus migratorius",1214
"MiFish.0721.5Sqm.Dn.1","Actinopteri","Oncorhynchus clarkii",62968
"MiFish.0721.5Sqm.Dn.1","Actinopteri","Oncorhynchus kisutch",29748
"MiFish.0721.5Sqm.Dn.1","Aves","Turdus migratorius",4
"MiFish.0721.5Sqm.Dn.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",68
"MiFish.0721.5Sqm.Dn.2","Actinopteri","Oncorhynchus clarkii",76838
"MiFish.0721.5Sqm.Dn.2","Actinopteri","Oncorhynchus kisutch",27979
"MiFish.0721.5Sqm.Dn.2","Aves","Turdus migratorius",5
"MiFish.0721.5Sqm.Dn.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",32
"MiFish.0721.5Sqm.Dn.2","Mammalia","Sus scrofa",4
"MiFish.0721.5Sqm.Dn.3","Actinopteri","Oncorhynchus clarkii",31179
"MiFish.0721.5Sqm.Dn.3","Actinopteri","Oncorhynchus kisutch",9010
"MiFish.0721.5Sqm.Dn.3","Aves","Turdus migratorius",13
"MiFish.0721.5Sqm.Dn.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",10
"MiFish.0721.5Sqm.Up.1","Actinopteri","Oncorhynchus clarkii",45205
"MiFish.0721.5Sqm.Up.1","Actinopteri","Oncorhynchus kisutch",18950
"MiFish.0721.5Sqm.Up.1","Aves","Turdus migratorius",4135
"MiFish.0721.5Sqm.Up.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",5667
"MiFish.0721.5Sqm.Up.2","Actinopteri","Oncorhynchus clarkii",23453
"MiFish.0721.5Sqm.Up.2","Actinopteri","Oncorhynchus kisutch",10459
"MiFish.0721.5Sqm.Up.2","Aves","Turdus migratorius",2453
"MiFish.0721.5Sqm.Up.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",3319
"MiFish.0721.5Sqm.Up.3","Actinopteri","Oncorhynchus clarkii",59228
"MiFish.0721.5Sqm.Up.3","Actinopteri","Oncorhynchus kisutch",26822
"MiFish.0721.5Sqm.Up.3","Aves","Turdus migratorius",4403
"MiFish.0721.5Sqm.Up.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",4262
"MiFish.0821.1Prt.Dn.1","Actinopteri","Oncorhynchus clarkii",18132
"MiFish.0821.1Prt.Dn.1","Actinopteri","Oncorhynchus kisutch",5289
"MiFish.0821.1Prt.Dn.1","Actinopteri","Oncorhynchus nerka",88
"MiFish.0821.1Prt.Dn.1","Aves","Turdus migratorius",41
"MiFish.0821.1Prt.Dn.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",3236
"MiFish.0821.1Prt.Dn.2","Actinopteri","Oncorhynchus clarkii",14682
"MiFish.0821.1Prt.Dn.2","Actinopteri","Oncorhynchus kisutch",5765
"MiFish.0821.1Prt.Dn.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",5148
"MiFish.0821.1Prt.Dn.3","Actinopteri","Oncorhynchus clarkii",75416
"MiFish.0821.1Prt.Dn.3","Actinopteri","Oncorhynchus kisutch",42718
"MiFish.0821.1Prt.Dn.3","Aves","Turdus migratorius",161
"MiFish.0821.1Prt.Dn.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",12732
"MiFish.0821.1Prt.Up.1","Actinopteri","Oncorhynchus clarkii",3636
"MiFish.0821.1Prt.Up.1","Actinopteri","Oncorhynchus kisutch",1162
"MiFish.0821.1Prt.Up.1","Aves","Turdus migratorius",265
"MiFish.0821.1Prt.Up.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",1126
"MiFish.0821.1Prt.Up.2","Actinopteri","Oncorhynchus clarkii",18341
"MiFish.0821.1Prt.Up.2","Actinopteri","Oncorhynchus kisutch",7871
"MiFish.0821.1Prt.Up.2","Aves","Pipilo maculatus",8
"MiFish.0821.1Prt.Up.2","Aves","Turdus migratorius",3063
"MiFish.0821.1Prt.Up.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",4532
"MiFish.0821.1Prt.Up.2","Mammalia","Didelphis virginiana",145
"MiFish.0821.1Prt.Up.3","Actinopteri","Oncorhynchus clarkii",61744
"MiFish.0821.1Prt.Up.3","Actinopteri","Oncorhynchus kisutch",27220
"MiFish.0821.1Prt.Up.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",6396
"MiFish.0821.1Prt.Up.3","Mammalia","Didelphis virginiana",16
"MiFish.0821.2Brn.Dn.1","Actinopteri","Oncorhynchus clarkii",32568
"MiFish.0821.2Brn.Dn.1","Actinopteri","Oncorhynchus kisutch",8742
"MiFish.0821.2Brn.Dn.2","Actinopteri","Oncorhynchus clarkii",94002
"MiFish.0821.2Brn.Dn.2","Actinopteri","Oncorhynchus kisutch",33770
"MiFish.0821.2Brn.Dn.2TR2","Actinopteri","Oncorhynchus clarkii",51348
"MiFish.0821.2Brn.Dn.2TR2","Actinopteri","Oncorhynchus kisutch",16839
"MiFish.0821.2Brn.Dn.2TR2","Actinopteri","Oncorhynchus mykiss",163
"MiFish.0821.2Brn.Dn.2TR2","Mammalia","Canis lupus",127
"MiFish.0821.2Brn.Dn.2TR2","Mammalia","Sus scrofa",24
"MiFish.0821.2Brn.Dn.2TR3","Actinopteri","Oncorhynchus clarkii",64537
"MiFish.0821.2Brn.Dn.2TR3","Actinopteri","Oncorhynchus kisutch",20488
"MiFish.0821.2Brn.Dn.3","Actinopteri","Oncorhynchus clarkii",26859
"MiFish.0821.2Brn.Dn.3","Actinopteri","Oncorhynchus kisutch",9983
"MiFish.0821.2Brn.Up.1","Actinopteri","Oncorhynchus mykiss",1782
"MiFish.0821.2Brn.Up.2","Aves","Turdus migratorius",188
"MiFish.0821.2Brn.Up.3","Aves","Turdus migratorius",3742
"MiFish.0821.3Chk.Dn.1","Actinopteri","Oncorhynchus clarkii",9584
"MiFish.0821.3Chk.Dn.1","Actinopteri","Oncorhynchus mykiss",173
"MiFish.0821.3Chk.Dn.2","Actinopteri","Oncorhynchus clarkii",15983
"MiFish.0821.3Chk.Dn.2","Actinopteri","Oncorhynchus mykiss",397
"MiFish.0821.3Chk.Dn.3","Actinopteri","Oncorhynchus clarkii",25280
"MiFish.0821.3Chk.Up.1","Actinopteri","Oncorhynchus clarkii",14211
"MiFish.0821.3Chk.Up.2","Actinopteri","Oncorhynchus clarkii",45329
"MiFish.0821.3Chk.Up.3","Actinopteri","Oncorhynchus clarkii",47251
"MiFish.0821.4Pad.Dn.1","Actinopteri","Gasterosteus aculeatus",2956
"MiFish.0821.4Pad.Dn.1","Actinopteri","Oncorhynchus clarkii",1651
"MiFish.0821.4Pad.Dn.1","Actinopteri","Oncorhynchus mykiss",845
"MiFish.0821.4Pad.Dn.2","Actinopteri","Gasterosteus aculeatus",1317
"MiFish.0821.4Pad.Dn.2","Actinopteri","Oncorhynchus clarkii",1175
"MiFish.0821.4Pad.Dn.2","Actinopteri","Oncorhynchus kisutch",176
"MiFish.0821.4Pad.Dn.2","Actinopteri","Oncorhynchus mykiss",686
"MiFish.0821.4Pad.Dn.3","Actinopteri","Gasterosteus aculeatus",1720
"MiFish.0821.4Pad.Dn.3","Actinopteri","Oncorhynchus clarkii",1264
"MiFish.0821.4Pad.Dn.3","Actinopteri","Oncorhynchus kisutch",69
"MiFish.0821.4Pad.Dn.3","Actinopteri","Oncorhynchus mykiss",1067
"MiFish.0821.4Pad.Dn.3","Mammalia","Sus scrofa",12
"MiFish.0821.4Pad.Up11.1","Actinopteri","Oncorhynchus clarkii",1356
"MiFish.0821.4Pad.Up11.1","Actinopteri","Oncorhynchus kisutch",2217
"MiFish.0821.4Pad.Up11.1","Actinopteri","Oncorhynchus mykiss",25905
"MiFish.0821.4Pad.Up11.2","Actinopteri","Oncorhynchus clarkii",1760
"MiFish.0821.4Pad.Up11.2","Actinopteri","Oncorhynchus kisutch",1905
"MiFish.0821.4Pad.Up11.2","Actinopteri","Oncorhynchus mykiss",18423
"MiFish.0821.4Pad.Up11.3","Actinopteri","Oncorhynchus clarkii",1637
"MiFish.0821.4Pad.Up11.3","Actinopteri","Oncorhynchus kisutch",1951
"MiFish.0821.4Pad.Up11.3","Actinopteri","Oncorhynchus mykiss",19624
"MiFish.0821.4Pad.Up11.3","Actinopteri","Pimephales promelas",7
"MiFish.0821.4Pad.Up11.3","Aves","Turdus migratorius",61
"MiFish.0821.4Pad.Up11.3","Mammalia","Sus scrofa",897
"MiFish.0821.4Pad.Up5.1","Actinopteri","Oncorhynchus kisutch",8727
"MiFish.0821.4Pad.Up5.1","Actinopteri","Perca flavescens",1612
"MiFish.0821.4Pad.Up5.1","Aves","Melospiza melodia",40
"MiFish.0821.4Pad.Up5.1","Aves","Poecile atricapillus",32
"MiFish.0821.4Pad.Up5.2","Actinopteri","Oncorhynchus kisutch",4729
"MiFish.0821.4Pad.Up5.2","Aves","Melospiza melodia",10
"MiFish.0821.4Pad.Up5.3","Actinopteri","Oncorhynchus kisutch",3938
"MiFish.0821.4Pad.Up5.3","Actinopteri","Perca flavescens",949
"MiFish.0821.4Pad.Up5.3","Actinopteri","Pimephales promelas",18
"MiFish.0821.5Sqm.Dn.1","Actinopteri","Oncorhynchus clarkii",142817
"MiFish.0821.5Sqm.Dn.1","Actinopteri","Oncorhynchus kisutch",4437
"MiFish.0821.5Sqm.Dn.1","Aves","Turdus migratorius",146
"MiFish.0821.5Sqm.Dn.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",960
"MiFish.0821.5Sqm.Dn.2","Actinopteri","Oncorhynchus clarkii",21446
"MiFish.0821.5Sqm.Dn.2","Actinopteri","Oncorhynchus kisutch",702
"MiFish.0821.5Sqm.Dn.2","Aves","Turdus migratorius",85
"MiFish.0821.5Sqm.Dn.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",294
"MiFish.0821.5Sqm.Dn.3","Actinopteri","Oncorhynchus clarkii",47824
"MiFish.0821.5Sqm.Dn.3","Actinopteri","Oncorhynchus kisutch",1565
"MiFish.0821.5Sqm.Dn.3","Aves","Turdus migratorius",28
"MiFish.0821.5Sqm.Dn.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",92
"MiFish.0821.5Sqm.Up.1","Actinopteri","Oncorhynchus clarkii",29361
"MiFish.0821.5Sqm.Up.1","Actinopteri","Oncorhynchus kisutch",11248
"MiFish.0821.5Sqm.Up.1","Aves","Turdus migratorius",200
"MiFish.0821.5Sqm.Up.1","Hyperoartia","Lampetra sp. CBM:ZF:17561",6678
"MiFish.0821.5Sqm.Up.2","Actinopteri","Oncorhynchus clarkii",29964
"MiFish.0821.5Sqm.Up.2","Actinopteri","Oncorhynchus kisutch",10498
"MiFish.0821.5Sqm.Up.2","Aves","Turdus migratorius",155
"MiFish.0821.5Sqm.Up.2","Hyperoartia","Lampetra sp. CBM:ZF:17561",8670
"MiFish.0821.5Sqm.Up.3","Actinopteri","Oncorhynchus clarkii",26118
"MiFish.0821.5Sqm.Up.3","Actinopteri","Oncorhynchus kisutch",10050
"MiFish.0821.5Sqm.Up.3","Aves","Turdus migratorius",161
"MiFish.0821.5Sqm.Up.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",6555
"MiFish.Kangaroo.Run.2","Mammalia","Osphranter rufus",128818
"MiFish.Kangaroo.Run.3","Actinopteri","Oncorhynchus clarkii",10
"MiFish.Kangaroo.Run.3","Actinopteri","Oncorhynchus kisutch",8
"MiFish.Kangaroo.Run.3","Hyperoartia","Lampetra sp. CBM:ZF:17561",4
"MiFish.Kangaroo.Run.3","Mammalia","Osphranter rufus",36682
"MiFish.Kangaroo.Run.4","Mammalia","Osphranter rufus",48396
"MiFish.Kangaroo.Run.5","Mammalia","Osphranter rufus",87837
"MiFish.Kangaroo.Run.6","Mammalia","Osphranter rufus",53345
"MiFish.Kangaroo.Run.7.NA","Mammalia","Osphranter rufus",65648
