"","representative","taxID","taxon","rank","score","kingdom","phylum","class","order","family","genus","species"
"1","da56b1b8cf1fb161ba73132aac5b3db82eed53bd",9611,"Canis","genus",NA,"Metazoa","Chordata","Mammalia","Carnivora","Canidae","Canis",""
"2","3d6805a33d82861249370295909b75949fd6d3f9",84832,"Molothrus","genus",NA,"Metazoa","Chordata","Aves","Passeriformes","Icteridae","Molothrus",""
"3","96751cd5f71d830f39666f62d6de08e350b14ec5",9434,"Myotis","genus",1,"Metazoa","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",""
"4","45721731a9a394fddfa6c6f7409e02297ba8586c",9612,"Canis lupus","species",NA,"Metazoa","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"5","5760723c6e28c8e3422ee285d0f778f5923b74fb",30427,"Haemorhous mexicanus","species",NA,"Metazoa","Chordata","Aves","Passeriformes","Fringillidae","Haemorhous","Haemorhous mexicanus"
"6","86192beffdb20507fc83226d579f8a2f2676bb48",10009,"Tamiasciurus hudsonicus","species",NA,"Metazoa","Chordata","Mammalia","Rodentia","Sciuridae","Tamiasciurus","Tamiasciurus hudsonicus"
"7","4d2e7d035ba7b470e9fd980a40b9b2d3ddb042fc",44393,"Zonotrichia leucophrys","species",NA,"Metazoa","Chordata","Aves","Passeriformes","Passerellidae","Zonotrichia","Zonotrichia leucophrys"
"8","62ab1045b2aca6e72979d0bee0bcd083f1bffea7",9319,"Osphranter robustus","species",NA,"Metazoa","Chordata","Mammalia","Diprotodontia","Macropodidae","Osphranter","Osphranter robustus"
