Sample_name,Locus,Hash,nReads
34,Ac16S,9794a0d15bfdf9d002e1564c85eb0fbf612049ed,16130
34,Ac16S,3cdb756a4829bf3d077ec0af970d9f46af6963b8,5114
34,Ac16S,c3dbdf346cff3c1adad46ee0962d54e90cfd75fa,104135
34,Ac16S,daef6d2f7188a7be298938d3ff50ef6f7d31df43,733
34,Ac16S,538afe58ff9215120fb2a08e109127c6f2562e4e,8205
34,Ac16S,bf42a5bb1ec15e8fe11e20b2b71bddfe749af866,7310
34,Ac16S,4450e479e7a3b55ed4ff30101b2aa81cf02916b4,4547
34,Ac16S,e78cacb282d1da13dab5b7615ffbb32b29e07c4f,202
34,Ac16S,ecf469d00fac1052d28f063710713c13bf303fdd,1297
34,Ac16S,ff5da03589f03bef0eb350d0f95244d5e1c57c54,2399
34,Ac16S,acf0f830a913c2ea4a2059f8bdf041d21ea2bfbd,1212
34,Ac16S,58e45243e0f2107d52459805775bb1372b625c7e,435
34,Ac16S,f4b1baaf04a01b98da4a6deb5f74059329c5d984,1050
34,Ac16S,1fa02e0f86da8b5b984394c049b4cb08140c57da,474
34,Ac16S,e637b71514ed93d8058c84eb3b878b4aea387ffd,376
34,Ac16S,d30ffa492e5abecf536b1b5ea47cf9d2493fc499,307
34,Ac16S,14e534dd50c7463d41bd270a1216a20dc0453dfc,276
34,Ac16S,541518842c1f78d5386efbd3af9b71abc47d86d5,221
34,Ac16S,b742c18ddc359e5b2554c23315d9bfcd4f4bd79a,137
34,Ac16S,891f0cb27e89cd179ace51f0c7e87df7faf20900,130
34,Ac16S,4064b493e09ad8887749d3657806cba4181e333a,72
35,Ac16S,9794a0d15bfdf9d002e1564c85eb0fbf612049ed,19314
35,Ac16S,3cdb756a4829bf3d077ec0af970d9f46af6963b8,34512
35,Ac16S,c3dbdf346cff3c1adad46ee0962d54e90cfd75fa,3719
35,Ac16S,daef6d2f7188a7be298938d3ff50ef6f7d31df43,43026
35,Ac16S,538afe58ff9215120fb2a08e109127c6f2562e4e,5998
35,Ac16S,bf42a5bb1ec15e8fe11e20b2b71bddfe749af866,1575
35,Ac16S,4450e479e7a3b55ed4ff30101b2aa81cf02916b4,3985
35,Ac16S,e78cacb282d1da13dab5b7615ffbb32b29e07c4f,733
35,Ac16S,5e1cfbfbc03a5d1c27ee51babd89dbf8b8af613c,9253
35,Ac16S,ecf469d00fac1052d28f063710713c13bf303fdd,509
35,Ac16S,4fd0ac0a73954770ac57a3573103b795fc76880a,643
35,Ac16S,cf37a5d32abe18dc80b528477ead2d9745c6a544,197
35,Ac16S,e1eae85fda4f3232050e0bde65f0474923561d6c,1136
35,Ac16S,6a3b9a2adfa51b89281de641689cd996dcce9296,437
35,Ac16S,bf3f6ddea795a416904960db684edd87a17b11ae,320
35,Ac16S,6f4067ec8e73fd16ede0c181216f4d4ec3459deb,200
35,Ac16S,622c49d0a1c0e067ede976369cbaba2878c26055,198
35,Ac16S,5266da87e335ae9fa447a9dbe429b98ff16a805b,180
35,Ac16S,ea02e07e014588eeee347f3097ad3e49080c1b67,178
35,Ac16S,1b3d1ca2ae591a6cd2b6eb7b3e5db6fcd0dbd911,175
35,Ac16S,e39f53ebe8a978bc138c29615a41d70bf3514fad,38
36,Ac16S,9794a0d15bfdf9d002e1564c85eb0fbf612049ed,10850
36,Ac16S,3cdb756a4829bf3d077ec0af970d9f46af6963b8,21835
36,Ac16S,c3dbdf346cff3c1adad46ee0962d54e90cfd75fa,55792
36,Ac16S,538afe58ff9215120fb2a08e109127c6f2562e4e,17345
36,Ac16S,bf42a5bb1ec15e8fe11e20b2b71bddfe749af866,12785
36,Ac16S,4450e479e7a3b55ed4ff30101b2aa81cf02916b4,11926
36,Ac16S,e78cacb282d1da13dab5b7615ffbb32b29e07c4f,1501
36,Ac16S,ecf469d00fac1052d28f063710713c13bf303fdd,1191
36,Ac16S,f79ac1c4f5c5d93b73ad0b29ee45664fc9a10523,2904
36,Ac16S,f0ed2fb7a97ac0047fc435389ab467be084d6d00,1860
36,Ac16S,4f583563618fefaec3ecde51a22085f6a3ea2808,1176
36,Ac16S,44f169f81cb451f338ad1dc02b4136c1645616bd,874
36,Ac16S,91687d68540299c1792494461e5e54ec110dd6fa,499
