"","representative","rank","kingdom","phylum","class","order","family","genus","species","taxon","taxID","score"
"1","09c6e1785ec090a52b290777a5058509454bf61f","genus","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia",NA,"Puccinia","consensus","consensus"
"2","63283ebd575153d54e2bc0a92a096c3cae26a821","genus","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia",NA,"Puccinia","consensus","consensus"
