Sample_name,Locus,input,filtered,denoised_F,denoised_R,merged,tabled,nonchim
MiFish.0321.1Prt.Up.1,MiFish,116016,94520,94077,94306,92014,92014,90574
MiFish.0321.2Brn.Dn.3,MiFish,95969,81857,81736,81760,79187,79187,79093
MiFish.0321.3Chk.Dn.1,MiFish,110444,90409,90141,90144,86538,86538,84754
MiFish.0321.3Chk.Dn.3,MiFish,164712,142218,141954,142054,137614,137614,133753
MiFish.0321.3Chk.Up.2,MiFish,161818,132897,132649,132618,128948,128948,126838
MiFish.0321.4Pad.Dn.2,MiFish,149949,129478,129278,129227,126888,126888,126625
MiFish.0321.4Pad.Dn.3,MiFish,135764,113218,113036,113048,110680,110680,110163
MiFish.0321.4Pad.Up11.1,MiFish,100208,81336,81089,81154,78448,78448,77577
MiFish.0321.4Pad.Up11.3,MiFish,153051,129317,128960,129152,126839,126839,126502
MiFish.0321.4Pad.Up5.1,MiFish,147408,121638,121303,121423,119330,119330,118586
MiFish.0321.4Pad.Up5.2,MiFish,123531,101358,101031,101131,98829,98829,98421
MiFish.0321.4Pad.Up5.3,MiFish,177213,145342,144735,145193,142227,142227,140818
MiFish.0321.5Sqm.Dn.3,MiFish,198762,169665,169493,169618,163687,163687,162733
MiFish.0321.5Sqm.Up.1,MiFish,158171,133932,133877,133886,128262,128262,127169
MiFish.0421.1Prt.Dn.1,MiFish,158788,134457,133924,134206,130038,130038,127908
MiFish.0421.1Prt.Dn.3,MiFish,173573,150851,150774,150658,144663,144663,142576
MiFish.0421.2Brn.Dn.2,MiFish,105943,88739,88611,88644,85872,85872,85228
MiFish.0421.2Brn.Dn.3,MiFish,150098,128337,128094,128271,123772,123772,123030
MiFish.0421.2Brn.Up.2,MiFish,139273,115200,114988,115156,111548,111548,111525
MiFish.0421.3Chk.Dn.1,MiFish,123820,108675,108603,108637,105077,105077,104433
MiFish.0421.3Chk.Dn.2,MiFish,170491,144996,144858,144819,140226,140226,138632
MiFish.0421.3Chk.Up.1,MiFish,151181,132590,132480,132507,127918,127918,127380
MiFish.0421.4Pad.Up11.2,MiFish,198529,166680,166358,166442,164511,164511,163407
MiFish.0421.4Pad.Up5.1,MiFish,160843,135822,135596,135717,134314,134314,133770
MiFish.0421.4Pad.Up5.2,MiFish,167522,142367,142255,142288,141001,141001,140256
MiFish.0421.5Sqm.Dn.2,MiFish,154985,131963,131902,131938,126993,126993,125650
MiFish.0421.5Sqm.Dn.3,MiFish,130596,105850,105796,105801,102318,102318,101133
MiFish.0421.5Sqm.Up.2,MiFish,194253,164238,164141,164204,158251,158251,155697
MiFish.0421.5Sqm.Up.3,MiFish,187002,157417,157363,157258,151321,151321,149341
MiFish.0821.1Prt.Dn.2,MiFish,32858,28556,28459,28533,27609,27609,25862
MiFish.0821.1Prt.Dn.3,MiFish,167788,148375,148357,148354,142408,142408,131767
MiFish.0821.1Prt.Up.2,MiFish,88502,67597,67395,67506,65397,65397,64951
MiFish.0821.1Prt.Up.3,MiFish,129085,112405,112313,112070,107679,107679,107127
MiFish.0821.2Brn.Dn.2,MiFish,180243,158326,157917,158205,151913,151913,147421
MiFish.0821.2Brn.Up.1,MiFish,129909,106471,106117,106197,103053,103053,102277
MiFish.0821.2Brn.Up.3,MiFish,105355,89809,89697,89697,87017,87017,86798
MiFish.0821.3Chk.Up.1,MiFish,17120,15009,14858,14890,14398,14398,14398
MiFish.0821.4Pad.Dn.1,MiFish,177991,148393,147961,148084,146601,146601,144679
MiFish.0821.5Sqm.Dn.1,MiFish,183310,162157,162107,162106,155273,155273,150522
MiFish.0821.2Brn.Dn.2TR2,MiFish,105300,86346,86085,86182,82241,82241,81604
MiFish.0821.2Brn.Dn.2TR3,MiFish,126291,107712,107441,107423,102943,102943,101963
MiFish.Kangaroo.Run.2,MiFish,152858,131955,131790,131910,131259,131259,131259
