"","representative","rank","kingdom","phylum","class","order","family","genus","species","taxon","taxID","score"
"1","09c6e1785ec090a52b290777a5058509454bf61f","genus","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia",NA,"Puccinia","consensus","consensus"
