Sample_name,Locus,file1,file2
MiFish-0721-5Sqm-Dn-2,MiFish,Locus_MiFish_MiFish-0721-5Sqm-Dn-2_S57_L001_R1_001.fastq,Locus_MiFish_MiFish-0721-5Sqm-Dn-2_S57_L001_R2_001.fastq
MiFish-0521-1Prt-Up-2,MiFish,Locus_MiFish_MiFish-0521-1Prt-Up-2_S58_L001_R1_001.fastq,Locus_MiFish_MiFish-0521-1Prt-Up-2_S58_L001_R2_001.fastq
MiFish-0521-2Brn-Dn-1,MiFish,Locus_MiFish_MiFish-0521-2Brn-Dn-1_S59_L001_R1_001.fastq,Locus_MiFish_MiFish-0521-2Brn-Dn-1_S59_L001_R2_001.fastq
MiFish-0521-2Brn-Up-1,MiFish,Locus_MiFish_MiFish-0521-2Brn-Up-1_S60_L001_R1_001.fastq,Locus_MiFish_MiFish-0521-2Brn-Up-1_S60_L001_R2_001.fastq
MiFish-0521-2Brn-Up-2,MiFish,Locus_MiFish_MiFish-0521-2Brn-Up-2_S61_L001_R1_001.fastq,Locus_MiFish_MiFish-0521-2Brn-Up-2_S61_L001_R2_001.fastq
MiFish-0521-2Brn-Up-3,MiFish,Locus_MiFish_MiFish-0521-2Brn-Up-3_S62_L001_R1_001.fastq,Locus_MiFish_MiFish-0521-2Brn-Up-3_S62_L001_R2_001.fastq
MiFish-0521-3Chk-Dn-2,MiFish,Locus_MiFish_MiFish-0521-3Chk-Dn-2_S63_L001_R1_001.fastq,Locus_MiFish_MiFish-0521-3Chk-Dn-2_S63_L001_R2_001.fastq
MiFish-0521-3Chk-Dn-3,MiFish,Locus_MiFish_MiFish-0521-3Chk-Dn-3_S64_L001_R1_001.fastq,Locus_MiFish_MiFish-0521-3Chk-Dn-3_S64_L001_R2_001.fastq
MiFish-0521-3Chk-Up-1,MiFish,Locus_MiFish_MiFish-0521-3Chk-Up-1_S65_L001_R1_001.fastq,Locus_MiFish_MiFish-0521-3Chk-Up-1_S65_L001_R2_001.fastq
MiFish-0521-4Pad-Dn-2,MiFish,Locus_MiFish_MiFish-0521-4Pad-Dn-2_S66_L001_R1_001.fastq,Locus_MiFish_MiFish-0521-4Pad-Dn-2_S66_L001_R2_001.fastq
MiFish-0521-4Pad-Dn-3,MiFish,Locus_MiFish_MiFish-0521-4Pad-Dn-3_S67_L001_R1_001.fastq,Locus_MiFish_MiFish-0521-4Pad-Dn-3_S67_L001_R2_001.fastq
MiFish-0521-4Pad-Up11-2,MiFish,Locus_MiFish_MiFish-0521-4Pad-Up11-2_S68_L001_R1_001.fastq,Locus_MiFish_MiFish-0521-4Pad-Up11-2_S68_L001_R2_001.fastq
MiFish-0521-4Pad-Up5-2,MiFish,Locus_MiFish_MiFish-0521-4Pad-Up5-2_S69_L001_R1_001.fastq,Locus_MiFish_MiFish-0521-4Pad-Up5-2_S69_L001_R2_001.fastq
MiFish-0521-4Pad-Up5-3,MiFish,Locus_MiFish_MiFish-0521-4Pad-Up5-3_S70_L001_R1_001.fastq,Locus_MiFish_MiFish-0521-4Pad-Up5-3_S70_L001_R2_001.fastq
MiFish-0521-5Sqm-Up-1,MiFish,Locus_MiFish_MiFish-0521-5Sqm-Up-1_S71_L001_R1_001.fastq,Locus_MiFish_MiFish-0521-5Sqm-Up-1_S71_L001_R2_001.fastq
MiFish-0521-2Brn-Dn-1-TR2,MiFish,Locus_MiFish_MiFish-0521-2Brn-Dn-1-TR2_S72_L001_R1_001.fastq,Locus_MiFish_MiFish-0521-2Brn-Dn-1-TR2_S72_L001_R2_001.fastq
MiFish-0521-2Brn-Dn-1-TR3,MiFish,Locus_MiFish_MiFish-0521-2Brn-Dn-1-TR3_S73_L001_R1_001.fastq,Locus_MiFish_MiFish-0521-2Brn-Dn-1-TR3_S73_L001_R2_001.fastq
MiFish-Kangaroo-Run-7,MiFish,Locus_MiFish_MiFish-Kangaroo-Run-7_S74_L001_R1_001.fastq,Locus_MiFish_MiFish-Kangaroo-Run-7_S74_L001_R2_001.fastq
