Sample_name,Locus,file1,file2
MiFish-0621-1Prt-Dn-3,MiFish,Locus_MiFish_MiFish-0621-1Prt-Dn-3_S37_L001_R1_001.fastq,Locus_MiFish_MiFish-0621-1Prt-Dn-3_S37_L001_R2_001.fastq
MiFish-0621-1Prt-Up-1,MiFish,Locus_MiFish_MiFish-0621-1Prt-Up-1_S38_L001_R1_001.fastq,Locus_MiFish_MiFish-0621-1Prt-Up-1_S38_L001_R2_001.fastq
MiFish-0621-1Prt-Up-3,MiFish,Locus_MiFish_MiFish-0621-1Prt-Up-3_S39_L001_R1_001.fastq,Locus_MiFish_MiFish-0621-1Prt-Up-3_S39_L001_R2_001.fastq
MiFish-0621-2Brn-Dn-3,MiFish,Locus_MiFish_MiFish-0621-2Brn-Dn-3_S40_L001_R1_001.fastq,Locus_MiFish_MiFish-0621-2Brn-Dn-3_S40_L001_R2_001.fastq
MiFish-0621-2Brn-Up-2,MiFish,Locus_MiFish_MiFish-0621-2Brn-Up-2_S41_L001_R1_001.fastq,Locus_MiFish_MiFish-0621-2Brn-Up-2_S41_L001_R2_001.fastq
MiFish-0621-3Chk-Up-1,MiFish,Locus_MiFish_MiFish-0621-3Chk-Up-1_S42_L001_R1_001.fastq,Locus_MiFish_MiFish-0621-3Chk-Up-1_S42_L001_R2_001.fastq
MiFish-0621-3Chk-Up-2,MiFish,Locus_MiFish_MiFish-0621-3Chk-Up-2_S43_L001_R1_001.fastq,Locus_MiFish_MiFish-0621-3Chk-Up-2_S43_L001_R2_001.fastq
MiFish-0621-4Pad-Up11-1,MiFish,Locus_MiFish_MiFish-0621-4Pad-Up11-1_S44_L001_R1_001.fastq,Locus_MiFish_MiFish-0621-4Pad-Up11-1_S44_L001_R2_001.fastq
MiFish-0621-5Sqm-Dn-3,MiFish,Locus_MiFish_MiFish-0621-5Sqm-Dn-3_S45_L001_R1_001.fastq,Locus_MiFish_MiFish-0621-5Sqm-Dn-3_S45_L001_R2_001.fastq
MiFish-0621-5Sqm-Up-3,MiFish,Locus_MiFish_MiFish-0621-5Sqm-Up-3_S46_L001_R1_001.fastq,Locus_MiFish_MiFish-0621-5Sqm-Up-3_S46_L001_R2_001.fastq
MiFish-0621-5Sqm-Up-3-TR2,MiFish,Locus_MiFish_MiFish-0621-5Sqm-Up-3-TR2_S47_L001_R1_001.fastq,Locus_MiFish_MiFish-0621-5Sqm-Up-3-TR2_S47_L001_R2_001.fastq
MiFish-0621-5Sqm-Up-3-TR3,MiFish,Locus_MiFish_MiFish-0621-5Sqm-Up-3-TR3_S48_L001_R1_001.fastq,Locus_MiFish_MiFish-0621-5Sqm-Up-3-TR3_S48_L001_R2_001.fastq
MiFish-0721-1Prt-Dn-2,MiFish,Locus_MiFish_MiFish-0721-1Prt-Dn-2_S49_L001_R1_001.fastq,Locus_MiFish_MiFish-0721-1Prt-Dn-2_S49_L001_R2_001.fastq
MiFish-0721-1Prt-Dn-3,MiFish,Locus_MiFish_MiFish-0721-1Prt-Dn-3_S50_L001_R1_001.fastq,Locus_MiFish_MiFish-0721-1Prt-Dn-3_S50_L001_R2_001.fastq
MiFish-0721-1Prt-Up-1,MiFish,Locus_MiFish_MiFish-0721-1Prt-Up-1_S51_L001_R1_001.fastq,Locus_MiFish_MiFish-0721-1Prt-Up-1_S51_L001_R2_001.fastq
MiFish-0721-2Brn-Dn-3,MiFish,Locus_MiFish_MiFish-0721-2Brn-Dn-3_S52_L001_R1_001.fastq,Locus_MiFish_MiFish-0721-2Brn-Dn-3_S52_L001_R2_001.fastq
MiFish-0721-2Brn-Up-1,MiFish,Locus_MiFish_MiFish-0721-2Brn-Up-1_S53_L001_R1_001.fastq,Locus_MiFish_MiFish-0721-2Brn-Up-1_S53_L001_R2_001.fastq
MiFish-0721-2Brn-Up-2,MiFish,Locus_MiFish_MiFish-0721-2Brn-Up-2_S54_L001_R1_001.fastq,Locus_MiFish_MiFish-0721-2Brn-Up-2_S54_L001_R2_001.fastq
MiFish-0721-4Pad-Dn-2,MiFish,Locus_MiFish_MiFish-0721-4Pad-Dn-2_S55_L001_R1_001.fastq,Locus_MiFish_MiFish-0721-4Pad-Dn-2_S55_L001_R2_001.fastq
MiFish-0721-4Pad-Dn-3,MiFish,Locus_MiFish_MiFish-0721-4Pad-Dn-3_S56_L001_R1_001.fastq,Locus_MiFish_MiFish-0721-4Pad-Dn-3_S56_L001_R2_001.fastq
