Sample_name,Locus,input,filtered,denoised_F,denoised_R,merged,tabled,nonchim
MiFish-0621-1Prt-Dn-3,MiFish,88272,84289,84209,84200,83833,83833,83578
MiFish-0621-1Prt-Up-1,MiFish,148310,142925,142558,142606,140739,140739,138710
MiFish-0621-1Prt-Up-3,MiFish,74932,72275,72205,72142,71395,71395,71224
MiFish-0621-2Brn-Dn-3,MiFish,167200,161482,161448,161256,160410,160410,152849
MiFish-0621-2Brn-Up-2,MiFish,8059,7718,7716,7716,7716,7716,7716
MiFish-0621-3Chk-Up-1,MiFish,98444,95607,95600,95590,95254,95254,94996
MiFish-0621-3Chk-Up-2,MiFish,173300,168204,168088,168058,166868,166868,166681
MiFish-0621-4Pad-Up11-1,MiFish,83287,80394,80388,80386,80004,80004,77256
MiFish-0621-5Sqm-Dn-3,MiFish,222780,212268,211231,211734,208178,208178,203721
MiFish-0621-5Sqm-Up-3,MiFish,63455,60867,60595,60787,60060,60060,59750
MiFish-0621-5Sqm-Up-3-TR2,MiFish,249825,239618,239210,239316,235671,235671,232481
MiFish-0621-5Sqm-Up-3-TR3,MiFish,78653,75104,74798,74813,73772,73772,73479
MiFish-0721-1Prt-Dn-2,MiFish,97996,94882,94858,94850,94475,94475,90915
MiFish-0721-1Prt-Dn-3,MiFish,67994,65709,65694,65693,65466,65466,63169
MiFish-0721-1Prt-Up-1,MiFish,66119,63505,63458,63454,63119,63119,62676
MiFish-0721-2Brn-Dn-3,MiFish,68159,65628,65625,65573,65181,65181,63883
MiFish-0721-2Brn-Up-1,MiFish,66951,64460,64431,64406,63984,63984,63964
MiFish-0721-2Brn-Up-2,MiFish,66043,63337,63282,63290,63127,63127,63116
MiFish-0721-4Pad-Dn-2,MiFish,97304,92317,92110,92024,91486,91486,89946
MiFish-0721-4Pad-Dn-3,MiFish,71817,68224,68145,68118,67820,67820,66748
MiFish-0721-5Sqm-Dn-2,MiFish,119415,115152,115148,115142,114117,114117,105005
MiFish-0521-1Prt-Up-2,MiFish,68969,66792,66759,66782,66568,66568,66329
MiFish-0521-2Brn-Dn-1,MiFish,65742,63602,63587,63583,63229,63229,62324
MiFish-0521-2Brn-Up-1,MiFish,41955,39628,39600,39594,39507,39507,39367
MiFish-0521-2Brn-Up-2,MiFish,73549,70182,70066,69797,69425,69425,69423
MiFish-0521-2Brn-Up-3,MiFish,58553,55403,55191,55286,54922,54922,54211
MiFish-0521-3Chk-Dn-2,MiFish,70850,68507,68505,68502,68081,68081,68080
MiFish-0521-3Chk-Dn-3,MiFish,77584,74000,73943,73960,73308,73308,71953
MiFish-0521-3Chk-Up-1,MiFish,48955,47322,47022,47219,46577,46577,45912
MiFish-0521-4Pad-Dn-2,MiFish,61868,59248,59222,59223,59065,59065,58763
MiFish-0521-4Pad-Dn-3,MiFish,67563,64987,64828,64953,64535,64535,64518
MiFish-0521-4Pad-Up11-2,MiFish,78927,75887,75856,75813,75650,75650,74685
MiFish-0521-4Pad-Up5-2,MiFish,92139,88830,88604,88664,87691,87691,87584
MiFish-0521-4Pad-Up5-3,MiFish,64835,62485,62478,62476,62419,62419,62413
MiFish-0521-5Sqm-Up-1,MiFish,73128,70844,70798,70839,70656,70656,70182
MiFish-0521-2Brn-Dn-1-TR2,MiFish,81343,78765,78550,78749,77709,77709,76078
MiFish-0521-2Brn-Dn-1-TR3,MiFish,68814,66734,66722,66495,65594,65594,63449
MiFish-Kangaroo-Run-7,MiFish,69632,67190,67189,67176,66685,66685,66685
