Sample_name,Locus,Hash,nReads
MiFish-0621-1Prt-Dn-3,MiFish,fd7d89190e5c165cf36284ea0fca46c98216328c,30851
MiFish-0621-1Prt-Dn-3,MiFish,02e4a86c119ca4b65e5b616135fa996aa2eb4372,10219
MiFish-0621-1Prt-Dn-3,MiFish,580a64b0134da56e49bf06482ed6ee164d8a6ec5,2002
MiFish-0621-1Prt-Dn-3,MiFish,a2f2121e42c56aa5bd2b1fca2bd1b29869d2400a,27778
MiFish-0621-1Prt-Dn-3,MiFish,629aa86f569921707980e85a596cb12105791f75,89
MiFish-0621-1Prt-Dn-3,MiFish,93298549fd560bff0049be3b0d8e9871d052eb2f,13
MiFish-0621-1Prt-Dn-3,MiFish,a3031e77ffa4c6cf7242a2a8f110a6689a42e882,366
MiFish-0621-1Prt-Dn-3,MiFish,8399a44ac9eddd3a5e70f87c08014d7e00b2f02a,42
MiFish-0621-1Prt-Dn-3,MiFish,8ec931f8723a382855753cbfb8c92bd75cf323a8,138
MiFish-0621-1Prt-Dn-3,MiFish,7d8d284f8419abb75e2ddb771080f1475447d26c,45
MiFish-0621-1Prt-Dn-3,MiFish,e28baec5c9630089c11d55a8f514136e80f691cc,4
MiFish-0621-1Prt-Dn-3,MiFish,b5dae55615574fbaf5f5a4d7c94b5efd2ed2090f,70
MiFish-0621-1Prt-Dn-3,MiFish,0f393c323c7d2dcd0cb68a529747e8c4abfd9509,83
MiFish-0621-1Prt-Dn-3,MiFish,6f06870181a1a26a9404c4b0b087922f1cf80dbc,6
MiFish-0621-1Prt-Dn-3,MiFish,dcc8d7f6f4ea630b961527690138bab16a712e87,1256
MiFish-0621-1Prt-Dn-3,MiFish,419df96acea16e56d68cfa453e77987304ce4695,80
MiFish-0621-1Prt-Dn-3,MiFish,d4dc0b36a2f8841e168f6a8c88532702acf1c060,1048
MiFish-0621-1Prt-Dn-3,MiFish,44915bee2458e63f38683d814af6f392972eec73,11
MiFish-0621-1Prt-Dn-3,MiFish,ad6053ef8b9c7ececb1449fbd7937cc28583b1eb,367
MiFish-0621-1Prt-Dn-3,MiFish,ed6e1448c045fb5baaa6842d6fa9fbe45fe3925a,56
MiFish-0621-1Prt-Dn-3,MiFish,356389d788ed0d60e7d2207d301d79e050f6c040,656
MiFish-0621-1Prt-Dn-3,MiFish,867c32f061788b67168fec1609c565304e07a586,40
MiFish-0621-1Prt-Dn-3,MiFish,7e453ee60af183263139c8d9dd4915c583361019,780
MiFish-0621-1Prt-Dn-3,MiFish,9c944dd49cc66af585d01075d653dc14fb1403c1,96
MiFish-0621-1Prt-Dn-3,MiFish,fff6ed8e8c6c080d6bc49200fc0f8090257204a4,25
MiFish-0621-1Prt-Dn-3,MiFish,f3ec2356fc7a1bf0866b67f8eedfb89e8242bcc2,411
MiFish-0621-1Prt-Dn-3,MiFish,1553e093118bdc22bdbfed5138b635e4c772dc57,133
MiFish-0621-1Prt-Dn-3,MiFish,3e49e9c07d24693646a88eb49764795f20c5f2c0,45
MiFish-0621-1Prt-Dn-3,MiFish,73c23642e32f84f204eddd0876484d916b7a1861,89
MiFish-0621-1Prt-Dn-3,MiFish,572d0ebd3c85cad6ac4c8c13468d267182e42a2c,77
MiFish-0621-1Prt-Dn-3,MiFish,f53c0268906f5a28f163439cc5235a9f5eca5af3,24
