Sample_name,Locus,file1,file2
COI-1021-5Sqm-Dn-3,COI,Locus_COI_COI-1021-5Sqm-Dn-3_S78_L001_R1_001.fastq,Locus_COI_COI-1021-5Sqm-Dn-3_S78_L001_R2_001.fastq
COI-1021-5Sqm-Up-1,COI,Locus_COI_COI-1021-5Sqm-Up-1_S79_L001_R1_001.fastq,Locus_COI_COI-1021-5Sqm-Up-1_S79_L001_R2_001.fastq
COI-1021-5Sqm-Up-3,COI,Locus_COI_COI-1021-5Sqm-Up-3_S80_L001_R1_001.fastq,Locus_COI_COI-1021-5Sqm-Up-3_S80_L001_R2_001.fastq
COI-1121-1Prt-Dn-1,COI,Locus_COI_COI-1121-1Prt-Dn-1_S81_L001_R1_001.fastq,Locus_COI_COI-1121-1Prt-Dn-1_S81_L001_R2_001.fastq
COI-1121-1Prt-Up-3,COI,Locus_COI_COI-1121-1Prt-Up-3_S82_L001_R1_001.fastq,Locus_COI_COI-1121-1Prt-Up-3_S82_L001_R2_001.fastq
COI-1121-2Brn-Dn-3,COI,Locus_COI_COI-1121-2Brn-Dn-3_S83_L001_R1_001.fastq,Locus_COI_COI-1121-2Brn-Dn-3_S83_L001_R2_001.fastq
COI-1121-2Brn-Up-1,COI,Locus_COI_COI-1121-2Brn-Up-1_S84_L001_R1_001.fastq,Locus_COI_COI-1121-2Brn-Up-1_S84_L001_R2_001.fastq
COI-1121-3Chk-Dn-1,COI,Locus_COI_COI-1121-3Chk-Dn-1_S85_L001_R1_001.fastq,Locus_COI_COI-1121-3Chk-Dn-1_S85_L001_R2_001.fastq
COI-1121-3Chk-Dn-3,COI,Locus_COI_COI-1121-3Chk-Dn-3_S86_L001_R1_001.fastq,Locus_COI_COI-1121-3Chk-Dn-3_S86_L001_R2_001.fastq
COI-1121-3Chk-Up-1,COI,Locus_COI_COI-1121-3Chk-Up-1_S87_L001_R1_001.fastq,Locus_COI_COI-1121-3Chk-Up-1_S87_L001_R2_001.fastq
COI-1121-3Chk-Up-2,COI,Locus_COI_COI-1121-3Chk-Up-2_S88_L001_R1_001.fastq,Locus_COI_COI-1121-3Chk-Up-2_S88_L001_R2_001.fastq
COI-1121-3Chk-Up-3,COI,Locus_COI_COI-1121-3Chk-Up-3_S89_L001_R1_001.fastq,Locus_COI_COI-1121-3Chk-Up-3_S89_L001_R2_001.fastq
COI-1121-4Pad-Dn-2,COI,Locus_COI_COI-1121-4Pad-Dn-2_S90_L001_R1_001.fastq,Locus_COI_COI-1121-4Pad-Dn-2_S90_L001_R2_001.fastq
COI-1121-4Pad-Up11-1,COI,Locus_COI_COI-1121-4Pad-Up11-1_S91_L001_R1_001.fastq,Locus_COI_COI-1121-4Pad-Up11-1_S91_L001_R2_001.fastq
COI-1121-4Pad-Up11-2,COI,Locus_COI_COI-1121-4Pad-Up11-2_S92_L001_R1_001.fastq,Locus_COI_COI-1121-4Pad-Up11-2_S92_L001_R2_001.fastq
COI-1121-4Pad-Up11-3,COI,Locus_COI_COI-1121-4Pad-Up11-3_S93_L001_R1_001.fastq,Locus_COI_COI-1121-4Pad-Up11-3_S93_L001_R2_001.fastq
COI-1121-5Sqm-Dn-2,COI,Locus_COI_COI-1121-5Sqm-Dn-2_S94_L001_R1_001.fastq,Locus_COI_COI-1121-5Sqm-Dn-2_S94_L001_R2_001.fastq
COI-1121-5Sqm-Dn-3,COI,Locus_COI_COI-1121-5Sqm-Dn-3_S95_L001_R1_001.fastq,Locus_COI_COI-1121-5Sqm-Dn-3_S95_L001_R2_001.fastq
COI-1121-5Sqm-Up-2,COI,Locus_COI_COI-1121-5Sqm-Up-2_S96_L001_R1_001.fastq,Locus_COI_COI-1121-5Sqm-Up-2_S96_L001_R2_001.fastq
COI-0921-4Pad-Up11-1-TR2,COI,Locus_COI_COI-0921-4Pad-Up11-1-TR2_S98_L001_R1_001.fastq,Locus_COI_COI-0921-4Pad-Up11-1-TR2_S98_L001_R2_001.fastq
COI-0921-4Pad-Up11-1-TR3,COI,Locus_COI_COI-0921-4Pad-Up11-1-TR3_S99_L001_R1_001.fastq,Locus_COI_COI-0921-4Pad-Up11-1-TR3_S99_L001_R2_001.fastq
COI-1021-3Chk-Up-2-TR2,COI,Locus_COI_COI-1021-3Chk-Up-2-TR2_S100_L001_R1_001.fastq,Locus_COI_COI-1021-3Chk-Up-2-TR2_S100_L001_R2_001.fastq
COI-1021-3Chk-Up-2-TR3,COI,Locus_COI_COI-1021-3Chk-Up-2-TR3_S101_L001_R1_001.fastq,Locus_COI_COI-1021-3Chk-Up-2-TR3_S101_L001_R2_001.fastq
COI-Kangaroo,COI,Locus_COI_COI-Kangaroo_S102_L001_R1_001.fastq,Locus_COI_COI-Kangaroo_S102_L001_R2_001.fastq
