Sample_name,Locus,file1,file2
COI-0921-1Prt-Dn-1,COI,Locus_COI_COI-0921-1Prt-Dn-1_S52_L001_R1_001.fastq,Locus_COI_COI-0921-1Prt-Dn-1_S52_L001_R2_001.fastq
COI-0921-1Prt-Dn-2,COI,Locus_COI_COI-0921-1Prt-Dn-2_S53_L001_R1_001.fastq,Locus_COI_COI-0921-1Prt-Dn-2_S53_L001_R2_001.fastq
COI-0921-1Prt-Up-1,COI,Locus_COI_COI-0921-1Prt-Up-1_S54_L001_R1_001.fastq,Locus_COI_COI-0921-1Prt-Up-1_S54_L001_R2_001.fastq
COI-0921-1Prt-Up-2,COI,Locus_COI_COI-0921-1Prt-Up-2_S55_L001_R1_001.fastq,Locus_COI_COI-0921-1Prt-Up-2_S55_L001_R2_001.fastq
COI-0921-2Brn-Dn-1,COI,Locus_COI_COI-0921-2Brn-Dn-1_S56_L001_R1_001.fastq,Locus_COI_COI-0921-2Brn-Dn-1_S56_L001_R2_001.fastq
COI-0921-2Brn-Dn-2,COI,Locus_COI_COI-0921-2Brn-Dn-2_S57_L001_R1_001.fastq,Locus_COI_COI-0921-2Brn-Dn-2_S57_L001_R2_001.fastq
COI-0921-2Brn-Up-1,COI,Locus_COI_COI-0921-2Brn-Up-1_S58_L001_R1_001.fastq,Locus_COI_COI-0921-2Brn-Up-1_S58_L001_R2_001.fastq
COI-0921-3Chk-Dn-1,COI,Locus_COI_COI-0921-3Chk-Dn-1_S59_L001_R1_001.fastq,Locus_COI_COI-0921-3Chk-Dn-1_S59_L001_R2_001.fastq
COI-0921-3Chk-Up-2,COI,Locus_COI_COI-0921-3Chk-Up-2_S60_L001_R1_001.fastq,Locus_COI_COI-0921-3Chk-Up-2_S60_L001_R2_001.fastq
COI-0921-4Pad-Dn-2,COI,Locus_COI_COI-0921-4Pad-Dn-2_S61_L001_R1_001.fastq,Locus_COI_COI-0921-4Pad-Dn-2_S61_L001_R2_001.fastq
COI-0921-4Pad-Up11-1,COI,Locus_COI_COI-0921-4Pad-Up11-1_S62_L001_R1_001.fastq,Locus_COI_COI-0921-4Pad-Up11-1_S62_L001_R2_001.fastq
COI-0921-4Pad-Up11-2,COI,Locus_COI_COI-0921-4Pad-Up11-2_S63_L001_R1_001.fastq,Locus_COI_COI-0921-4Pad-Up11-2_S63_L001_R2_001.fastq
COI-0921-4Pad-Up11-3,COI,Locus_COI_COI-0921-4Pad-Up11-3_S64_L001_R1_001.fastq,Locus_COI_COI-0921-4Pad-Up11-3_S64_L001_R2_001.fastq
COI-0921-4Pad-Up5-2,COI,Locus_COI_COI-0921-4Pad-Up5-2_S65_L001_R1_001.fastq,Locus_COI_COI-0921-4Pad-Up5-2_S65_L001_R2_001.fastq
COI-0921-4Pad-Up5-3,COI,Locus_COI_COI-0921-4Pad-Up5-3_S66_L001_R1_001.fastq,Locus_COI_COI-0921-4Pad-Up5-3_S66_L001_R2_001.fastq
COI-0921-5Sqm-Dn-3,COI,Locus_COI_COI-0921-5Sqm-Dn-3_S68_L001_R1_001.fastq,Locus_COI_COI-0921-5Sqm-Dn-3_S68_L001_R2_001.fastq
COI-1021-1Prt-Up-2,COI,Locus_COI_COI-1021-1Prt-Up-2_S69_L001_R1_001.fastq,Locus_COI_COI-1021-1Prt-Up-2_S69_L001_R2_001.fastq
COI-1021-1Prt-Up-3,COI,Locus_COI_COI-1021-1Prt-Up-3_S70_L001_R1_001.fastq,Locus_COI_COI-1021-1Prt-Up-3_S70_L001_R2_001.fastq
COI-1021-2Brn-Dn-3,COI,Locus_COI_COI-1021-2Brn-Dn-3_S71_L001_R1_001.fastq,Locus_COI_COI-1021-2Brn-Dn-3_S71_L001_R2_001.fastq
COI-1021-3Chk-Up-2,COI,Locus_COI_COI-1021-3Chk-Up-2_S72_L001_R1_001.fastq,Locus_COI_COI-1021-3Chk-Up-2_S72_L001_R2_001.fastq
COI-1021-3Chk-Up-3,COI,Locus_COI_COI-1021-3Chk-Up-3_S73_L001_R1_001.fastq,Locus_COI_COI-1021-3Chk-Up-3_S73_L001_R2_001.fastq
COI-1021-4Pad-Up11-1,COI,Locus_COI_COI-1021-4Pad-Up11-1_S74_L001_R1_001.fastq,Locus_COI_COI-1021-4Pad-Up11-1_S74_L001_R2_001.fastq
COI-1021-4Pad-Up5-1,COI,Locus_COI_COI-1021-4Pad-Up5-1_S75_L001_R1_001.fastq,Locus_COI_COI-1021-4Pad-Up5-1_S75_L001_R2_001.fastq
COI-1021-4Pad-Up5-3,COI,Locus_COI_COI-1021-4Pad-Up5-3_S76_L001_R1_001.fastq,Locus_COI_COI-1021-4Pad-Up5-3_S76_L001_R2_001.fastq
