Sample_name,Locus,file1,file2
Ac16S.PadUp11.4.0321,Ac16S,Locus_Ac16S_NGN0726_R1_001.fastq,Locus_Ac16S_NGN0726_R2_001.fastq
Ac16S.PadUp11.5.0321,Ac16S,Locus_Ac16S_NGN0727_R1_001.fastq,Locus_Ac16S_NGN0727_R2_001.fastq
Ac16S.PadUp11.6.0321,Ac16S,Locus_Ac16S_NGN0728_R1_001.fastq,Locus_Ac16S_NGN0728_R2_001.fastq
Ac16S.PadUp5.4.0321,Ac16S,Locus_Ac16S_NGN0729_R1_001.fastq,Locus_Ac16S_NGN0729_R2_001.fastq
Ac16S.PadUp5.5.0321,Ac16S,Locus_Ac16S_NGN0730_R1_001.fastq,Locus_Ac16S_NGN0730_R2_001.fastq
Ac16S.PadUp5.6.0321,Ac16S,Locus_Ac16S_NGN0731_R1_001.fastq,Locus_Ac16S_NGN0731_R2_001.fastq
Ac16S.PadUp11.1.0421,Ac16S,Locus_Ac16S_NGN0732_R1_001.fastq,Locus_Ac16S_NGN0732_R2_001.fastq
Ac16S.PadUp11.2.0421,Ac16S,Locus_Ac16S_NGN0733_R1_001.fastq,Locus_Ac16S_NGN0733_R2_001.fastq
Ac16S.PadUp11.3.0421,Ac16S,Locus_Ac16S_NGN0734_R1_001.fastq,Locus_Ac16S_NGN0734_R2_001.fastq
Ac16S.PadUp5.1.0421,Ac16S,Locus_Ac16S_NGN0735_R1_001.fastq,Locus_Ac16S_NGN0735_R2_001.fastq
Ac16S.PadUp5.3.0421,Ac16S,Locus_Ac16S_NGN0737_R1_001.fastq,Locus_Ac16S_NGN0737_R2_001.fastq
Ac16S.ChkDn.1.0321,Ac16S,Locus_Ac16S_NGN0738_R1_001.fastq,Locus_Ac16S_NGN0738_R2_001.fastq
Ac16S.ChkDn.2.0321,Ac16S,Locus_Ac16S_NGN0739_R1_001.fastq,Locus_Ac16S_NGN0739_R2_001.fastq
Ac16S.ChkDn.3.0321,Ac16S,Locus_Ac16S_NGN0740_R1_001.fastq,Locus_Ac16S_NGN0740_R2_001.fastq
Ac16S.ChkUp.1.0321,Ac16S,Locus_Ac16S_NGN0741_R1_001.fastq,Locus_Ac16S_NGN0741_R2_001.fastq
Ac16S.ChkUp.2.0321,Ac16S,Locus_Ac16S_NGN0742_R1_001.fastq,Locus_Ac16S_NGN0742_R2_001.fastq
