Sample_name,Locus,file1,file2
NGN0277,MiMammal,Locus_MiMammal_NGN0277_S1_L001_R1_001.fastq,Locus_MiMammal_NGN0277_S1_L001_R2_001.fastq
NGN0278,MiMammal,Locus_MiMammal_NGN0278_S2_L001_R1_001.fastq,Locus_MiMammal_NGN0278_S2_L001_R2_001.fastq
NGN0279,MiMammal,Locus_MiMammal_NGN0279_S3_L001_R1_001.fastq,Locus_MiMammal_NGN0279_S3_L001_R2_001.fastq
NGN0280,MiMammal,Locus_MiMammal_NGN0280_S4_L001_R1_001.fastq,Locus_MiMammal_NGN0280_S4_L001_R2_001.fastq
NGN0281,MiMammal,Locus_MiMammal_NGN0281_S5_L001_R1_001.fastq,Locus_MiMammal_NGN0281_S5_L001_R2_001.fastq
NGN0282,MiMammal,Locus_MiMammal_NGN0282_S6_L001_R1_001.fastq,Locus_MiMammal_NGN0282_S6_L001_R2_001.fastq
NGN0283,MiMammal,Locus_MiMammal_NGN0283_S7_L001_R1_001.fastq,Locus_MiMammal_NGN0283_S7_L001_R2_001.fastq
NGN0284,MiMammal,Locus_MiMammal_NGN0284_S8_L001_R1_001.fastq,Locus_MiMammal_NGN0284_S8_L001_R2_001.fastq
NGN0285,MiMammal,Locus_MiMammal_NGN0285_S9_L001_R1_001.fastq,Locus_MiMammal_NGN0285_S9_L001_R2_001.fastq
NGN0286,MiMammal,Locus_MiMammal_NGN0286_S10_L001_R1_001.fastq,Locus_MiMammal_NGN0286_S10_L001_R2_001.fastq
NGN0287,MiMammal,Locus_MiMammal_NGN0287_S11_L001_R1_001.fastq,Locus_MiMammal_NGN0287_S11_L001_R2_001.fastq
NGN0288,MiMammal,Locus_MiMammal_NGN0288_S12_L001_R1_001.fastq,Locus_MiMammal_NGN0288_S12_L001_R2_001.fastq
NGN0289,MiMammal,Locus_MiMammal_NGN0289_S13_L001_R1_001.fastq,Locus_MiMammal_NGN0289_S13_L001_R2_001.fastq
NGN0290,MiMammal,Locus_MiMammal_NGN0290_S14_L001_R1_001.fastq,Locus_MiMammal_NGN0290_S14_L001_R2_001.fastq
NGN0291,MiMammal,Locus_MiMammal_NGN0291_S15_L001_R1_001.fastq,Locus_MiMammal_NGN0291_S15_L001_R2_001.fastq
NGN0292,MiMammal,Locus_MiMammal_NGN0292_S16_L001_R1_001.fastq,Locus_MiMammal_NGN0292_S16_L001_R2_001.fastq
NGN0293,MiMammal,Locus_MiMammal_NGN0293_S17_L001_R1_001.fastq,Locus_MiMammal_NGN0293_S17_L001_R2_001.fastq
NGN0294,MiMammal,Locus_MiMammal_NGN0294_S18_L001_R1_001.fastq,Locus_MiMammal_NGN0294_S18_L001_R2_001.fastq
NGN0295,MiMammal,Locus_MiMammal_NGN0295_S19_L001_R1_001.fastq,Locus_MiMammal_NGN0295_S19_L001_R2_001.fastq
NGN0296,MiMammal,Locus_MiMammal_NGN0296_S20_L001_R1_001.fastq,Locus_MiMammal_NGN0296_S20_L001_R2_001.fastq
NGN0297,MiMammal,Locus_MiMammal_NGN0297_S21_L001_R1_001.fastq,Locus_MiMammal_NGN0297_S21_L001_R2_001.fastq
NGN0298,MiMammal,Locus_MiMammal_NGN0298_S22_L001_R1_001.fastq,Locus_MiMammal_NGN0298_S22_L001_R2_001.fastq
NGN0300,MiMammal,Locus_MiMammal_NGN0300_S24_L001_R1_001.fastq,Locus_MiMammal_NGN0300_S24_L001_R2_001.fastq
NGN0301,MiMammal,Locus_MiMammal_NGN0301_S25_L001_R1_001.fastq,Locus_MiMammal_NGN0301_S25_L001_R2_001.fastq
NGN0360,MiMammal,Locus_MiMammal_NGN0360_S91_L001_R1_001.fastq,Locus_MiMammal_NGN0360_S91_L001_R2_001.fastq
NGN0361,MiMammal,Locus_MiMammal_NGN0361_S92_L001_R1_001.fastq,Locus_MiMammal_NGN0361_S92_L001_R2_001.fastq
NGN0362,MiMammal,Locus_MiMammal_NGN0362_S93_L001_R1_001.fastq,Locus_MiMammal_NGN0362_S93_L001_R2_001.fastq
NGN0363,MiMammal,Locus_MiMammal_NGN0363_S94_L001_R1_001.fastq,Locus_MiMammal_NGN0363_S94_L001_R2_001.fastq
NGN0364,MiMammal,Locus_MiMammal_NGN0364_S95_L001_R1_001.fastq,Locus_MiMammal_NGN0364_S95_L001_R2_001.fastq
NGN0365,MiMammal,Locus_MiMammal_NGN0365_S96_L001_R1_001.fastq,Locus_MiMammal_NGN0365_S96_L001_R2_001.fastq
